genome1,genome2,dist,similarity
GCA_030844705.1_ASM3084470v1_genomic.fna,GCA_958445425.1_ERR9610044_bin.23_MetaWRAP_v1.3_MAG_genomic.fna,0.012634695,0.9873653
GCA_958416015.1_ERR10960865_bin.15_MetaWRAP_v1.3_MAG_genomic.fna,GCA_958445425.1_ERR9610044_bin.23_MetaWRAP_v1.3_MAG_genomic.fna,0.026394486,0.9736055
GCA_022784765.1_ASM2278476v1_genomic.fna,GCA_958445425.1_ERR9610044_bin.23_MetaWRAP_v1.3_MAG_genomic.fna,0.023451328,0.9765487
GCA_958371025.1_SRR17798044_bin.10_MetaWRAP_v1.3_MAG_genomic.fna,GCA_958445425.1_ERR9610044_bin.23_MetaWRAP_v1.3_MAG_genomic.fna,0.011847079,0.9881529
EHA03306_bin.55.fa,GCA_958445425.1_ERR9610044_bin.23_MetaWRAP_v1.3_MAG_genomic.fna,0.020213723,0.9797863
GCA_030844325.1_ASM3084432v1_genomic.fna,GCA_958445425.1_ERR9610044_bin.23_MetaWRAP_v1.3_MAG_genomic.fna,0.012214124,0.9877859
GCA_030842445.1_ASM3084244v1_genomic.fna,GCA_958445425.1_ERR9610044_bin.23_MetaWRAP_v1.3_MAG_genomic.fna,0.014923394,0.9850766
EHA04588_bin.13.fa,GCA_958445425.1_ERR9610044_bin.23_MetaWRAP_v1.3_MAG_genomic.fna,0.021292329,0.9787077
GCA_958413795.1_ERR9578301_bin.6_MetaWRAP_v1.3_MAG_genomic.fna,GCA_958445425.1_ERR9610044_bin.23_MetaWRAP_v1.3_MAG_genomic.fna,0.024841309,0.9751587
EHA03349_bin.40.fa,GCA_958445425.1_ERR9610044_bin.23_MetaWRAP_v1.3_MAG_genomic.fna,0.017300606,0.9826994
GCA_008680675.1_ASM868067v1_genomic.fna,GCA_958445425.1_ERR9610044_bin.23_MetaWRAP_v1.3_MAG_genomic.fna,0.022710681,0.9772893
GCA_030839725.1_ASM3083972v1_genomic.fna,GCA_958445425.1_ERR9610044_bin.23_MetaWRAP_v1.3_MAG_genomic.fna,0.014507592,0.9854924
EHA01845_bin.103.fa,GCA_958445425.1_ERR9610044_bin.23_MetaWRAP_v1.3_MAG_genomic.fna,0.012587488,0.9874125
GCA_009774835.1_ASM977483v1_genomic.fna,GCA_958445425.1_ERR9610044_bin.23_MetaWRAP_v1.3_MAG_genomic.fna,0.024841309,0.9751587
GCA_020809955.1_ASM2080995v1_genomic.fna,GCA_958445425.1_ERR9610044_bin.23_MetaWRAP_v1.3_MAG_genomic.fna,0.012121677,0.9878783
GCF_003468605.1_ASM346860v1_genomic.fna,GCA_958445425.1_ERR9610044_bin.23_MetaWRAP_v1.3_MAG_genomic.fna,0.0133059025,0.9866941
GCF_019733675.1_ASM1973367v1_genomic.fna,GCA_958445425.1_ERR9610044_bin.23_MetaWRAP_v1.3_MAG_genomic.fna,0.017831206,0.9821688
EHA01958_bin.190.fa,GCA_958445425.1_ERR9610044_bin.23_MetaWRAP_v1.3_MAG_genomic.fna,0.014871001,0.985129
GCA_958440685.1_ERR4918969_bin.9_MetaWRAP_v1.3_MAG_genomic.fna,GCA_958445425.1_ERR9610044_bin.23_MetaWRAP_v1.3_MAG_genomic.fna,0.013354719,0.9866453
GCA_959026225.1_SRR13494490_bin.7_MetaWRAP_v1.3_MAG_genomic.fna,GCA_958445425.1_ERR9610044_bin.23_MetaWRAP_v1.3_MAG_genomic.fna,0.023226798,0.9767732
EHA01281_bin.18.fa,GCA_958445425.1_ERR9610044_bin.23_MetaWRAP_v1.3_MAG_genomic.fna,0.01180172,0.9881983
GCA_030841945.1_ASM3084194v1_genomic.fna,GCA_958445425.1_ERR9610044_bin.23_MetaWRAP_v1.3_MAG_genomic.fna,0.013898492,0.9861015
GCF_003471825.1_ASM347182v1_genomic.fna,GCA_958445425.1_ERR9610044_bin.23_MetaWRAP_v1.3_MAG_genomic.fna,0.016219318,0.9837807
GCA_958432605.1_SRR22541667_bin.32_MetaWRAP_v1.3_MAG_genomic.fna,GCA_958445425.1_ERR9610044_bin.23_MetaWRAP_v1.3_MAG_genomic.fna,0.015347004,0.984653
EHA03351_bin.43.fa,GCA_958445425.1_ERR9610044_bin.23_MetaWRAP_v1.3_MAG_genomic.fna,0.013208687,0.9867913
GCF_003469235.1_ASM346923v1_genomic.fna,GCA_958445425.1_ERR9610044_bin.23_MetaWRAP_v1.3_MAG_genomic.fna,0.016839087,0.9831609
GCA_030839525.1_ASM3083952v1_genomic.fna,GCF_018288975.1_ASM1828897v1_genomic.fna,0.027777493,0.9722225
EHA04680_bin.8.fa,GCF_018288975.1_ASM1828897v1_genomic.fna,0.027163506,0.9728365
EHA04575_bin.10.fa,GCF_018288975.1_ASM1828897v1_genomic.fna,0.01655519,0.9834448
GCA_958404515.1_ERR9492504_bin.8_MetaWRAP_v1.3_MAG_genomic.fna,GCF_018288975.1_ASM1828897v1_genomic.fna,0.038969576,0.9610304
EHA00535_bin.6.fa,GCF_018288975.1_ASM1828897v1_genomic.fna,0.033584177,0.9664158
EHA00531_bin.1.fa,GCF_018288975.1_ASM1828897v1_genomic.fna,0.026059687,0.9739403
GCF_003439415.1_ASM343941v1_genomic.fna,GCF_018288975.1_ASM1828897v1_genomic.fna,0.016108394,0.9838916
EHA03376_bin.12.fa,GCF_018288975.1_ASM1828897v1_genomic.fna,0.024369478,0.9756305
GCA_959028115.1_ERR10149225_bin.6_MetaWRAP_v1.3_MAG_genomic.fna,GCF_018288975.1_ASM1828897v1_genomic.fna,0.0244475,0.9755525
GCA_959026965.1_SRR20881986_bin.33_MetaWRAP_v1.3_MAG_genomic.fna,GCF_018288975.1_ASM1828897v1_genomic.fna,0.016498923,0.9835011
GCA_025757725.1_ASM2575772v1_genomic.fna,GCF_018288975.1_ASM1828897v1_genomic.fna,0.00486362,0.9951364
GCF_003437495.1_ASM343749v1_genomic.fna,GCF_018288975.1_ASM1828897v1_genomic.fna,0.01605308,0.9839469
GCF_001405775.1_13414_6_6_genomic.fna,GCF_018288975.1_ASM1828897v1_genomic.fna,0.0056087375,0.99439126
GCF_003467575.1_ASM346757v1_genomic.fna,GCF_018288975.1_ASM1828897v1_genomic.fna,0.017771602,0.9822284
EHA01439_bin.44.fa,GCF_018288975.1_ASM1828897v1_genomic.fna,0.022062302,0.9779377
GCA_959023275.1_DRR221348_bin.3_MetaWRAP_v1.3_MAG_genomic.fna,GCF_018288975.1_ASM1828897v1_genomic.fna,0.025000513,0.9749995
GCA_022776965.1_ASM2277696v1_genomic.fna,GCF_018288975.1_ASM1828897v1_genomic.fna,0.024525821,0.9754742
GCA_959600655.1_SRR16280015_bin.44_MetaWRAP_v1.3_MAG_genomic.fna,GCF_018288975.1_ASM1828897v1_genomic.fna,0.0157789,0.9842211
GCF_001406015.1_14207_7_71_genomic.fna,GCF_018288975.1_ASM1828897v1_genomic.fna,0.025647223,0.9743528
GCA_958445425.1_ERR9610044_bin.23_MetaWRAP_v1.3_MAG_genomic.fna,GCF_018288975.1_ASM1828897v1_genomic.fna,0.014507592,0.9854924
GCF_018288975.1_ASM1828897v1_genomic.fna,GCF_018288975.1_ASM1828897v1_genomic.fna,0.0,1.0
GCF_022835355.1_ASM2283535v1_genomic.fna,GCF_018288975.1_ASM1828897v1_genomic.fna,0.016498923,0.9835011
EHA03161_bin.52.fa,GCF_018288975.1_ASM1828897v1_genomic.fna,0.013848484,0.9861515
GCF_018289335.1_ASM1828933v1_genomic.fna,GCF_018288975.1_ASM1828897v1_genomic.fna,0.014818728,0.9851813
GCF_022835335.1_ASM2283533v1_genomic.fna,GCF_018288975.1_ASM1828897v1_genomic.fna,0.016498923,0.9835011
GCA_030842705.1_ASM3084270v1_genomic.fna,GCF_018288975.1_ASM1828897v1_genomic.fna,0.0071599483,0.99284005
GCF_018784195.1_ASM1878419v1_genomic.fna,GCF_018288975.1_ASM1828897v1_genomic.fna,0.015998006,0.984002
EHA05111_bin.128.fa,GCF_018288975.1_ASM1828897v1_genomic.fna,0.0072319508,0.99276805
GCA_014870645.1_ASM1487064v1_genomic.fna,GCF_018288975.1_ASM1828897v1_genomic.fna,0.015240371,0.9847596
GCA_008679285.1_ASM867928v1_genomic.fna,GCF_018288975.1_ASM1828897v1_genomic.fna,0.016386628,0.9836134
GCA_030843875.1_ASM3084387v1_genomic.fna,GCF_018288975.1_ASM1828897v1_genomic.fna,0.02572918,0.9742708
EHA00726_bin.13.fa,GCF_018288975.1_ASM1828897v1_genomic.fna,0.015028477,0.9849715
EHA03288_bin.14.fa,GCF_018288975.1_ASM1828897v1_genomic.fna,0.015187204,0.9848128
GCF_003475725.1_ASM347572v1_genomic.fna,GCF_018288975.1_ASM1828897v1_genomic.fna,0.017652988,0.982347
EHA02500_bin.116.fa,GCF_018288975.1_ASM1828897v1_genomic.fna,0.028496683,0.9715033
GCA_958447325.1_ERR4316497_bin.13_MetaWRAP_v1.3_MAG_genomic.fna,GCF_018288975.1_ASM1828897v1_genomic.fna,0.023078203,0.9769218
GCA_022774455.1_ASM2277445v1_genomic.fna,GCF_018288975.1_ASM1828897v1_genomic.fna,0.014818728,0.9851813
EHA00928_bin.90.fa,GCF_018288975.1_ASM1828897v1_genomic.fna,0.027600586,0.9723994
GCA_958427815.1_ERR9762699_bin.64_MetaWRAP_v1.3_MAG_genomic.fna,GCF_018288975.1_ASM1828897v1_genomic.fna,0.017712176,0.9822878
GCF_003459965.1_ASM345996v1_genomic.fna,GCF_018288975.1_ASM1828897v1_genomic.fna,0.02707702,0.972923
GCA_958435695.1_SRR18940298_bin.11_MetaWRAP_v1.3_MAG_genomic.fna,GCF_018288975.1_ASM1828897v1_genomic.fna,0.014975905,0.9850241
EHA01202_bin.66.fa,GCF_018288975.1_ASM1828897v1_genomic.fna,0.026990712,0.9730093
GCA_958422645.1_ERR9762696_bin.1_MetaWRAP_v1.3_MAG_genomic.fna,GCF_018288975.1_ASM1828897v1_genomic.fna,0.020345926,0.9796541
EHA01634_bin.14.fa,GCF_018288975.1_ASM1828897v1_genomic.fna,0.015561879,0.9844381
GCF_002206325.1_ASM220632v2_genomic.fna,GCF_018288975.1_ASM1828897v1_genomic.fna,0.014404893,0.9855951
GCF_003468915.1_ASM346891v1_genomic.fna,GCF_018288975.1_ASM1828897v1_genomic.fna,0.016953588,0.9830464
GCF_018784125.1_ASM1878412v1_genomic.fna,GCF_018288975.1_ASM1828897v1_genomic.fna,0.01655519,0.9834448
GCF_018587995.1_ASM1858799v1_genomic.fna,GCF_018288975.1_ASM1828897v1_genomic.fna,0.015081286,0.9849187
GCF_001405935.1_13414_6_56_genomic.fna,GCF_018288975.1_ASM1828897v1_genomic.fna,0.022420406,0.9775796
GCA_015060925.1_ASM1506092v1_genomic.fna,GCF_018288975.1_ASM1828897v1_genomic.fna,0.243761,0.756239
GCF_003474765.1_ASM347476v1_genomic.fna,GCF_018288975.1_ASM1828897v1_genomic.fna,0.024214208,0.9757858
EHA05078_bin.42.fa,GCF_018288975.1_ASM1828897v1_genomic.fna,0.025321782,0.9746782
GCA_959606485.1_SRR16244384_bin.5_MetaWRAP_v1.3_MAG_genomic.fna,GCF_018288975.1_ASM1828897v1_genomic.fna,0.015134215,0.9848658
GCF_012843465.1_ASM1284346v1_genomic.fna,GCF_018288975.1_ASM1828897v1_genomic.fna,0.01567018,0.9843298
GCF_020687325.1_ASM2068732v1_genomic.fna,GCF_018288975.1_ASM1828897v1_genomic.fna,0.026394486,0.9736055
GCF_003472045.1_ASM347204v1_genomic.fna,GCF_018288975.1_ASM1828897v1_genomic.fna,0.013848484,0.9861515
GCF_003464475.1_ASM346447v1_genomic.fna,GCF_018288975.1_ASM1828897v1_genomic.fna,0.0144562125,0.9855438
GCF_029369685.1_ASM2936968v1_genomic.fna,GCF_018288975.1_ASM1828897v1_genomic.fna,0.02751261,0.9724874
GCA_008679655.1_ASM867965v1_genomic.fna,GCF_018288975.1_ASM1828897v1_genomic.fna,0.026990712,0.9730093
GCA_003464145.1_ASM346414v1_genomic.fna,GCF_018288975.1_ASM1828897v1_genomic.fna,0.015347004,0.984653
EHA04696_bin.132.fa,GCF_018288975.1_ASM1828897v1_genomic.fna,0.025565505,0.9744345
GCF_003469775.1_ASM346977v1_genomic.fna,GCF_018288975.1_ASM1828897v1_genomic.fna,0.015454173,0.9845458
GCF_018292145.1_ASM1829214v1_genomic.fna,GCF_018288975.1_ASM1828897v1_genomic.fna,0.014610827,0.9853892
EHA03390_bin.20.fa,GCF_018288975.1_ASM1828897v1_genomic.fna,0.027866304,0.9721337
GCF_003469715.1_ASM346971v1_genomic.fna,GCF_018288975.1_ASM1828897v1_genomic.fna,0.01655519,0.9834448
GCA_958416885.1_ERR9354025_bin.52_MetaWRAP_v1.3_MAG_genomic.fna,GCF_018288975.1_ASM1828897v1_genomic.fna,0.024059713,0.9759403
GCA_022771305.1_ASM2277130v1_genomic.fna,GCF_018288975.1_ASM1828897v1_genomic.fna,0.014766514,0.9852335
EHA00539_bin.6.fa,GCF_018288975.1_ASM1828897v1_genomic.fna,0.02285707,0.97714293
GCA_030844705.1_ASM3084470v1_genomic.fna,GCF_018288975.1_ASM1828897v1_genomic.fna,0.01572448,0.9842755
GCA_958416015.1_ERR10960865_bin.15_MetaWRAP_v1.3_MAG_genomic.fna,GCF_018288975.1_ASM1828897v1_genomic.fna,0.027866304,0.9721337
GCA_022784765.1_ASM2278476v1_genomic.fna,GCF_018288975.1_ASM1828897v1_genomic.fna,0.025402784,0.9745972
GCA_958371025.1_SRR17798044_bin.10_MetaWRAP_v1.3_MAG_genomic.fna,GCF_018288975.1_ASM1828897v1_genomic.fna,0.015134215,0.9848658
EHA03306_bin.55.fa,GCF_018288975.1_ASM1828897v1_genomic.fna,0.021018088,0.9789819
GCA_030844325.1_ASM3084432v1_genomic.fna,GCF_018288975.1_ASM1828897v1_genomic.fna,0.009731591,0.9902684
GCA_030842445.1_ASM3084244v1_genomic.fna,GCF_018288975.1_ASM1828897v1_genomic.fna,0.0157789,0.9842211
EHA04588_bin.13.fa,GCF_018288975.1_ASM1828897v1_genomic.fna,0.023301423,0.9766986
GCA_958413795.1_ERR9578301_bin.6_MetaWRAP_v1.3_MAG_genomic.fna,GCF_018288975.1_ASM1828897v1_genomic.fna,0.027866304,0.9721337
EHA03349_bin.40.fa,GCF_018288975.1_ASM1828897v1_genomic.fna,0.019627512,0.9803725
GCA_008680675.1_ASM868067v1_genomic.fna,GCF_018288975.1_ASM1828897v1_genomic.fna,0.024136782,0.9758632
GCA_030839725.1_ASM3083972v1_genomic.fna,GCF_018288975.1_ASM1828897v1_genomic.fna,0.015833497,0.9841665
EHA01845_bin.103.fa,GCF_018288975.1_ASM1828897v1_genomic.fna,0.00737679,0.9926232
GCA_009774835.1_ASM977483v1_genomic.fna,GCF_018288975.1_ASM1828897v1_genomic.fna,0.026059687,0.9739403
GCA_020809955.1_ASM2080995v1_genomic.fna,GCF_018288975.1_ASM1828897v1_genomic.fna,0.014610827,0.9853892
GCF_003468605.1_ASM346860v1_genomic.fna,GCF_018288975.1_ASM1828897v1_genomic.fna,0.013898492,0.9861015
GCF_019733675.1_ASM1973367v1_genomic.fna,GCF_018288975.1_ASM1828897v1_genomic.fna,0.016896307,0.9831037
EHA01958_bin.190.fa,GCF_018288975.1_ASM1828897v1_genomic.fna,0.017300606,0.9826994
GCA_958440685.1_ERR4918969_bin.9_MetaWRAP_v1.3_MAG_genomic.fna,GCF_018288975.1_ASM1828897v1_genomic.fna,0.016163707,0.9838363
GCA_959026225.1_SRR13494490_bin.7_MetaWRAP_v1.3_MAG_genomic.fna,GCF_018288975.1_ASM1828897v1_genomic.fna,0.023602009,0.976398
EHA01281_bin.18.fa,GCF_018288975.1_ASM1828897v1_genomic.fna,0.005476892,0.9945231
GCA_030841945.1_ASM3084194v1_genomic.fna,GCF_018288975.1_ASM1828897v1_genomic.fna,0.017359018,0.982641
GCF_003471825.1_ASM347182v1_genomic.fna,GCF_018288975.1_ASM1828897v1_genomic.fna,0.015028477,0.9849715
GCA_958432605.1_SRR22541667_bin.32_MetaWRAP_v1.3_MAG_genomic.fna,GCF_018288975.1_ASM1828897v1_genomic.fna,0.0171265,0.9828735
EHA03351_bin.43.fa,GCF_018288975.1_ASM1828897v1_genomic.fna,0.015134215,0.9848658
GCF_003469235.1_ASM346923v1_genomic.fna,GCF_018288975.1_ASM1828897v1_genomic.fna,0.017712176,0.9822878
GCA_030839525.1_ASM3083952v1_genomic.fna,GCF_022835355.1_ASM2283535v1_genomic.fna,0.027866304,0.9721337
EHA04680_bin.8.fa,GCF_022835355.1_ASM2283535v1_genomic.fna,0.027337492,0.9726625
EHA04575_bin.10.fa,GCF_022835355.1_ASM2283535v1_genomic.fna,0.008927941,0.99107206
GCA_958404515.1_ERR9492504_bin.8_MetaWRAP_v1.3_MAG_genomic.fna,GCF_022835355.1_ASM2283535v1_genomic.fna,0.04017341,0.9598266
EHA00535_bin.6.fa,GCF_022835355.1_ASM2283535v1_genomic.fna,0.0334751,0.9665249
EHA00531_bin.1.fa,GCF_022835355.1_ASM2283535v1_genomic.fna,0.027777493,0.9722225
GCF_003439415.1_ASM343941v1_genomic.fna,GCF_022835355.1_ASM2283535v1_genomic.fna,0.0046427846,0.9953572
EHA03376_bin.12.fa,GCF_022835355.1_ASM2283535v1_genomic.fna,0.025402784,0.9745972
GCA_959028115.1_ERR10149225_bin.6_MetaWRAP_v1.3_MAG_genomic.fna,GCF_022835355.1_ASM2283535v1_genomic.fna,0.025241077,0.9747589
GCA_959026965.1_SRR20881986_bin.33_MetaWRAP_v1.3_MAG_genomic.fna,GCF_022835355.1_ASM2283535v1_genomic.fna,0.016442716,0.9835573
GCA_025757725.1_ASM2575772v1_genomic.fna,GCF_022835355.1_ASM2283535v1_genomic.fna,0.014871001,0.985129
GCF_003437495.1_ASM343749v1_genomic.fna,GCF_022835355.1_ASM2283535v1_genomic.fna,0.0036076307,0.99639237
GCF_001405775.1_13414_6_6_genomic.fna,GCF_022835355.1_ASM2283535v1_genomic.fna,0.015561879,0.9844381
GCF_003467575.1_ASM346757v1_genomic.fna,GCF_022835355.1_ASM2283535v1_genomic.fna,0.016611695,0.9833883
EHA01439_bin.44.fa,GCF_022835355.1_ASM2283535v1_genomic.fna,0.021223426,0.9787766
GCA_959023275.1_DRR221348_bin.3_MetaWRAP_v1.3_MAG_genomic.fna,GCF_022835355.1_ASM2283535v1_genomic.fna,0.025321782,0.9746782
GCA_022776965.1_ASM2277696v1_genomic.fna,GCF_022835355.1_ASM2283535v1_genomic.fna,0.023829877,0.9761701
GCA_959600655.1_SRR16280015_bin.44_MetaWRAP_v1.3_MAG_genomic.fna,GCF_022835355.1_ASM2283535v1_genomic.fna,0.015347004,0.984653
GCF_001406015.1_14207_7_71_genomic.fna,GCF_022835355.1_ASM2283535v1_genomic.fna,0.028405726,0.9715943
GCA_958445425.1_ERR9610044_bin.23_MetaWRAP_v1.3_MAG_genomic.fna,GCF_022835355.1_ASM2283535v1_genomic.fna,0.015616,0.984384
GCF_018288975.1_ASM1828897v1_genomic.fna,GCF_022835355.1_ASM2283535v1_genomic.fna,0.016498923,0.9835011
GCF_022835355.1_ASM2283535v1_genomic.fna,GCF_022835355.1_ASM2283535v1_genomic.fna,0.0,1.0
EHA03161_bin.52.fa,GCF_022835355.1_ASM2283535v1_genomic.fna,0.014150202,0.9858498
GCF_018289335.1_ASM1828933v1_genomic.fna,GCF_022835355.1_ASM2283535v1_genomic.fna,0.017950773,0.9820492
GCF_022835335.1_ASM2283533v1_genomic.fna,GCF_022835355.1_ASM2283535v1_genomic.fna,2.3841858e-05,0.99997616
GCA_030842705.1_ASM3084270v1_genomic.fna,GCF_022835355.1_ASM2283535v1_genomic.fna,0.015561879,0.9844381
GCF_018784195.1_ASM1878419v1_genomic.fna,GCF_022835355.1_ASM2283535v1_genomic.fna,0.0054441094,0.9945559
EHA05111_bin.128.fa,GCF_022835355.1_ASM2283535v1_genomic.fna,0.01567018,0.9843298
GCA_014870645.1_ASM1487064v1_genomic.fna,GCF_022835355.1_ASM2283535v1_genomic.fna,0.015028477,0.9849715
GCA_008679285.1_ASM867928v1_genomic.fna,GCF_022835355.1_ASM2283535v1_genomic.fna,0.016108394,0.9838916
GCA_030843875.1_ASM3084387v1_genomic.fna,GCF_022835355.1_ASM2283535v1_genomic.fna,0.028224707,0.9717753
EHA00726_bin.13.fa,GCF_022835355.1_ASM2283535v1_genomic.fna,0.0039963126,0.9960037
EHA03288_bin.14.fa,GCF_022835355.1_ASM2283535v1_genomic.fna,0.0051193237,0.9948807
GCF_003475725.1_ASM347572v1_genomic.fna,GCF_022835355.1_ASM2283535v1_genomic.fna,0.017712176,0.9822878
EHA02500_bin.116.fa,GCF_022835355.1_ASM2283535v1_genomic.fna,0.029235482,0.9707645
GCA_958447325.1_ERR4316497_bin.13_MetaWRAP_v1.3_MAG_genomic.fna,GCF_022835355.1_ASM2283535v1_genomic.fna,0.022492707,0.9775073
GCA_022774455.1_ASM2277445v1_genomic.fna,GCF_022835355.1_ASM2283535v1_genomic.fna,0.0044246316,0.99557537
EHA00928_bin.90.fa,GCF_022835355.1_ASM2283535v1_genomic.fna,0.02904892,0.9709511
GCA_958427815.1_ERR9762699_bin.64_MetaWRAP_v1.3_MAG_genomic.fna,GCF_022835355.1_ASM2283535v1_genomic.fna,0.016163707,0.9838363
GCF_003459965.1_ASM345996v1_genomic.fna,GCF_022835355.1_ASM2283535v1_genomic.fna,0.02622658,0.9737734
GCA_958435695.1_SRR18940298_bin.11_MetaWRAP_v1.3_MAG_genomic.fna,GCF_022835355.1_ASM2283535v1_genomic.fna,0.0034310818,0.9965689
EHA01202_bin.66.fa,GCF_022835355.1_ASM2283535v1_genomic.fna,0.027866304,0.9721337
GCA_958422645.1_ERR9762696_bin.1_MetaWRAP_v1.3_MAG_genomic.fna,GCF_022835355.1_ASM2283535v1_genomic.fna,0.018867493,0.9811325
EHA01634_bin.14.fa,GCF_022835355.1_ASM2283535v1_genomic.fna,0.016163707,0.9838363
GCF_002206325.1_ASM220632v2_genomic.fna,GCF_022835355.1_ASM2283535v1_genomic.fna,0.014818728,0.9851813
GCF_003468915.1_ASM346891v1_genomic.fna,GCF_022835355.1_ASM2283535v1_genomic.fna,0.017712176,0.9822878
GCF_018784125.1_ASM1878412v1_genomic.fna,GCF_022835355.1_ASM2283535v1_genomic.fna,0.018010795,0.9819892
GCF_018587995.1_ASM1858799v1_genomic.fna,GCF_022835355.1_ASM2283535v1_genomic.fna,0.017476082,0.9825239
GCF_001405935.1_13414_6_56_genomic.fna,GCF_022835355.1_ASM2283535v1_genomic.fna,0.022637784,0.9773622
GCA_015060925.1_ASM1506092v1_genomic.fna,GCF_022835355.1_ASM2283535v1_genomic.fna,0.243761,0.756239
GCF_003474765.1_ASM347476v1_genomic.fna,GCF_022835355.1_ASM2283535v1_genomic.fna,0.024059713,0.9759403
EHA05078_bin.42.fa,GCF_022835355.1_ASM2283535v1_genomic.fna,0.026143014,0.973857
GCA_959606485.1_SRR16244384_bin.5_MetaWRAP_v1.3_MAG_genomic.fna,GCF_022835355.1_ASM2283535v1_genomic.fna,0.014610827,0.9853892
GCF_012843465.1_ASM1284346v1_genomic.fna,GCF_022835355.1_ASM2283535v1_genomic.fna,0.016611695,0.9833883
GCF_020687325.1_ASM2068732v1_genomic.fna,GCF_022835355.1_ASM2283535v1_genomic.fna,0.026733518,0.9732665
GCF_003472045.1_ASM347204v1_genomic.fna,GCF_022835355.1_ASM2283535v1_genomic.fna,0.014251828,0.9857482
GCF_003464475.1_ASM346447v1_genomic.fna,GCF_022835355.1_ASM2283535v1_genomic.fna,0.0057082176,0.9942918
GCF_029369685.1_ASM2936968v1_genomic.fna,GCF_022835355.1_ASM2283535v1_genomic.fna,0.02707702,0.972923
GCA_008679655.1_ASM867965v1_genomic.fna,GCF_022835355.1_ASM2283535v1_genomic.fna,0.02751261,0.9724874
GCA_003464145.1_ASM346414v1_genomic.fna,GCF_022835355.1_ASM2283535v1_genomic.fna,0.0055097938,0.9944902
EHA04696_bin.132.fa,GCF_022835355.1_ASM2283535v1_genomic.fna,0.026310384,0.9736896
GCF_003469775.1_ASM346977v1_genomic.fna,GCF_022835355.1_ASM2283535v1_genomic.fna,0.016781986,0.983218
GCF_018292145.1_ASM1829214v1_genomic.fna,GCF_022835355.1_ASM2283535v1_genomic.fna,0.0045177937,0.9954822
EHA03390_bin.20.fa,GCF_022835355.1_ASM2283535v1_genomic.fna,0.028315127,0.9716849
GCF_003469715.1_ASM346971v1_genomic.fna,GCF_022835355.1_ASM2283535v1_genomic.fna,0.0051193237,0.9948807
GCA_958416885.1_ERR9354025_bin.52_MetaWRAP_v1.3_MAG_genomic.fna,GCF_022835355.1_ASM2283535v1_genomic.fna,0.026059687,0.9739403
GCA_022771305.1_ASM2277130v1_genomic.fna,GCF_022835355.1_ASM2283535v1_genomic.fna,0.016330719,0.9836693
EHA00539_bin.6.fa,GCF_022835355.1_ASM2283535v1_genomic.fna,0.022062302,0.9779377
GCA_030844705.1_ASM3084470v1_genomic.fna,GCF_022835355.1_ASM2283535v1_genomic.fna,0.015616,0.984384
GCA_958416015.1_ERR10960865_bin.15_MetaWRAP_v1.3_MAG_genomic.fna,GCF_022835355.1_ASM2283535v1_genomic.fna,0.028315127,0.9716849
GCA_022784765.1_ASM2278476v1_genomic.fna,GCF_022835355.1_ASM2283535v1_genomic.fna,0.025402784,0.9745972
GCA_958371025.1_SRR17798044_bin.10_MetaWRAP_v1.3_MAG_genomic.fna,GCF_022835355.1_ASM2283535v1_genomic.fna,0.014923394,0.9850766
EHA03306_bin.55.fa,GCF_022835355.1_ASM2283535v1_genomic.fna,0.01843518,0.9815648
GCA_030844325.1_ASM3084432v1_genomic.fna,GCF_022835355.1_ASM2283535v1_genomic.fna,0.015616,0.984384
GCA_030842445.1_ASM3084244v1_genomic.fna,GCF_022835355.1_ASM2283535v1_genomic.fna,0.005476892,0.9945231
EHA04588_bin.13.fa,GCF_022835355.1_ASM2283535v1_genomic.fna,0.018252373,0.9817476
GCA_958413795.1_ERR9578301_bin.6_MetaWRAP_v1.3_MAG_genomic.fna,GCF_022835355.1_ASM2283535v1_genomic.fna,0.02681899,0.973181
EHA03349_bin.40.fa,GCF_022835355.1_ASM2283535v1_genomic.fna,0.02115482,0.9788452
GCA_008680675.1_ASM868067v1_genomic.fna,GCF_022835355.1_ASM2283535v1_genomic.fna,0.023677707,0.9763223
GCA_030839725.1_ASM3083972v1_genomic.fna,GCF_022835355.1_ASM2283535v1_genomic.fna,0.01572448,0.9842755
EHA01845_bin.103.fa,GCF_022835355.1_ASM2283535v1_genomic.fna,0.016108394,0.9838916
GCA_009774835.1_ASM977483v1_genomic.fna,GCF_022835355.1_ASM2283535v1_genomic.fna,0.026059687,0.9739403
GCA_020809955.1_ASM2080995v1_genomic.fna,GCF_022835355.1_ASM2283535v1_genomic.fna,0.014610827,0.9853892
GCF_003468605.1_ASM346860v1_genomic.fna,GCF_022835355.1_ASM2283535v1_genomic.fna,0.014150202,0.9858498
GCF_019733675.1_ASM1973367v1_genomic.fna,GCF_022835355.1_ASM2283535v1_genomic.fna,0.01655519,0.9834448
EHA01958_bin.190.fa,GCF_022835355.1_ASM2283535v1_genomic.fna,0.01594299,0.984057
GCA_958440685.1_ERR4918969_bin.9_MetaWRAP_v1.3_MAG_genomic.fna,GCF_022835355.1_ASM2283535v1_genomic.fna,0.015293598,0.9847064
GCA_959026225.1_SRR13494490_bin.7_MetaWRAP_v1.3_MAG_genomic.fna,GCF_022835355.1_ASM2283535v1_genomic.fna,0.024059713,0.9759403
EHA01281_bin.18.fa,GCF_022835355.1_ASM2283535v1_genomic.fna,0.015561879,0.9844381
