species	mag	gene	entry	identity	length	mismatches	gaps	query_start	query_end	target_start	target_end	evalue	bitscore	identity_percent	VF_id	vf	vf_type
bacteroides_fragilis	GCF_015548825.1	NZ_JADMXT010000008.1_47	VFG016686(gb|WP_011179726)	0.208	448	322	0	308	755	303	709	7.23e-13	73	20.8	VF0369	(virB4) type IV secretion system virB4 protein homolog [VirB/VirD4 type IV secretion system (VF0369) - Effector delivery system (VFC0086)] [Bartonella quintana str. Toulouse]	Bartonella quintana str. Toulouse
bacteroides_fragilis	GCF_015548825.1	NZ_JADMXT010000012.1_16	VFG044151(gb|WP_011063597)	0.227	337	259	0	147	483	95	430	5.481e-10	63	22.7	VF0940	(PFL_RS27270) TolC family outer membrane protein [HasA-type hemophore-mediated heme uptake system (VF0940) - Nutritional/Metabolic factor (VFC0272)] [Pseudomonas fluorescens Pf-5]	Pseudomonas fluorescens Pf-5
bacteroides_fragilis	GCF_015548825.1	NZ_JADMXT010000012.1_2	VFG044157(gb|WP_011063603)	0.285	133	89	0	38	170	31	156	3.747e-09	56	28.499999999999996	VF0940	(PFL_RS27300) RNA polymerase sigma factor [HasA-type hemophore-mediated heme uptake system (VF0940) - Nutritional/Metabolic factor (VFC0272)] [Pseudomonas fluorescens Pf-5]	Pseudomonas fluorescens Pf-5
bacteroides_fragilis	GCF_015548825.1	NZ_JADMXT010000012.1_72	VFG006510(gb|WP_011577936)	0.244	134	96	0	121	254	173	300	4.158e-08	55	24.4	VF0057	(futB) fucosyltransferase [Lewis antigen (VF0057) - Immune modulation (VFC0258)] [Helicobacter acinonychis str. Sheeba]	Helicobacter acinonychis str. Sheeba
bacteroides_fragilis	GCF_015548825.1	NZ_JADMXT010000019.1_45	VFG003820(gb|WP_000666334)	0.333	109	71	0	169	277	103	210	4.702e-08	55	33.300000000000004	VF0321	(ssrB) two component system response regulator [TTSS (SPI-2 encode) (VF0321) - Effector delivery system (VFC0086)] [Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150]	Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150
bacteroides_fragilis	GCF_015548825.1	NZ_JADMXT010000022.1_15	VFG044157(gb|WP_011063603)	0.325	132	87	0	46	175	33	164	5.459e-12	64	32.5	VF0940	(PFL_RS27300) RNA polymerase sigma factor [HasA-type hemophore-mediated heme uptake system (VF0940) - Nutritional/Metabolic factor (VFC0272)] [Pseudomonas fluorescens Pf-5]	Pseudomonas fluorescens Pf-5
bacteroides_fragilis	GCF_015551365.1	NZ_JADNCR010000002.1_287	VFG044156(gb|WP_011063602)	0.294	161	109	0	130	285	126	286	5.583e-07	52	29.4	VF0940	(PFL_RS27295) FecR domain-containing protein [HasA-type hemophore-mediated heme uptake system (VF0940) - Nutritional/Metabolic factor (VFC0272)] [Pseudomonas fluorescens Pf-5]	Pseudomonas fluorescens Pf-5
bacteroides_fragilis	GCF_015551365.1	NZ_JADNCR010000004.1_128	VFG008163(gb|WP_003893447)	0.25	270	179	0	23	262	48	317	1.474e-13	72	25.0	VF0311	(fbpB) Secreted antigen 85-B FbpB (85B) (antigen 85 complex B) (mycolyl transferase 85B) (fibronectin-binding protein B) (extracellular alpha-antigen) [Antigen 85 (VF0311) - Adherence (VFC0001)] [Mycobacterium smegmatis str. MC2 155]	Mycobacterium smegmatis str. MC2 155
bacteroides_fragilis	GCF_015551365.1	NZ_JADNCR010000005.1_187	VFG044157(gb|WP_011063603)	0.28	131	92	0	45	173	33	163	1.816e-11	63	28.000000000000004	VF0940	(PFL_RS27300) RNA polymerase sigma factor [HasA-type hemophore-mediated heme uptake system (VF0940) - Nutritional/Metabolic factor (VFC0272)] [Pseudomonas fluorescens Pf-5]	Pseudomonas fluorescens Pf-5
bacteroides_fragilis	GCF_015551365.1	NZ_JADNCR010000005.1_9	VFG005437(gb|WP_002991253)	0.225	324	240	0	91	414	77	387	9.639e-16	81	22.5	VF0249	(speB) pyrogenic exotoxin B [SpeB (VF0249) - Exoenzyme (VFC0251)] [Streptococcus pyogenes MGAS10270]	Streptococcus pyogenes MGAS10270
bacteroides_fragilis	GCF_015551365.1	NZ_JADNCR010000006.1_87	VFG018691(gb|WP_012232117)	0.198	461	337	0	307	767	303	723	2.405e-10	65	19.8	VF0369	(virB4) type IV secretion system virB4 protein homolog [VirB/VirD4 type IV secretion system (VF0369) - Effector delivery system (VFC0086)] [Bartonella tribocorum CIP 105476]	Bartonella tribocorum CIP 105476
bacteroides_fragilis	GCF_015551365.1	NZ_JADNCR010000008.1_39	VFG016686(gb|WP_011179726)	0.21	448	321	0	308	755	303	709	9.531e-13	73	21.0	VF0369	(virB4) type IV secretion system virB4 protein homolog [VirB/VirD4 type IV secretion system (VF0369) - Effector delivery system (VFC0086)] [Bartonella quintana str. Toulouse]	Bartonella quintana str. Toulouse
bacteroides_fragilis	GCF_015551365.1	NZ_JADNCR010000009.1_100	VFG016686(gb|WP_011179726)	0.206	446	322	0	307	752	303	709	2.001e-11	68	20.599999999999998	VF0369	(virB4) type IV secretion system virB4 protein homolog [VirB/VirD4 type IV secretion system (VF0369) - Effector delivery system (VFC0086)] [Bartonella quintana str. Toulouse]	Bartonella quintana str. Toulouse
bacteroides_fragilis	GCF_015551365.1	NZ_JADNCR010000009.1_165	VFG003820(gb|WP_000666334)	0.333	109	71	0	169	277	103	210	4.702e-08	55	33.300000000000004	VF0321	(ssrB) two component system response regulator [TTSS (SPI-2 encode) (VF0321) - Effector delivery system (VFC0086)] [Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150]	Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150
bacteroides_fragilis	GCF_015551365.1	NZ_JADNCR010000013.1_40	VFG005446(gb|WP_011285235)	0.25	305	226	0	98	399	74	378	2.228e-19	92	25.0	VF0249	(speB) pyrogenic exotoxin B [SpeB (VF0249) - Exoenzyme (VFC0251)] [Streptococcus pyogenes MGAS6180]	Streptococcus pyogenes MGAS6180
bacteroides_fragilis	GCF_015551365.1	NZ_JADNCR010000014.1_16	VFG044151(gb|WP_011063597)	0.227	337	259	0	147	483	95	430	4.145e-10	63	22.7	VF0940	(PFL_RS27270) TolC family outer membrane protein [HasA-type hemophore-mediated heme uptake system (VF0940) - Nutritional/Metabolic factor (VFC0272)] [Pseudomonas fluorescens Pf-5]	Pseudomonas fluorescens Pf-5
bacteroides_fragilis	GCF_015551365.1	NZ_JADNCR010000014.1_2	VFG044157(gb|WP_011063603)	0.285	133	89	0	38	170	31	156	3.747e-09	56	28.499999999999996	VF0940	(PFL_RS27300) RNA polymerase sigma factor [HasA-type hemophore-mediated heme uptake system (VF0940) - Nutritional/Metabolic factor (VFC0272)] [Pseudomonas fluorescens Pf-5]	Pseudomonas fluorescens Pf-5
bacteroides_fragilis	GCF_015551365.1	NZ_JADNCR010000019.1_43	VFG044157(gb|WP_011063603)	0.325	132	87	0	46	175	33	164	5.459e-12	64	32.5	VF0940	(PFL_RS27300) RNA polymerase sigma factor [HasA-type hemophore-mediated heme uptake system (VF0940) - Nutritional/Metabolic factor (VFC0272)] [Pseudomonas fluorescens Pf-5]	Pseudomonas fluorescens Pf-5
bacteroides_fragilis	GCF_015551365.1	NZ_JADNCR010000032.1_2	VFG044157(gb|WP_011063603)	0.301	131	89	0	54	182	33	163	2.597e-10	60	30.099999999999998	VF0940	(PFL_RS27300) RNA polymerase sigma factor [HasA-type hemophore-mediated heme uptake system (VF0940) - Nutritional/Metabolic factor (VFC0272)] [Pseudomonas fluorescens Pf-5]	Pseudomonas fluorescens Pf-5
bacteroides_fragilis	GCF_015553295.1	NZ_JADNGK010000002.1_236	VFG044157(gb|WP_011063603)	0.28	131	92	0	45	173	33	163	1.816e-11	63	28.000000000000004	VF0940	(PFL_RS27300) RNA polymerase sigma factor [HasA-type hemophore-mediated heme uptake system (VF0940) - Nutritional/Metabolic factor (VFC0272)] [Pseudomonas fluorescens Pf-5]	Pseudomonas fluorescens Pf-5
bacteroides_fragilis	GCF_015553295.1	NZ_JADNGK010000003.1_119	VFG008163(gb|WP_003893447)	0.25	270	179	0	23	262	48	317	1.474e-13	72	25.0	VF0311	(fbpB) Secreted antigen 85-B FbpB (85B) (antigen 85 complex B) (mycolyl transferase 85B) (fibronectin-binding protein B) (extracellular alpha-antigen) [Antigen 85 (VF0311) - Adherence (VFC0001)] [Mycobacterium smegmatis str. MC2 155]	Mycobacterium smegmatis str. MC2 155
bacteroides_fragilis	GCF_015553295.1	NZ_JADNGK010000003.1_164	VFG048430(gb|WP_012968726)	0.252	339	222	0	58	355	189	527	5.789e-14	74	25.2	VF0562	(entE) enterobactin synthase subunit E [Ent (VF0562) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella variicola At-22]	Klebsiella variicola At-22
bacteroides_fragilis	GCF_015553295.1	NZ_JADNGK010000003.1_226	VFG035339(gb|WP_024261658)	0.239	268	197	0	1090	1349	226	493	3.613e-06	52	23.9	VF1120	(EC042_RS24290) NERD domain-containing protein/DEAD/DEAH box helicase [SCI-I T6SS (VF1120) - Effector delivery system (VFC0086)] [Escherichia coli O44:H18 042]	Escherichia coli O44:H18 042
bacteroides_fragilis	GCF_015553295.1	NZ_JADNGK010000008.1_10	VFG017821(gb|WP_011989725)	0.493	326	164	0	3	328	11	335	2.7450000000000004e-102	334	49.3	VF0720	(pseI) N-acetylneuraminic acid synthetase [O-linked flagellar glycosylation (VF0720) - Motility (VFC0204)] [Campylobacter jejuni subsp. doylei 269.97]	Campylobacter jejuni subsp. doylei 269.97
bacteroides_fragilis	GCF_015553295.1	NZ_JADNGK010000008.1_15	VFG012005(gb|WP_002850705)	0.569	319	136	0	1	319	1	317	1.542e-113	367	56.89999999999999	VF0720	(pseB) UDP-GlcNAc-specific C4,6 dehydratase/C5 epimerase [O-linked flagellar glycosylation (VF0720) - Motility (VFC0204)] [Campylobacter fetus subsp. fetus 82-40]	Campylobacter fetus subsp. fetus 82-40
bacteroides_fragilis	GCF_015553295.1	NZ_JADNGK010000012.1_38	VFG044156(gb|WP_011063602)	0.294	161	109	0	130	285	126	286	5.583e-07	52	29.4	VF0940	(PFL_RS27295) FecR domain-containing protein [HasA-type hemophore-mediated heme uptake system (VF0940) - Nutritional/Metabolic factor (VFC0272)] [Pseudomonas fluorescens Pf-5]	Pseudomonas fluorescens Pf-5
bacteroides_fragilis	GCF_015553295.1	NZ_JADNGK010000013.1_31	VFG018691(gb|WP_012232117)	0.212	448	320	0	307	754	303	709	8.692e-15	79	21.2	VF0369	(virB4) type IV secretion system virB4 protein homolog [VirB/VirD4 type IV secretion system (VF0369) - Effector delivery system (VFC0086)] [Bartonella tribocorum CIP 105476]	Bartonella tribocorum CIP 105476
bacteroides_fragilis	GCF_015553295.1	NZ_JADNGK010000021.1_23	VFG006510(gb|WP_011577936)	0.244	134	96	0	121	254	173	300	4.158e-08	55	24.4	VF0057	(futB) fucosyltransferase [Lewis antigen (VF0057) - Immune modulation (VFC0258)] [Helicobacter acinonychis str. Sheeba]	Helicobacter acinonychis str. Sheeba
bacteroides_fragilis	GCF_015553295.1	NZ_JADNGK010000021.1_80	VFG044151(gb|WP_011063597)	0.227	337	259	0	147	483	95	430	4.145e-10	63	22.7	VF0940	(PFL_RS27270) TolC family outer membrane protein [HasA-type hemophore-mediated heme uptake system (VF0940) - Nutritional/Metabolic factor (VFC0272)] [Pseudomonas fluorescens Pf-5]	Pseudomonas fluorescens Pf-5
bacteroides_fragilis	GCF_015553295.1	NZ_JADNGK010000021.1_94	VFG044157(gb|WP_011063603)	0.285	133	89	0	38	170	31	156	3.747e-09	56	28.499999999999996	VF0940	(PFL_RS27300) RNA polymerase sigma factor [HasA-type hemophore-mediated heme uptake system (VF0940) - Nutritional/Metabolic factor (VFC0272)] [Pseudomonas fluorescens Pf-5]	Pseudomonas fluorescens Pf-5
bacteroides_fragilis	GCF_015553295.1	NZ_JADNGK010000022.1_43	VFG016686(gb|WP_011179726)	0.21	448	321	0	308	755	303	709	9.531e-13	73	21.0	VF0369	(virB4) type IV secretion system virB4 protein homolog [VirB/VirD4 type IV secretion system (VF0369) - Effector delivery system (VFC0086)] [Bartonella quintana str. Toulouse]	Bartonella quintana str. Toulouse
bacteroides_fragilis	GCF_015553295.1	NZ_JADNGK010000023.1_31	VFG044157(gb|WP_011063603)	0.325	132	87	0	46	175	33	164	5.459e-12	64	32.5	VF0940	(PFL_RS27300) RNA polymerase sigma factor [HasA-type hemophore-mediated heme uptake system (VF0940) - Nutritional/Metabolic factor (VFC0272)] [Pseudomonas fluorescens Pf-5]	Pseudomonas fluorescens Pf-5
bacteroides_fragilis	GCF_015553295.1	NZ_JADNGK010000039.1_23	VFG003820(gb|WP_000666334)	0.333	109	71	0	169	277	103	210	4.702e-08	55	33.300000000000004	VF0321	(ssrB) two component system response regulator [TTSS (SPI-2 encode) (VF0321) - Effector delivery system (VFC0086)] [Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150]	Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150
bacteroides_fragilis	GCF_015553295.1	NZ_JADNGK010000040.1_21	VFG018071(gb|WP_012006747)	0.235	153	112	0	16	168	6	153	2.35e-09	56	23.5	VF0720	(pseH) N-acetyltransferase [O-linked flagellar glycosylation (VF0720) - Motility (VFC0204)] [Campylobacter jejuni subsp. jejuni 81116]	Campylobacter jejuni subsp. jejuni 81116
bacteroides_fragilis	GCF_015553295.1	NZ_JADNGK010000040.1_23	VFG018069(gb|WP_002866280)	0.469	228	120	0	1	227	1	228	6.991000000000001e-63	214	46.9	VF0720	(pseF) acylneuraminate cytidylyltransferase [O-linked flagellar glycosylation (VF0720) - Motility (VFC0204)] [Campylobacter jejuni subsp. jejuni 81116]	Campylobacter jejuni subsp. jejuni 81116
bacteroides_fragilis	GCF_015553295.1	NZ_JADNGK010000040.1_27	VFG017815(gb|WP_011989747)	0.511	331	160	0	1	331	1	329	1.0139999999999999e-94	312	51.1	VF0720	(pseB) UDP-GlcNAc-specific C4,6 dehydratase/C5 epimerase [O-linked flagellar glycosylation (VF0720) - Motility (VFC0204)] [Campylobacter jejuni subsp. doylei 269.97]	Campylobacter jejuni subsp. doylei 269.97
bacteroides_fragilis	GCF_015553295.1	NZ_JADNGK010000046.1_2	VFG044157(gb|WP_011063603)	0.301	131	89	0	54	182	33	163	2.597e-10	60	30.099999999999998	VF0940	(PFL_RS27300) RNA polymerase sigma factor [HasA-type hemophore-mediated heme uptake system (VF0940) - Nutritional/Metabolic factor (VFC0272)] [Pseudomonas fluorescens Pf-5]	Pseudomonas fluorescens Pf-5
bacteroides_fragilis	GCF_015553495.1	NZ_JADNGU010000002.1_173	VFG044156(gb|WP_011063602)	0.245	273	201	0	13	285	20	286	2.388e-07	53	24.5	VF0940	(PFL_RS27295) FecR domain-containing protein [HasA-type hemophore-mediated heme uptake system (VF0940) - Nutritional/Metabolic factor (VFC0272)] [Pseudomonas fluorescens Pf-5]	Pseudomonas fluorescens Pf-5
bacteroides_fragilis	GCF_015553495.1	NZ_JADNGU010000003.1_317	VFG044157(gb|WP_011063603)	0.28	131	92	0	45	173	33	163	1.816e-11	63	28.000000000000004	VF0940	(PFL_RS27300) RNA polymerase sigma factor [HasA-type hemophore-mediated heme uptake system (VF0940) - Nutritional/Metabolic factor (VFC0272)] [Pseudomonas fluorescens Pf-5]	Pseudomonas fluorescens Pf-5
bacteroides_fragilis	GCF_015553495.1	NZ_JADNGU010000004.1_91	VFG019544(gb|WP_000874846)	0.268	281	182	0	8	256	10	290	9.209e-19	88	26.8	VF0057	(futC1) alpha-(1,2)-fucosyltransferase [Lewis antigen (VF0057) - Immune modulation (VFC0258)] [Helicobacter pylori P12]	Helicobacter pylori P12
bacteroides_fragilis	GCF_015553495.1	NZ_JADNGU010000007.1_93	VFG003820(gb|WP_000666334)	0.333	109	71	0	169	277	103	210	4.702e-08	55	33.300000000000004	VF0321	(ssrB) two component system response regulator [TTSS (SPI-2 encode) (VF0321) - Effector delivery system (VFC0086)] [Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150]	Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150
bacteroides_fragilis	GCF_015553495.1	NZ_JADNGU010000010.1_106	VFG048430(gb|WP_012968726)	0.252	339	222	0	58	355	189	527	3.257e-14	75	25.2	VF0562	(entE) enterobactin synthase subunit E [Ent (VF0562) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella variicola At-22]	Klebsiella variicola At-22
bacteroides_fragilis	GCF_015553495.1	NZ_JADNGU010000010.1_135	VFG008163(gb|WP_003893447)	0.25	270	179	0	23	262	48	317	1.474e-13	72	25.0	VF0311	(fbpB) Secreted antigen 85-B FbpB (85B) (antigen 85 complex B) (mycolyl transferase 85B) (fibronectin-binding protein B) (extracellular alpha-antigen) [Antigen 85 (VF0311) - Adherence (VFC0001)] [Mycobacterium smegmatis str. MC2 155]	Mycobacterium smegmatis str. MC2 155
bacteroides_fragilis	GCF_015553495.1	NZ_JADNGU010000011.1_128	VFG006510(gb|WP_011577936)	0.244	134	96	0	121	254	173	300	4.158e-08	55	24.4	VF0057	(futB) fucosyltransferase [Lewis antigen (VF0057) - Immune modulation (VFC0258)] [Helicobacter acinonychis str. Sheeba]	Helicobacter acinonychis str. Sheeba
bacteroides_fragilis	GCF_015553495.1	NZ_JADNGU010000011.1_17	VFG044151(gb|WP_011063597)	0.227	337	259	0	147	483	95	430	4.145e-10	63	22.7	VF0940	(PFL_RS27270) TolC family outer membrane protein [HasA-type hemophore-mediated heme uptake system (VF0940) - Nutritional/Metabolic factor (VFC0272)] [Pseudomonas fluorescens Pf-5]	Pseudomonas fluorescens Pf-5
bacteroides_fragilis	GCF_015553495.1	NZ_JADNGU010000011.1_3	VFG044157(gb|WP_011063603)	0.285	133	89	0	38	170	31	156	3.747e-09	56	28.499999999999996	VF0940	(PFL_RS27300) RNA polymerase sigma factor [HasA-type hemophore-mediated heme uptake system (VF0940) - Nutritional/Metabolic factor (VFC0272)] [Pseudomonas fluorescens Pf-5]	Pseudomonas fluorescens Pf-5
bacteroides_fragilis	GCF_015553495.1	NZ_JADNGU010000011.1_45	VFG018691(gb|WP_012232117)	0.212	448	320	0	307	754	303	709	1.146e-14	79	21.2	VF0369	(virB4) type IV secretion system virB4 protein homolog [VirB/VirD4 type IV secretion system (VF0369) - Effector delivery system (VFC0086)] [Bartonella tribocorum CIP 105476]	Bartonella tribocorum CIP 105476
bacteroides_fragilis	GCF_015553495.1	NZ_JADNGU010000017.1_41	VFG044157(gb|WP_011063603)	0.325	132	87	0	46	175	33	164	5.459e-12	64	32.5	VF0940	(PFL_RS27300) RNA polymerase sigma factor [HasA-type hemophore-mediated heme uptake system (VF0940) - Nutritional/Metabolic factor (VFC0272)] [Pseudomonas fluorescens Pf-5]	Pseudomonas fluorescens Pf-5
bacteroides_fragilis	GCF_015553495.1	NZ_JADNGU010000031.1_2	VFG044157(gb|WP_011063603)	0.308	131	89	0	54	182	33	163	7.68e-11	61	30.8	VF0940	(PFL_RS27300) RNA polymerase sigma factor [HasA-type hemophore-mediated heme uptake system (VF0940) - Nutritional/Metabolic factor (VFC0272)] [Pseudomonas fluorescens Pf-5]	Pseudomonas fluorescens Pf-5
bacteroides_fragilis	GCF_015553755.1	NZ_JADNHE010000002.1_191	VFG044157(gb|WP_011063603)	0.28	131	92	0	45	173	33	163	1.816e-11	63	28.000000000000004	VF0940	(PFL_RS27300) RNA polymerase sigma factor [HasA-type hemophore-mediated heme uptake system (VF0940) - Nutritional/Metabolic factor (VFC0272)] [Pseudomonas fluorescens Pf-5]	Pseudomonas fluorescens Pf-5
bacteroides_fragilis	GCF_015553755.1	NZ_JADNHE010000005.1_114	VFG018691(gb|WP_012232117)	0.212	448	320	0	307	754	303	709	8.755e-15	79	21.2	VF0369	(virB4) type IV secretion system virB4 protein homolog [VirB/VirD4 type IV secretion system (VF0369) - Effector delivery system (VFC0086)] [Bartonella tribocorum CIP 105476]	Bartonella tribocorum CIP 105476
bacteroides_fragilis	GCF_015553755.1	NZ_JADNHE010000005.1_4	VFG019545(gb|WP_000874769)	0.302	280	188	0	2	271	4	283	7.484e-29	117	30.2	VF0057	(futC1) alpha-(1,2)-fucosyltransferase [Lewis antigen (VF0057) - Immune modulation (VFC0258)] [Helicobacter pylori Shi470]	Helicobacter pylori Shi470
bacteroides_fragilis	GCF_015553755.1	NZ_JADNHE010000007.1_118	VFG048430(gb|WP_012968726)	0.252	339	222	0	58	355	189	527	3.257e-14	75	25.2	VF0562	(entE) enterobactin synthase subunit E [Ent (VF0562) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella variicola At-22]	Klebsiella variicola At-22
bacteroides_fragilis	GCF_015553755.1	NZ_JADNHE010000007.1_164	VFG008163(gb|WP_003893447)	0.25	270	179	0	23	262	48	317	1.474e-13	72	25.0	VF0311	(fbpB) Secreted antigen 85-B FbpB (85B) (antigen 85 complex B) (mycolyl transferase 85B) (fibronectin-binding protein B) (extracellular alpha-antigen) [Antigen 85 (VF0311) - Adherence (VFC0001)] [Mycobacterium smegmatis str. MC2 155]	Mycobacterium smegmatis str. MC2 155
bacteroides_fragilis	GCF_015553755.1	NZ_JADNHE010000007.1_31	VFG035339(gb|WP_024261658)	0.22	329	252	0	1	329	47	370	5.702e-09	60	22.0	VF1120	(EC042_RS24290) NERD domain-containing protein/DEAD/DEAH box helicase [SCI-I T6SS (VF1120) - Effector delivery system (VFC0086)] [Escherichia coli O44:H18 042]	Escherichia coli O44:H18 042
bacteroides_fragilis	GCF_015553755.1	NZ_JADNHE010000008.1_78	VFG044156(gb|WP_011063602)	0.294	161	109	0	130	285	126	286	5.583e-07	52	29.4	VF0940	(PFL_RS27295) FecR domain-containing protein [HasA-type hemophore-mediated heme uptake system (VF0940) - Nutritional/Metabolic factor (VFC0272)] [Pseudomonas fluorescens Pf-5]	Pseudomonas fluorescens Pf-5
bacteroides_fragilis	GCF_015553755.1	NZ_JADNHE010000012.1_62	VFG044157(gb|WP_011063603)	0.325	132	87	0	46	175	33	164	5.459e-12	64	32.5	VF0940	(PFL_RS27300) RNA polymerase sigma factor [HasA-type hemophore-mediated heme uptake system (VF0940) - Nutritional/Metabolic factor (VFC0272)] [Pseudomonas fluorescens Pf-5]	Pseudomonas fluorescens Pf-5
bacteroides_fragilis	GCF_015553755.1	NZ_JADNHE010000013.1_110	VFG003820(gb|WP_000666334)	0.333	109	71	0	169	277	103	210	4.702e-08	55	33.300000000000004	VF0321	(ssrB) two component system response regulator [TTSS (SPI-2 encode) (VF0321) - Effector delivery system (VFC0086)] [Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150]	Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150
bacteroides_fragilis	GCF_015553755.1	NZ_JADNHE010000017.1_26	VFG006510(gb|WP_011577936)	0.244	134	96	0	121	254	173	300	4.158e-08	55	24.4	VF0057	(futB) fucosyltransferase [Lewis antigen (VF0057) - Immune modulation (VFC0258)] [Helicobacter acinonychis str. Sheeba]	Helicobacter acinonychis str. Sheeba
bacteroides_fragilis	GCF_015553755.1	NZ_JADNHE010000017.1_83	VFG044151(gb|WP_011063597)	0.227	337	259	0	147	483	95	430	4.145e-10	63	22.7	VF0940	(PFL_RS27270) TolC family outer membrane protein [HasA-type hemophore-mediated heme uptake system (VF0940) - Nutritional/Metabolic factor (VFC0272)] [Pseudomonas fluorescens Pf-5]	Pseudomonas fluorescens Pf-5
bacteroides_fragilis	GCF_015553755.1	NZ_JADNHE010000017.1_97	VFG044157(gb|WP_011063603)	0.285	133	89	0	38	170	31	156	3.747e-09	56	28.499999999999996	VF0940	(PFL_RS27300) RNA polymerase sigma factor [HasA-type hemophore-mediated heme uptake system (VF0940) - Nutritional/Metabolic factor (VFC0272)] [Pseudomonas fluorescens Pf-5]	Pseudomonas fluorescens Pf-5
bacteroides_fragilis	GCF_015553755.1	NZ_JADNHE010000022.1_47	VFG016686(gb|WP_011179726)	0.21	448	321	0	308	755	303	709	9.531e-13	73	21.0	VF0369	(virB4) type IV secretion system virB4 protein homolog [VirB/VirD4 type IV secretion system (VF0369) - Effector delivery system (VFC0086)] [Bartonella quintana str. Toulouse]	Bartonella quintana str. Toulouse
bacteroides_fragilis	GCF_015553755.1	NZ_JADNHE010000030.1_32	VFG019545(gb|WP_000874769)	0.302	279	191	0	8	286	10	283	6.373e-25	106	30.2	VF0057	(futC1) alpha-(1,2)-fucosyltransferase [Lewis antigen (VF0057) - Immune modulation (VFC0258)] [Helicobacter pylori Shi470]	Helicobacter pylori Shi470
bacteroides_fragilis	GCF_015553755.1	NZ_JADNHE010000038.1_5	VFG044157(gb|WP_011063603)	0.308	131	89	0	54	182	33	163	7.68e-11	61	30.8	VF0940	(PFL_RS27300) RNA polymerase sigma factor [HasA-type hemophore-mediated heme uptake system (VF0940) - Nutritional/Metabolic factor (VFC0272)] [Pseudomonas fluorescens Pf-5]	Pseudomonas fluorescens Pf-5
bacteroides_fragilis	GCF_015556305.1	NZ_JADNMB010000001.1_452	VFG018691(gb|WP_012232117)	0.193	333	241	0	157	489	303	602	8.735e-07	52	19.3	VF0369	(virB4) type IV secretion system virB4 protein homolog [VirB/VirD4 type IV secretion system (VF0369) - Effector delivery system (VFC0086)] [Bartonella tribocorum CIP 105476]	Bartonella tribocorum CIP 105476
bacteroides_fragilis	GCF_015556305.1	NZ_JADNMB010000002.1_197	VFG044157(gb|WP_011063603)	0.28	131	92	0	45	173	33	163	1.816e-11	63	28.000000000000004	VF0940	(PFL_RS27300) RNA polymerase sigma factor [HasA-type hemophore-mediated heme uptake system (VF0940) - Nutritional/Metabolic factor (VFC0272)] [Pseudomonas fluorescens Pf-5]	Pseudomonas fluorescens Pf-5
bacteroides_fragilis	GCF_015556305.1	NZ_JADNMB010000002.1_46	VFG006506(gb|WP_011116615)	0.268	187	122	0	67	253	45	212	2.277e-13	72	26.8	VF0057	(futA) fucosyltransferase [Lewis antigen (VF0057) - Immune modulation (VFC0258)] [Helicobacter hepaticus ATCC 51449]	Helicobacter hepaticus ATCC 51449
bacteroides_fragilis	GCF_015556305.1	NZ_JADNMB010000003.1_363	VFG016686(gb|WP_011179726)	0.206	448	322	0	307	754	303	709	1.992e-14	78	20.599999999999998	VF0369	(virB4) type IV secretion system virB4 protein homolog [VirB/VirD4 type IV secretion system (VF0369) - Effector delivery system (VFC0086)] [Bartonella quintana str. Toulouse]	Bartonella quintana str. Toulouse
bacteroides_fragilis	GCF_015556305.1	NZ_JADNMB010000004.1_260	VFG006506(gb|WP_011116615)	0.443	283	152	0	14	287	13	295	1.0920000000000001e-64	225	44.3	VF0057	(futA) fucosyltransferase [Lewis antigen (VF0057) - Immune modulation (VFC0258)] [Helicobacter hepaticus ATCC 51449]	Helicobacter hepaticus ATCC 51449
bacteroides_fragilis	GCF_015556305.1	NZ_JADNMB010000006.1_162	VFG019540(gb|WP_000487494)	0.291	156	106	0	174	324	200	355	7.771e-09	58	29.099999999999998	VF0057	(futA) fucosyltransferase [Lewis antigen (VF0057) - Immune modulation (VFC0258)] [Helicobacter pylori Shi470]	Helicobacter pylori Shi470
bacteroides_fragilis	GCF_015556305.1	NZ_JADNMB010000006.1_164	VFG006513(gb|WP_000874852)	0.273	283	204	0	4	285	5	287	1.4159999999999998e-22	99	27.3	VF0057	(futC1) alpha-(1,2)-fucosyltransferase [Lewis antigen (VF0057) - Immune modulation (VFC0258)] [Helicobacter pylori HPAG1]	Helicobacter pylori HPAG1
