persistent_family	duplication_ratio	mean_presence	is_single_copy_marker
EHA00531_bin.1_CDS_0872	0.0	1.0	True
EHA00531_bin.1_CDS_0873	0.0	1.011	True
EHA00531_bin.1_CDS_0874	0.0	1.0	True
EHA00531_bin.1_CDS_0876	0.0	1.0	True
EHA00531_bin.1_CDS_0877	0.0	1.0	True
EHA00531_bin.1_CDS_0878	0.0	1.0	True
EHA00531_bin.1_CDS_0880	0.0	1.0	True
EHA00531_bin.1_CDS_0881	0.0	1.0	True
EHA00531_bin.1_CDS_0882	0.0	1.076	True
EHA00531_bin.1_CDS_0883	0.022	1.022	True
EHA00531_bin.1_CDS_0885	0.0	1.0	True
EHA00531_bin.1_CDS_0886	0.0	1.0	True
EHA00531_bin.1_CDS_0887	0.0	1.0	True
EHA00531_bin.1_CDS_0889	0.0	1.0	True
EHA00531_bin.1_CDS_0890	0.0	1.0	True
EHA00531_bin.1_CDS_0893	0.0	1.0	True
EHA00531_bin.1_CDS_0894	0.0	1.0	True
EHA00531_bin.1_CDS_0896	0.0	1.0	True
EHA00531_bin.1_CDS_0897	0.023	1.023	True
EHA00531_bin.1_CDS_0898	0.022	1.022	True
EHA00531_bin.1_CDS_0899	0.0	1.0	True
EHA00531_bin.1_CDS_0900	0.0	1.0	True
EHA00531_bin.1_CDS_0902	0.0	1.0	True
EHA00531_bin.1_CDS_0904	0.0	1.0	True
EHA00531_bin.1_CDS_0905	0.0	1.0	True
EHA00531_bin.1_CDS_0907	0.0	1.0	True
EHA00531_bin.1_CDS_0908	0.0	1.012	True
EHA00531_bin.1_CDS_0910	0.012	1.012	True
EHA00531_bin.1_CDS_0911	0.0	1.0	True
EHA00531_bin.1_CDS_0912	0.0	1.114	True
EHA00531_bin.1_CDS_0913	0.0	1.0	True
EHA00531_bin.1_CDS_0915	0.0	1.0	True
EHA00531_bin.1_CDS_0916	0.0	1.0	True
EHA00531_bin.1_CDS_0917	0.0	1.011	True
EHA00531_bin.1_CDS_0918	0.0	1.0	True
EHA00531_bin.1_CDS_0920	0.0	1.0	True
EHA00531_bin.1_CDS_0921	0.0	1.0	True
EHA00531_bin.1_CDS_0922	0.0	1.0	True
EHA00531_bin.1_CDS_0923	0.0	1.0	True
EHA00531_bin.1_CDS_0924	0.0	1.0	True
EHA00531_bin.1_CDS_0926	0.0	1.0	True
EHA00531_bin.1_CDS_0927	0.0	1.0	True
EHA00531_bin.1_CDS_0950	0.0	1.0	True
EHA00531_bin.1_CDS_0951	0.0	1.0	True
EHA00531_bin.1_CDS_0954	0.0	1.011	True
EHA00531_bin.1_CDS_0955	0.0	1.022	True
EHA00531_bin.1_CDS_0956	0.0	1.0	True
EHA00531_bin.1_CDS_0957	0.0	1.0	True
EHA00531_bin.1_CDS_0958	0.0	1.0	True
EHA00531_bin.1_CDS_0959	0.0	1.0	True
EHA00531_bin.1_CDS_0960	0.0	1.0	True
EHA00531_bin.1_CDS_0961	0.0	1.0	True
EHA00531_bin.1_CDS_0963	0.0	1.0	True
EHA00531_bin.1_CDS_0964	0.0	1.0	True
EHA00531_bin.1_CDS_0966	0.902	1.924	False
EHA00531_bin.1_CDS_0968	0.0	1.011	True
EHA00531_bin.1_CDS_0969	0.0	1.022	True
EHA00531_bin.1_CDS_0970	0.0	1.055	True
EHA00531_bin.1_CDS_0972	0.0	1.0	True
EHA00531_bin.1_CDS_0973	0.0	1.0	True
EHA00531_bin.1_CDS_0974	0.0	1.0	True
EHA00531_bin.1_CDS_0976	0.0	1.044	True
EHA00531_bin.1_CDS_0983	0.0	1.0	True
EHA00531_bin.1_CDS_0984	0.0	1.0	True
EHA00531_bin.1_CDS_0985	0.0	1.043	True
EHA00531_bin.1_CDS_0988	0.0	1.055	True
EHA00531_bin.1_CDS_0990	0.0	1.022	True
EHA00531_bin.1_CDS_0991	0.0	1.0	True
EHA00531_bin.1_CDS_0995	0.0	1.0	True
EHA00531_bin.1_CDS_0996	0.0	1.011	True
EHA00531_bin.1_CDS_0997	0.0	1.0	True
EHA00531_bin.1_CDS_0998	0.0	1.0	True
EHA00531_bin.1_CDS_0999	0.0	1.0	True
EHA00531_bin.1_CDS_1000	0.0	1.0	True
EHA00531_bin.1_CDS_1001	0.0	1.0	True
EHA00531_bin.1_CDS_1002	0.0	1.011	True
EHA00531_bin.1_CDS_1004	0.0	1.023	True
EHA00531_bin.1_CDS_1005	0.0	1.0	True
EHA00531_bin.1_CDS_1006	0.0	1.011	True
EHA00531_bin.1_CDS_1007	0.0	1.022	True
EHA00531_bin.1_CDS_1008	0.0	1.0	True
EHA00531_bin.1_CDS_1009	0.0	1.0	True
EHA00531_bin.1_CDS_1010	0.0	1.0	True
EHA00531_bin.1_CDS_1011	0.0	1.022	True
EHA00531_bin.1_CDS_1012	0.0	1.0	True
EHA00531_bin.1_CDS_1013	0.0	1.0	True
EHA00531_bin.1_CDS_1015	0.0	1.0	True
EHA00531_bin.1_CDS_1016	0.0	1.0	True
EHA00531_bin.1_CDS_1017	0.0	1.0	True
EHA00531_bin.1_CDS_1018	0.0	1.0	True
EHA00531_bin.1_CDS_1019	0.0	1.0	True
EHA00531_bin.1_CDS_1020	0.0	1.0	True
EHA00531_bin.1_CDS_1021	0.0	1.011	True
EHA00531_bin.1_CDS_1022	0.0	1.0	True
EHA00531_bin.1_CDS_1023	0.0	1.0	True
EHA00531_bin.1_CDS_1026	0.0	1.032	True
EHA00531_bin.1_CDS_1027	0.0	1.0	True
EHA00531_bin.1_CDS_1028	0.0	1.0	True
EHA00531_bin.1_CDS_1029	0.0	1.0	True
EHA00531_bin.1_CDS_1030	0.0	1.0	True
EHA00531_bin.1_CDS_1031	0.012	1.012	True
EHA00531_bin.1_CDS_1035	0.0	1.011	True
EHA00531_bin.1_CDS_1036	0.0	1.0	True
EHA00531_bin.1_CDS_1037	0.0	1.0	True
EHA00531_bin.1_CDS_1038	0.0	1.0	True
EHA00531_bin.1_CDS_1039	0.0	1.0	True
EHA00531_bin.1_CDS_1040	0.0	1.011	True
EHA00531_bin.1_CDS_1042	0.0	1.0	True
EHA00531_bin.1_CDS_1043	0.0	1.0	True
EHA00531_bin.1_CDS_1046	0.0	1.0	True
EHA00531_bin.1_CDS_1047	0.0	1.0	True
EHA00531_bin.1_CDS_1049	0.0	1.0	True
EHA00531_bin.1_CDS_1050	0.0	1.011	True
EHA00531_bin.1_CDS_1051	0.0	1.022	True
EHA00531_bin.1_CDS_1052	0.0	1.0	True
EHA00531_bin.1_CDS_1053	0.0	1.0	True
EHA00531_bin.1_CDS_1054	0.0	1.0	True
EHA00531_bin.1_CDS_1078	0.0	1.0	True
EHA00531_bin.1_CDS_1079	0.0	1.0	True
EHA00531_bin.1_CDS_1080	0.0	1.011	True
EHA00531_bin.1_CDS_1081	0.0	1.0	True
EHA00531_bin.1_CDS_1082	0.0	1.011	True
EHA00531_bin.1_CDS_1085	0.0	1.022	True
EHA00531_bin.1_CDS_1086	0.0	1.011	True
EHA00531_bin.1_CDS_1089	0.0	1.011	True
EHA00531_bin.1_CDS_1090	0.0	1.0	True
EHA00531_bin.1_CDS_1091	0.0	1.0	True
EHA00531_bin.1_CDS_1093	0.0	1.0	True
EHA00531_bin.1_CDS_1094	0.0	1.0	True
EHA00531_bin.1_CDS_1095	0.0	1.0	True
EHA00531_bin.1_CDS_1096	0.0	1.0	True
EHA00531_bin.1_CDS_1097	0.0	1.0	True
EHA00531_bin.1_CDS_1099	0.0	1.022	True
EHA00531_bin.1_CDS_1101	0.0	1.0	True
EHA00531_bin.1_CDS_1102	0.0	1.0	True
EHA00531_bin.1_CDS_1103	0.011	1.011	True
EHA00531_bin.1_CDS_1104	0.011	1.011	True
EHA00531_bin.1_CDS_1105	0.0	1.0	True
EHA00531_bin.1_CDS_1106	0.0	1.0	True
EHA00531_bin.1_CDS_1107	0.0	1.0	True
EHA00531_bin.1_CDS_1108	0.0	1.011	True
EHA00531_bin.1_CDS_1109	0.0	1.0	True
EHA00531_bin.1_CDS_1110	0.022	1.022	True
EHA00531_bin.1_CDS_1111	0.022	1.022	True
EHA00531_bin.1_CDS_1112	0.0	1.0	True
EHA00531_bin.1_CDS_1113	0.0	1.0	True
EHA00531_bin.1_CDS_1114	0.0	1.0	True
EHA00531_bin.1_CDS_1115	0.0	1.0	True
EHA00531_bin.1_CDS_1116	0.0	1.011	True
EHA00531_bin.1_CDS_1117	0.0	1.0	True
EHA00531_bin.1_CDS_1118	0.0	1.0	True
EHA00531_bin.1_CDS_1120	0.0	1.0	True
EHA00531_bin.1_CDS_1121	0.0	1.022	True
EHA00531_bin.1_CDS_1122	0.0	1.0	True
EHA00531_bin.1_CDS_1123	0.0	1.0	True
EHA00531_bin.1_CDS_1125	0.0	1.0	True
EHA00531_bin.1_CDS_1126	0.0	1.0	True
EHA00531_bin.1_CDS_1127	0.0	1.0	True
EHA00531_bin.1_CDS_1128	0.0	1.0	True
EHA00531_bin.1_CDS_1129	0.0	1.0	True
EHA00531_bin.1_CDS_1130	0.0	1.0	True
EHA00531_bin.1_CDS_1131	0.0	1.0	True
EHA00531_bin.1_CDS_1134	0.582	1.615	False
EHA00531_bin.1_CDS_1135	0.0	1.0	True
EHA00531_bin.1_CDS_1137	0.0	1.012	True
EHA00531_bin.1_CDS_1140	0.0	1.0	True
EHA00531_bin.1_CDS_1141	0.0	1.0	True
EHA00531_bin.1_CDS_1143	0.0	1.0	True
EHA00531_bin.1_CDS_1144	0.0	1.0	True
EHA00531_bin.1_CDS_1145	0.0	1.0	True
EHA00531_bin.1_CDS_1146	0.0	1.0	True
EHA00531_bin.1_CDS_1147	0.0	1.0	True
EHA00531_bin.1_CDS_1148	0.0	1.0	True
EHA00531_bin.1_CDS_1149	0.0	1.0	True
EHA00531_bin.1_CDS_1151	0.0	1.0	True
EHA00531_bin.1_CDS_1152	0.0	1.0	True
EHA00531_bin.1_CDS_1153	0.0	1.0	True
EHA00531_bin.1_CDS_1154	0.0	1.0	True
EHA00531_bin.1_CDS_1156	0.0	1.022	True
EHA00531_bin.1_CDS_1157	0.0	1.0	True
EHA00531_bin.1_CDS_1158	0.0	1.0	True
EHA00531_bin.1_CDS_1159	0.011	1.011	True
EHA00531_bin.1_CDS_1162	0.0	1.0	True
EHA00531_bin.1_CDS_1163	0.0	1.0	True
EHA00531_bin.1_CDS_1164	0.0	1.0	True
EHA00531_bin.1_CDS_1165	0.0	1.0	True
EHA00531_bin.1_CDS_1166	0.0	1.0	True
EHA00531_bin.1_CDS_1168	0.0	1.011	True
EHA00531_bin.1_CDS_1170	0.0	1.0	True
EHA00531_bin.1_CDS_1171	0.0	1.0	True
EHA00531_bin.1_CDS_1172	0.0	1.0	True
EHA00531_bin.1_CDS_1173	0.0	1.0	True
EHA00531_bin.1_CDS_1174	0.0	1.022	True
EHA00531_bin.1_CDS_1175	0.0	1.0	True
EHA00531_bin.1_CDS_1176	0.0	1.0	True
EHA00531_bin.1_CDS_1177	0.0	1.0	True
EHA00531_bin.1_CDS_1178	0.0	1.0	True
EHA00531_bin.1_CDS_1179	0.0	1.022	True
EHA00531_bin.1_CDS_1180	0.0	1.0	True
EHA00531_bin.1_CDS_1182	0.0	1.0	True
EHA00531_bin.1_CDS_1183	0.0	1.0	True
EHA00531_bin.1_CDS_1184	0.0	1.0	True
EHA00531_bin.1_CDS_1185	0.0	1.0	True
EHA00531_bin.1_CDS_1186	0.0	1.0	True
EHA00531_bin.1_CDS_1187	0.0	1.0	True
EHA00531_bin.1_CDS_1188	0.0	1.0	True
EHA00531_bin.1_CDS_1189	0.0	1.012	True
EHA00531_bin.1_CDS_1193	0.0	1.0	True
EHA00531_bin.1_CDS_1194	0.0	1.0	True
EHA00531_bin.1_CDS_1195	0.0	1.012	True
EHA00531_bin.1_CDS_1199	0.0	1.011	True
EHA00531_bin.1_CDS_1201	0.0	1.0	True
EHA00531_bin.1_CDS_1203	0.0	1.011	True
EHA00531_bin.1_CDS_1217	0.0	1.0	True
EHA00531_bin.1_CDS_1219	0.0	1.0	True
EHA00531_bin.1_CDS_1220	0.0	1.0	True
EHA00531_bin.1_CDS_1221	0.0	1.0	True
EHA00531_bin.1_CDS_1222	0.0	1.0	True
EHA00531_bin.1_CDS_1223	0.0	1.0	True
EHA00531_bin.1_CDS_1224	0.0	1.0	True
EHA00531_bin.1_CDS_1225	0.0	1.0	True
EHA00531_bin.1_CDS_1228	0.0	1.0	True
EHA00531_bin.1_CDS_1229	0.0	1.0	True
EHA00531_bin.1_CDS_1230	0.0	1.0	True
EHA00531_bin.1_CDS_1232	0.0	1.0	True
EHA00531_bin.1_CDS_1233	0.0	1.0	True
EHA00531_bin.1_CDS_1234	0.0	1.0	True
EHA00531_bin.1_CDS_1235	0.0	1.0	True
EHA00531_bin.1_CDS_1236	0.0	1.0	True
EHA00531_bin.1_CDS_1238	0.0	1.0	True
EHA00531_bin.1_CDS_1239	0.0	1.0	True
EHA00531_bin.1_CDS_1240	0.0	1.0	True
EHA00531_bin.1_CDS_1241	0.0	1.0	True
EHA00531_bin.1_CDS_1242	0.0	1.0	True
EHA00531_bin.1_CDS_1243	0.0	1.011	True
EHA00531_bin.1_CDS_1244	0.0	1.0	True
EHA00531_bin.1_CDS_1245	0.0	1.0	True
EHA00531_bin.1_CDS_1247	0.0	1.0	True
EHA00531_bin.1_CDS_1248	0.0	1.0	True
EHA00531_bin.1_CDS_1249	0.0	1.021	True
EHA00531_bin.1_CDS_1250	0.0	1.0	True
EHA00531_bin.1_CDS_1251	0.0	1.0	True
EHA00531_bin.1_CDS_1252	0.0	1.0	True
EHA00531_bin.1_CDS_1253	0.0	1.011	True
EHA00531_bin.1_CDS_1254	0.0	1.0	True
EHA00531_bin.1_CDS_1256	0.0	1.011	True
EHA00531_bin.1_CDS_1257	0.0	1.011	True
EHA00531_bin.1_CDS_1258	0.0	1.0	True
EHA00531_bin.1_CDS_1260	0.857	2.626	False
EHA00531_bin.1_CDS_1267	0.0	1.0	True
EHA00531_bin.1_CDS_1269	0.0	1.0	True
EHA00531_bin.1_CDS_1271	0.0	1.022	True
EHA00531_bin.1_CDS_1272	0.0	1.0	True
EHA00531_bin.1_CDS_1274	0.0	1.0	True
EHA00531_bin.1_CDS_1275	0.0	1.0	True
EHA00531_bin.1_CDS_1276	0.0	1.0	True
EHA00531_bin.1_CDS_1277	0.0	1.011	True
EHA00531_bin.1_CDS_1278	0.0	1.011	True
EHA00531_bin.1_CDS_1279	0.0	1.0	True
EHA00531_bin.1_CDS_1281	0.0	1.022	True
EHA00531_bin.1_CDS_1282	0.011	1.011	True
EHA00531_bin.1_CDS_1288	0.0	1.0	True
EHA00531_bin.1_CDS_1289	0.0	1.0	True
EHA00531_bin.1_CDS_1291	0.0	1.0	True
EHA00531_bin.1_CDS_1292	0.0	1.0	True
EHA00531_bin.1_CDS_1293	0.0	1.0	True
EHA00531_bin.1_CDS_1294	0.0	1.0	True
EHA00531_bin.1_CDS_1312	0.0	1.0	True
EHA00531_bin.1_CDS_1315	0.0	1.011	True
EHA00531_bin.1_CDS_1316	0.0	1.011	True
EHA00531_bin.1_CDS_1319	0.0	1.012	True
EHA00531_bin.1_CDS_1321	0.0	1.0	True
EHA00531_bin.1_CDS_1323	0.0	1.0	True
EHA00531_bin.1_CDS_1324	0.0	1.0	True
EHA00531_bin.1_CDS_1326	0.0	1.0	True
EHA00531_bin.1_CDS_1328	0.0	1.0	True
EHA00531_bin.1_CDS_1329	0.0	1.0	True
EHA00531_bin.1_CDS_1330	0.0	1.043	True
EHA00531_bin.1_CDS_1331	0.0	1.0	True
EHA00531_bin.1_CDS_1332	0.0	1.0	True
EHA00531_bin.1_CDS_1333	0.0	1.0	True
EHA00531_bin.1_CDS_1334	0.0	1.0	True
EHA00531_bin.1_CDS_1335	0.0	1.0	True
EHA00531_bin.1_CDS_1347	0.0	1.0	True
EHA00531_bin.1_CDS_1349	0.011	1.022	True
EHA00531_bin.1_CDS_1353	0.0	1.0	True
EHA00531_bin.1_CDS_1354	0.0	1.0	True
EHA00531_bin.1_CDS_1355	0.0	1.0	True
EHA00531_bin.1_CDS_1358	0.0	1.0	True
EHA00531_bin.1_CDS_1359	0.0	1.0	True
EHA00531_bin.1_CDS_1363	0.0	1.0	True
EHA00531_bin.1_CDS_1364	0.0	1.0	True
EHA00531_bin.1_CDS_1365	0.0	1.0	True
EHA00531_bin.1_CDS_1366	0.0	1.0	True
EHA00531_bin.1_CDS_1367	0.0	1.0	True
EHA00531_bin.1_CDS_1368	0.0	1.0	True
EHA00531_bin.1_CDS_1370	0.0	1.0	True
EHA00531_bin.1_CDS_1379	0.0	1.021	True
EHA00531_bin.1_CDS_1380	0.0	1.0	True
EHA00531_bin.1_CDS_1381	0.0	1.011	True
EHA00531_bin.1_CDS_1382	0.0	1.0	True
EHA00531_bin.1_CDS_1383	0.0	1.011	True
EHA00531_bin.1_CDS_1384	0.0	1.0	True
EHA00531_bin.1_CDS_1386	0.0	1.0	True
EHA00531_bin.1_CDS_1387	0.0	1.0	True
EHA00531_bin.1_CDS_1388	0.0	1.022	True
EHA00531_bin.1_CDS_1389	0.0	1.054	True
EHA00531_bin.1_CDS_1390	0.0	1.0	True
EHA00531_bin.1_CDS_1394	0.0	1.0	True
EHA00531_bin.1_CDS_1397	0.0	1.0	True
EHA00531_bin.1_CDS_1399	0.0	1.0	True
EHA00531_bin.1_CDS_1400	0.0	1.0	True
EHA00531_bin.1_CDS_1401	0.0	1.011	True
EHA00531_bin.1_CDS_1402	0.0	1.0	True
EHA00531_bin.1_CDS_1403	0.0	1.0	True
EHA00531_bin.1_CDS_1406	0.0	1.0	True
EHA00531_bin.1_CDS_1407	0.0	1.0	True
EHA00531_bin.1_CDS_1408	0.0	1.0	True
EHA00531_bin.1_CDS_1409	0.0	1.0	True
EHA00531_bin.1_CDS_1411	0.0	1.0	True
EHA00531_bin.1_CDS_1419	0.379	1.379	False
EHA00531_bin.1_CDS_1420	0.0	1.012	True
EHA00531_bin.1_CDS_1421	0.0	1.0	True
EHA00531_bin.1_CDS_1429	0.0	1.0	True
EHA00531_bin.1_CDS_1437	0.0	1.0	True
EHA00531_bin.1_CDS_1438	0.0	1.0	True
EHA00531_bin.1_CDS_1439	0.0	1.011	True
EHA00531_bin.1_CDS_1440	0.0	1.0	True
EHA00531_bin.1_CDS_1441	0.0	1.0	True
EHA00531_bin.1_CDS_1443	0.0	1.011	True
EHA00531_bin.1_CDS_1444	0.0	1.0	True
EHA00531_bin.1_CDS_1445	0.0	1.033	True
EHA00531_bin.1_CDS_1446	0.0	1.0	True
EHA00531_bin.1_CDS_1447	0.013	1.012	True
EHA00531_bin.1_CDS_1449	0.0	1.0	True
EHA00531_bin.1_CDS_1450	0.0	1.0	True
EHA00531_bin.1_CDS_1451	0.0	1.0	True
EHA00531_bin.1_CDS_1452	0.0	1.0	True
EHA00531_bin.1_CDS_1453	0.0	1.0	True
EHA00531_bin.1_CDS_1454	0.0	1.0	True
EHA00531_bin.1_CDS_1456	0.0	1.011	True
EHA00531_bin.1_CDS_1457	0.0	1.0	True
EHA00531_bin.1_CDS_1458	0.0	1.0	True
EHA00531_bin.1_CDS_1459	0.0	1.0	True
EHA00531_bin.1_CDS_1460	0.0	1.0	True
EHA00531_bin.1_CDS_1461	0.0	1.0	True
EHA00531_bin.1_CDS_1462	0.0	1.011	True
EHA00531_bin.1_CDS_1463	0.0	1.0	True
EHA00531_bin.1_CDS_1464	0.0	1.0	True
EHA00531_bin.1_CDS_1465	0.0	1.0	True
EHA00531_bin.1_CDS_1466	0.0	1.0	True
EHA00531_bin.1_CDS_1467	0.0	1.022	True
EHA00531_bin.1_CDS_1468	0.0	1.0	True
EHA00531_bin.1_CDS_1469	0.0	1.0	True
EHA00531_bin.1_CDS_1470	0.0	1.0	True
EHA00531_bin.1_CDS_1471	0.0	1.0	True
EHA00531_bin.1_CDS_1474	0.0	1.0	True
EHA00531_bin.1_CDS_1475	0.0	1.0	True
EHA00531_bin.1_CDS_1476	0.0	1.0	True
EHA00531_bin.1_CDS_1479	0.0	1.0	True
EHA00531_bin.1_CDS_1480	0.0	1.011	True
EHA00531_bin.1_CDS_1481	0.0	1.0	True
EHA00531_bin.1_CDS_1482	0.0	1.0	True
EHA00531_bin.1_CDS_1484	0.0	1.0	True
EHA00531_bin.1_CDS_1485	0.0	1.0	True
EHA00531_bin.1_CDS_1486	0.0	1.0	True
EHA00531_bin.1_CDS_1487	0.0	1.0	True
EHA00531_bin.1_CDS_1488	0.0	1.0	True
EHA00531_bin.1_CDS_1489	0.0	1.0	True
EHA00531_bin.1_CDS_1490	0.0	1.0	True
EHA00531_bin.1_CDS_1491	0.0	1.0	True
EHA00531_bin.1_CDS_1492	0.0	1.0	True
EHA00531_bin.1_CDS_1493	0.0	1.0	True
EHA00531_bin.1_CDS_1494	0.0	1.0	True
EHA00531_bin.1_CDS_1495	0.0	1.0	True
EHA00531_bin.1_CDS_1496	0.0	1.0	True
EHA00531_bin.1_CDS_1499	0.0	1.0	True
EHA00531_bin.1_CDS_1500	0.0	1.0	True
EHA00531_bin.1_CDS_1501	0.0	1.022	True
EHA00531_bin.1_CDS_1502	0.0	1.088	True
EHA00531_bin.1_CDS_1507	0.0	1.0	True
EHA00531_bin.1_CDS_1508	0.0	1.0	True
EHA00531_bin.1_CDS_1509	0.0	1.0	True
EHA00531_bin.1_CDS_1510	0.0	1.011	True
EHA00531_bin.1_CDS_1512	0.0	1.0	True
EHA00531_bin.1_CDS_1513	0.0	1.0	True
EHA00531_bin.1_CDS_1521	0.0	1.0	True
EHA00531_bin.1_CDS_1522	0.0	1.0	True
EHA00531_bin.1_CDS_1523	0.0	1.0	True
EHA00531_bin.1_CDS_1546	0.0	1.0	True
EHA00531_bin.1_CDS_1550	0.0	1.0	True
EHA00531_bin.1_CDS_1555	0.0	1.0	True
EHA00531_bin.1_CDS_1559	0.0	1.098	True
EHA00531_bin.1_CDS_1560	0.0	1.0	True
EHA00531_bin.1_CDS_1562	0.0	1.0	True
EHA00531_bin.1_CDS_1563	0.0	1.0	True
EHA00531_bin.1_CDS_1564	0.0	1.0	True
EHA00531_bin.1_CDS_1565	0.0	1.021	True
EHA00531_bin.1_CDS_1566	0.0	1.0	True
EHA00531_bin.1_CDS_1567	0.0	1.0	True
EHA00531_bin.1_CDS_1568	0.0	1.0	True
EHA00531_bin.1_CDS_1569	0.0	1.0	True
EHA00531_bin.1_CDS_1570	0.0	1.0	True
EHA00531_bin.1_CDS_1571	0.0	1.0	True
EHA00531_bin.1_CDS_1572	0.0	1.0	True
EHA00531_bin.1_CDS_1574	0.0	1.0	True
EHA00531_bin.1_CDS_1575	0.0	1.0	True
EHA00531_bin.1_CDS_1576	0.0	1.011	True
EHA00531_bin.1_CDS_1577	0.0	1.0	True
EHA00531_bin.1_CDS_1578	0.0	1.0	True
EHA00531_bin.1_CDS_1579	0.0	1.022	True
EHA00531_bin.1_CDS_1580	0.0	1.0	True
EHA00531_bin.1_CDS_1581	0.0	1.0	True
EHA00531_bin.1_CDS_1582	0.0	1.0	True
EHA00531_bin.1_CDS_1583	0.0	1.0	True
EHA00531_bin.1_CDS_1584	0.0	1.0	True
EHA00531_bin.1_CDS_1595	0.0	1.012	True
EHA00531_bin.1_CDS_1597	0.0	1.0	True
EHA00531_bin.1_CDS_1598	0.0	1.067	True
EHA00531_bin.1_CDS_1599	0.0	1.0	True
EHA00531_bin.1_CDS_1602	0.0	1.0	True
EHA00531_bin.1_CDS_1603	0.0	1.011	True
EHA00531_bin.1_CDS_1605	0.0	1.0	True
EHA00531_bin.1_CDS_1606	0.0	1.011	True
EHA00531_bin.1_CDS_1607	0.0	1.0	True
EHA00531_bin.1_CDS_1608	0.0	1.0	True
EHA00531_bin.1_CDS_1609	0.0	1.011	True
EHA00531_bin.1_CDS_1610	0.0	1.0	True
EHA00531_bin.1_CDS_1613	0.0	1.0	True
EHA00531_bin.1_CDS_1614	0.0	1.022	True
EHA00531_bin.1_CDS_1615	0.0	1.0	True
EHA00531_bin.1_CDS_1616	0.0	1.0	True
EHA00531_bin.1_CDS_1617	0.0	1.0	True
EHA00531_bin.1_CDS_1618	0.0	1.011	True
EHA00531_bin.1_CDS_1619	0.0	1.011	True
EHA00531_bin.1_CDS_1620	0.0	1.011	True
EHA00531_bin.1_CDS_1621	0.0	1.0	True
EHA00531_bin.1_CDS_1622	0.0	1.0	True
EHA00531_bin.1_CDS_1623	0.0	1.0	True
EHA00531_bin.1_CDS_1624	0.0	1.0	True
EHA00531_bin.1_CDS_1625	0.0	1.0	True
EHA00531_bin.1_CDS_1626	0.0	1.011	True
EHA00531_bin.1_CDS_1629	0.0	1.1	True
EHA00531_bin.1_CDS_1630	0.0	1.043	True
EHA00531_bin.1_CDS_1631	0.011	1.011	True
EHA00531_bin.1_CDS_1632	0.0	1.0	True
EHA00531_bin.1_CDS_1633	0.0	1.0	True
EHA00531_bin.1_CDS_1638	0.0	1.0	True
EHA00531_bin.1_CDS_1643	0.0	1.011	True
EHA00531_bin.1_CDS_1644	0.0	1.011	True
EHA00531_bin.1_CDS_1645	0.0	1.0	True
EHA00531_bin.1_CDS_1646	0.0	1.0	True
EHA00531_bin.1_CDS_1647	0.0	1.0	True
EHA00531_bin.1_CDS_1648	0.0	1.012	True
EHA00531_bin.1_CDS_1650	0.0	1.0	True
EHA00531_bin.1_CDS_1651	0.0	1.0	True
EHA00531_bin.1_CDS_1652	0.0	1.077	True
EHA00531_bin.1_CDS_1654	0.0	1.0	True
EHA00531_bin.1_CDS_1655	0.0	1.045	True
EHA00531_bin.1_CDS_1656	0.0	1.011	True
EHA00531_bin.1_CDS_1657	0.0	1.022	True
EHA00531_bin.1_CDS_1658	0.0	1.0	True
EHA00531_bin.1_CDS_1659	0.011	1.022	True
EHA00531_bin.1_CDS_1673	0.0	1.0	True
EHA00531_bin.1_CDS_1674	0.0	1.0	True
EHA00531_bin.1_CDS_1675	0.0	1.0	True
EHA00531_bin.1_CDS_1677	0.0	1.0	True
EHA00531_bin.1_CDS_1678	0.0	1.013	True
EHA00531_bin.1_CDS_1679	0.0	1.0	True
EHA00531_bin.1_CDS_1680	0.0	1.0	True
EHA00531_bin.1_CDS_1681	0.0	1.022	True
EHA00531_bin.1_CDS_1682	0.0	1.0	True
EHA00531_bin.1_CDS_1683	0.0	1.066	True
EHA00531_bin.1_CDS_1685	0.0	1.0	True
EHA00531_bin.1_CDS_1686	0.0	1.0	True
EHA00531_bin.1_CDS_1687	0.0	1.0	True
EHA00531_bin.1_CDS_1688	0.0	1.0	True
EHA00531_bin.1_CDS_1689	0.0	1.0	True
EHA00531_bin.1_CDS_1690	0.0	1.0	True
EHA00531_bin.1_CDS_1691	0.0	1.0	True
EHA00531_bin.1_CDS_1692	0.0	1.0	True
EHA00531_bin.1_CDS_1693	0.0	1.0	True
EHA00531_bin.1_CDS_1695	0.0	1.0	True
EHA00531_bin.1_CDS_1696	0.0	1.0	True
EHA00531_bin.1_CDS_1698	0.0	1.011	True
EHA00531_bin.1_CDS_1699	0.0	1.0	True
EHA00531_bin.1_CDS_1700	0.0	1.0	True
EHA00531_bin.1_CDS_1701	0.0	1.0	True
EHA00531_bin.1_CDS_1702	0.0	1.011	True
EHA00531_bin.1_CDS_1703	0.0	1.0	True
EHA00531_bin.1_CDS_1706	0.0	1.0	True
EHA00531_bin.1_CDS_1709	0.0	1.0	True
EHA00531_bin.1_CDS_1710	0.0	1.0	True
EHA00531_bin.1_CDS_1711	0.0	1.0	True
EHA00531_bin.1_CDS_1712	0.0	1.0	True
EHA00531_bin.1_CDS_1713	0.0	1.011	True
EHA00531_bin.1_CDS_1715	0.0	1.0	True
EHA00531_bin.1_CDS_1717	0.0	1.0	True
