Assembly	# contigs (>= 0 bp)	# contigs (>= 1000 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 0 bp)	Total length (>= 1000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	GC (%)	N50	N90	auN	L50	L90	# N's per 100 kbp	# predicted rRNA genes
GCF_003464785.1	100	87	65	53	41	34	5539408	5530692	5475972	5393560	5190711	4917621	87	732092	5530692	45.89	141750	47687	234253.2	10	36	8.50	4 + 0 part
GCF_003466245.1	66	60	49	44	35	31	4604809	4600524	4572880	4539067	4405898	4251842	60	495017	4600524	46.29	151461	60527	175190.6	11	29	14.87	3 + 0 part
GCF_003466885.1	59	56	41	34	31	24	4659866	4657812	4625610	4573139	4520806	4230179	56	448822	4657812	46.18	205426	54654	224357.1	8	24	3.46	3 + 0 part
GCF_003467505.1	35	34	27	25	22	18	4480961	4480453	4466253	4453384	4397574	4264004	34	548243	4480453	46.52	285408	113109	309332.8	6	15	4.89	3 + 0 part
GCF_003468325.1	59	56	47	38	31	20	4425574	4423237	4402057	4341728	4199243	3774785	56	468897	4423237	46.05	269005	41220	226532.3	7	25	3.39	2 + 1 part
GCF_003468755.1	54	51	42	35	29	26	4668978	4666509	4645725	4594973	4504779	4373726	51	389133	4666509	46.56	198617	58621	212889.9	9	23	2.34	3 + 0 part
GCF_003468865.1	41	37	32	29	23	22	4921765	4918622	4907316	4890388	4794059	4761996	37	572698	4918622	46.14	319494	81198	315223.2	6	18	6.91	3 + 0 part
GCF_003469025.1	51	51	41	39	27	24	4874190	4874190	4852345	4840789	4649198	4521388	51	942010	4874190	46.58	227321	75080	337176.4	7	22	1.85	3 + 0 part
GCF_003469415.1	60	51	43	36	30	22	4617488	4610841	4592940	4545032	4437529	4121893	51	631382	4610841	46.50	185323	46815	254327.1	7	23	1.95	3 + 0 part
GCF_003469435.1	62	55	45	36	30	22	4615473	4610876	4587577	4523329	4426730	4109854	55	446301	4610876	46.51	185311	46807	220785.3	8	23	2.60	3 + 0 part
GCF_003469465.1	52	51	42	37	28	24	4858376	4857800	4839843	4805014	4666817	4512571	51	940041	4857800	46.59	227321	75080	337142.5	7	22	2.26	3 + 0 part
GCF_003469475.1	93	79	56	43	35	27	4597964	4588296	4538478	4448942	4329948	4026442	79	431037	4588296	46.38	160392	42060	188635.4	9	30	20.99	5 + 0 part
GCF_003470495.1	54	52	35	30	25	20	4413983	4412794	4374735	4341739	4261207	4080417	52	409885	4412794	46.61	267225	79645	247977.3	7	19	3.97	2 + 1 part
GCF_003470725.1	63	60	45	38	35	29	4520684	4518708	4479615	4426030	4379214	4138322	60	334341	4518708	46.21	158546	58417	168500.2	10	28	4.27	3 + 0 part
GCF_003471545.1	69	47	29	23	21	18	4882287	4867051	4831076	4789808	4751988	4657145	47	806349	4867051	46.33	371398	101791	381769.7	5	15	10.70	7 + 1 part
GCF_003472995.1	39	36	29	26	24	20	4542282	4540394	4520379	4500371	4460475	4330667	36	601493	4540394	46.58	289816	66677	302340.9	6	17	3.06	3 + 0 part
GCF_003473285.1	47	38	33	29	24	23	4339158	4332991	4321378	4292204	4206976	4157217	38	593610	4332991	46.40	220641	75718	258135.6	7	19	3.46	3 + 0 part
GCF_003475375.1	50	41	34	28	23	22	4425688	4419272	4406467	4366118	4284338	4234579	41	593564	4419272	46.43	220580	79030	262472.3	7	18	2.94	3 + 0 part
GCF_009019055.1	111	111	52	43	33	24	4873057	4873057	4757551	4700672	4524841	4208726	111	602553	4873057	46.22	197754	31722	233279.3	8	29	0.23	4 + 0 part
GCF_009019075.1	79	79	55	43	33	24	4762191	4762191	4701130	4617205	4452046	4146166	79	815851	4762191	46.14	197729	35313	284182.1	7	28	0.04	4 + 0 part
GCF_009019085.1	77	77	57	47	36	25	4790384	4790384	4739657	4676612	4503486	4158650	77	602553	4790384	46.19	166939	30429	218580.9	9	30	0.00	4 + 0 part
GCF_009019105.1	148	148	59	47	36	25	4927220	4927220	4766141	4685795	4503733	4167494	148	602555	4927220	46.13	160549	26820	220839.0	9	34	0.47	4 + 0 part
GCF_009019135.1	79	79	53	46	33	21	4909844	4909844	4851480	4805297	4623293	4208340	79	602554	4909844	46.24	206557	38404	255830.0	8	26	0.20	4 + 0 part
GCF_009019145.1	76	76	57	50	31	23	4890407	4890407	4840039	4797401	4502772	4239827	76	1035055	4890407	46.21	206273	30429	338175.9	7	28	0.06	4 + 0 part
GCF_009019185.1	103	103	79	63	48	34	5253269	5253269	5186219	5074233	4796771	4264132	103	307373	5253269	46.43	121399	29255	140100.0	14	46	0.29	4 + 0 part
GCF_009019195.1	120	120	89	72	54	33	5001395	5001395	4925511	4804310	4524339	3760342	120	326068	5001395	46.27	95662	26000	128578.7	15	54	1.80	4 + 0 part
GCF_009019235.1	157	157	99	78	59	33	5062685	5062685	4935204	4787116	4482458	3559975	157	326068	5062685	46.39	84472	22547	114208.5	17	63	3.71	7 + 0 part
GCF_009019245.1	114	114	91	78	54	37	5083338	5083338	5018627	4920315	4506730	3881796	114	319267	5083338	46.22	98733	23421	117274.3	16	57	0.63	4 + 0 part
GCF_009019275.1	177	177	91	73	48	36	5010677	5010677	4854282	4729474	4330060	3878555	177	252634	5010677	46.28	94230	16632	107179.2	18	57	0.04	7 + 0 part
GCF_009019285.1	149	149	98	84	55	37	5070245	5070245	4962712	4859542	4418074	3809270	149	314717	5070245	46.26	89692	17053	104393.5	18	63	0.24	3 + 0 part
GCF_009019315.1	173	173	120	94	62	33	5217020	5217020	5083252	4906019	4396274	3382528	173	213001	5217020	46.44	75088	15047	87398.3	21	78	0.00	6 + 0 part
GCF_009019335.1	261	261	162	127	61	31	5033483	5033483	4778614	4532418	3454367	2384953	261	142557	5033483	46.23	46868	10413	52063.3	34	127	0.00	4 + 0 part
GCF_009019345.1	149	149	102	84	54	38	5089565	5089565	4980770	4853089	4355658	3755063	149	319264	5089565	46.28	76329	17373	115774.4	18	65	0.02	4 + 0 part
GCF_009019355.1	144	144	99	81	53	37	5038607	5038607	4939387	4809296	4345207	3763460	144	318074	5038607	46.20	87867	17515	113176.7	18	63	0.02	5 + 2 part
GCF_009019385.1	131	131	95	80	55	38	5137476	5137476	5045028	4944832	4555396	3945347	131	314685	5137476	46.25	88043	18994	108059.1	18	59	0.08	3 + 0 part
GCF_009019395.1	157	157	100	82	53	37	5033536	5033536	4900118	4775558	4291717	3714182	157	319223	5033536	46.20	80028	16883	114547.8	18	65	0.00	4 + 0 part
GCF_009019435.1	247	247	150	116	60	28	5123071	5123071	4886078	4651608	3728594	2558275	247	303126	5123071	46.36	49549	10690	73022.2	29	113	0.00	3 + 1 part
GCF_009019445.1	145	145	97	86	59	36	5090722	5090722	4988018	4905273	4455725	3652046	145	314439	5090722	46.25	85290	22403	98977.2	20	65	0.00	3 + 0 part
GCF_009019455.1	153	153	102	86	55	40	5013573	5013573	4905435	4795546	4267254	3692675	153	315105	5013573	46.24	72023	18008	98570.0	21	67	0.00	4 + 0 part
GCF_009019465.1	1224	1224	296	59	2	0	4776406	4776406	2391150	773525	54547	0	1224	27865	4776406	46.46	5011	1949	6231.4	296	889	0.00	3 + 0 part
GCF_009019475.1	471	471	273	173	47	7	4986692	4986692	4491545	3795742	1809199	402971	471	81354	4986692	46.23	19305	5006	23135.4	79	273	0.00	4 + 0 part
GCF_009019535.1	134	134	89	70	56	40	5254180	5254180	5136401	5001760	4766200	4169117	134	298362	5254180	46.40	93360	25929	116400.6	17	55	0.06	3 + 0 part
GCF_009019545.1	252	252	170	125	64	30	5203919	5203919	4986527	4678278	3611419	2428087	252	190113	5203919	46.44	48902	9337	57496.7	34	126	0.00	3 + 1 part
GCF_009019555.1	301	301	197	140	58	24	5073954	5073954	4824648	4406114	3068619	1861630	301	113753	5073954	46.30	33061	8100	45224.2	41	158	0.00	3 + 0 part
GCF_009019585.1	147	147	105	87	57	35	5054025	5054025	4965867	4841037	4367826	3575967	147	318074	5054025	46.20	83505	16502	111357.6	18	67	0.02	4 + 1 part
GCF_009019615.1	192	192	102	81	51	36	5091460	5091460	4913339	4766255	4283952	3726714	192	628066	5091460	46.12	80033	15562	154389.4	17	67	0.00	5 + 2 part
GCF_009019635.1	361	361	228	156	71	15	5062285	5062285	4748964	4248947	2908851	1059522	361	105882	5062285	46.34	27708	6582	33486.1	57	194	0.00	3 + 0 part
GCF_009019695.1	276	276	176	142	61	26	5011511	5011511	4754252	4514374	3219526	1947705	276	148359	5011511	46.15	41073	10065	46908.9	39	142	0.00	4 + 0 part
GCF_009019725.1	123	123	89	73	52	37	5075730	5075730	4984961	4868334	4517164	3933988	123	323056	5075730	46.20	91150	21922	124090.2	17	55	0.04	4 + 0 part
GCF_009019735.1	163	163	104	86	57	32	4956533	4956533	4828890	4705346	4211002	3321611	163	283440	4956533	46.29	76181	21172	102194.6	19	68	0.00	5 + 1 part
GCF_009019775.1	131	131	93	76	57	33	4972482	4972482	4880577	4759379	4447645	3550622	131	283484	4972482	46.30	84726	23368	113237.2	18	59	0.02	4 + 0 part
GCF_009019785.1	173	173	107	86	54	37	5046439	5046439	4892902	4740047	4206171	3585009	173	318074	5046439	46.20	75072	15562	108163.1	20	72	0.00	5 + 0 part
GCF_009019805.1	159	159	109	88	57	39	5033108	5033108	4914533	4769015	4266117	3600231	159	309000	5033108	46.20	76202	15946	91071.0	21	71	0.00	4 + 0 part
GCF_009019825.1	152	152	102	82	51	38	5046959	5046959	4932214	4792897	4301369	3811195	152	323253	5046959	46.20	84583	16269	108136.8	18	64	0.00	4 + 0 part
GCF_009019835.1	115	115	85	71	49	38	5066586	5066586	4990847	4890599	4503882	4091950	115	323047	5066586	46.20	91511	22859	128009.4	16	52	0.61	4 + 0 part
GCF_009019875.1	158	158	100	80	57	36	5229021	5229021	5085513	4944852	4584112	3823913	158	362682	5229021	46.41	93093	19136	110845.2	18	63	0.00	3 + 1 part
GCF_009019885.1	151	151	101	88	60	36	5133375	5133375	5017087	4919205	4506973	3645758	151	313776	5133375	46.31	85290	17035	97271.9	20	66	0.00	2 + 1 part
GCF_009019905.1	168	168	108	90	59	35	5030362	5030362	4907213	4785201	4290576	3408854	168	310047	5030362	46.23	66938	15953	98838.2	20	71	0.00	4 + 1 part
GCF_009019935.1	179	179	110	82	53	38	5041078	5041078	4873639	4676254	4210056	3646873	179	309243	5041078	46.19	81138	14314	99246.9	20	72	0.00	4 + 0 part
GCF_009019945.1	150	150	105	85	54	38	5048704	5048704	4946210	4800824	4300793	3701390	150	309337	5048704	46.20	78523	15990	101885.5	20	67	0.06	5 + 0 part
GCF_009019975.1	153	153	89	73	50	37	5107506	5107506	4972943	4861978	4472063	3994537	153	319267	5107506	46.19	88313	20061	129482.3	16	56	0.18	4 + 0 part
GCF_009019985.1	120	120	89	76	51	38	4976401	4976401	4896016	4806384	4391762	3919218	120	319267	4976401	46.28	85765	20495	123803.3	16	55	0.00	4 + 0 part
GCF_009020005.1	119	119	86	72	51	34	5263575	5263575	5172786	5076349	4708781	4052622	119	583657	5263575	46.40	98732	23256	159913.9	14	53	0.08	3 + 0 part
GCF_009020035.1	43	43	35	28	25	23	5200543	5200543	5178086	5129940	5081986	5002113	43	666283	5200543	46.26	339777	84053	320276.8	6	19	0.08	3 + 0 part
GCF_009020045.1	64	64	43	33	29	27	5162685	5162685	5118097	5047095	4987793	4923275	64	649906	5162685	46.20	257980	68916	283304.7	7	23	0.04	3 + 0 part
GCF_009020055.1	49	49	37	32	27	24	5194231	5194231	5166112	5127129	5057529	4950021	49	666279	5194231	46.26	339777	70816	314897.4	6	20	0.73	3 + 0 part
GCF_009020075.1	54	54	43	33	28	23	5154397	5154397	5126962	5050129	4972391	4753035	54	650956	5154397	46.22	271284	62667	294636.5	7	21	0.02	3 + 0 part
GCF_009020115.1	173	173	136	110	59	26	4770206	4770206	4693059	4503941	3651296	2492855	173	228062	4770206	46.80	53227	14434	73977.3	24	93	0.00	4 + 2 part
GCF_009020135.1	51	51	35	30	25	19	5139058	5139058	5102501	5070334	4978531	4737214	51	519670	5139058	46.16	344468	66341	308947.1	7	18	0.00	3 + 0 part
GCF_009020155.1	85	85	50	41	30	23	4995965	4995965	4928757	4868856	4692871	4446750	85	775232	4995965	46.34	271127	40316	305383.9	6	25	1.46	3 + 0 part
GCF_009020175.1	68	68	47	38	29	23	4884011	4884011	4842494	4779788	4633235	4425207	68	416044	4884011	46.44	271127	59100	253927.8	7	23	0.10	3 + 0 part
GCF_009020215.1	85	85	54	45	36	25	4905454	4905454	4838473	4776932	4648780	4283205	85	411395	4905454	46.40	232791	39184	214263.3	8	29	0.08	3 + 0 part
GCF_009020225.1	101	101	53	38	28	22	5023263	5023263	4923395	4820351	4651245	4452988	101	775762	5023263	46.27	271127	39064	315200.3	6	24	0.32	3 + 0 part
GCF_009020255.1	73	73	50	41	34	25	4888543	4888543	4841959	4782272	4665226	4354330	73	554219	4888543	46.44	249242	41663	242833.6	7	27	0.49	3 + 0 part
GCF_009020265.1	87	87	47	41	30	22	4999770	4999770	4919430	4874861	4703007	4436508	87	775762	4999770	46.41	271127	41769	309492.1	6	24	0.08	3 + 0 part
GCF_009020275.1	165	165	58	41	32	25	5121362	5121362	4903745	4782793	4619535	4378240	165	440528	5121362	46.63	261524	28004	227432.6	8	32	0.45	6 + 0 part
GCF_009020315.1	71	71	47	37	29	21	4906995	4906995	4858947	4791575	4661384	4402103	71	807736	4906995	46.40	271127	41769	323531.6	6	22	0.41	3 + 0 part
GCF_009020355.1	112	112	53	42	28	22	5005421	5005421	4901550	4823513	4600497	4393211	112	806393	5005421	46.36	271127	39064	319656.0	6	25	0.16	3 + 0 part
GCF_009020365.1	361	361	152	113	65	23	4617408	4617408	4221055	3947134	3153526	1633385	361	117484	4617408	46.66	39074	6052	42559.7	39	141	27.05	3 + 0 part
GCF_009020375.1	125	125	48	39	31	24	4938424	4938424	4803128	4733066	4614192	4361845	125	810559	4938424	46.30	219876	41730	296138.1	7	26	1.17	3 + 0 part
GCF_009020405.1	85	85	52	42	37	27	5001607	5001607	4935427	4864714	4766968	4448937	85	414897	5001607	46.37	197147	34760	208367.3	9	29	0.00	3 + 0 part
GCF_009020465.1	58	58	49	44	38	32	4944595	4944595	4925427	4890574	4768599	4553865	58	362031	4944595	46.46	164685	55663	184956.8	10	30	0.20	3 + 0 part
GCF_009020475.1	65	65	55	44	36	26	5042817	5042817	5013893	4931170	4803918	4432561	65	435722	5042817	46.26	196467	41663	221845.3	9	29	34.96	3 + 0 part
GCF_009020535.1	71	71	55	48	39	25	4981634	4981634	4939694	4887106	4751210	4235601	71	596096	4981634	46.21	186541	39992	243217.6	8	31	0.02	3 + 0 part
GCF_009020545.1	63	63	51	44	39	27	5003958	5003958	4971439	4915645	4824935	4393844	63	454634	5003958	46.20	194947	42082	210335.4	9	30	41.01	3 + 0 part
GCF_009020575.1	75	75	55	47	39	26	4991220	4991220	4943346	4884870	4748699	4293115	75	451549	4991220	46.20	188135	39992	212540.7	9	31	0.04	3 + 0 part
GCF_009020585.1	47	47	37	31	26	22	5122037	5122037	5095172	5049687	4956932	4807875	47	591306	5122037	46.50	303413	85666	293937.3	7	20	65.40	3 + 0 part
GCF_009020605.1	70	70	59	49	43	31	5011764	5011764	4977434	4899973	4809236	4398304	70	386593	5011764	46.18	158426	40319	172989.1	11	34	43.18	3 + 0 part
GCF_009020635.1	49	49	35	29	24	21	4896696	4896696	4863485	4813644	4724673	4623611	49	587353	4896696	46.28	255766	84554	298366.9	7	19	0.00	4 + 0 part
GCF_009020645.1	46	46	37	31	24	21	5117723	5117723	5091712	5047589	4920899	4800313	46	591306	5117723	46.52	334963	85099	309852.6	6	19	16.16	3 + 0 part
GCF_009020675.1	42	42	32	24	19	17	4891462	4891462	4866392	4804555	4711996	4641499	42	707636	4891462	46.28	357652	90740	420097.8	5	14	0.00	4 + 0 part
GCF_009020685.1	32	32	28	22	18	17	4906541	4906541	4896451	4846843	4770858	4738217	32	770757	4906541	46.28	357652	91967	408467.5	5	14	20.65	5 + 0 part
GCF_009020705.1	39	39	31	21	18	17	4899727	4899727	4880092	4799346	4748058	4715417	39	769437	4899727	46.29	361209	88668	407586.7	5	14	45.59	4 + 0 part
GCF_009020735.1	33	33	27	21	17	17	4900687	4900687	4885302	4838798	4762390	4762390	33	710659	4900687	46.28	394997	138974	403747.8	5	14	32.30	4 + 0 part
GCF_009020755.1	53	53	43	39	35	26	4949399	4949399	4925215	4895460	4825523	4466405	53	661403	4949399	45.94	196270	57311	269509.2	7	26	1.72	3 + 0 part
GCF_009020775.1	78	78	54	48	38	33	4970798	4970798	4921303	4878189	4708118	4514548	78	478461	4970798	46.37	166144	50034	185980.2	10	33	0.06	3 + 0 part
GCF_009020805.1	85	85	65	57	48	35	4932030	4932030	4893737	4840666	4700043	4229502	85	365987	4932030	46.36	117554	39687	139777.1	14	40	0.28	3 + 0 part
GCF_009020815.1	81	81	60	52	46	35	4918178	4918178	4879251	4821571	4735509	4338695	81	424477	4918178	46.36	140587	48636	158602.9	12	37	0.04	3 + 0 part
GCF_015124975.1	84	82	63	56	49	38	4613834	4612184	4557944	4510225	4388346	4006360	82	259326	4612184	46.34	113568	39868	115067.2	16	42	0.00	3 + 0 part
GCF_015124985.1	183	177	133	109	65	29	4590251	4585111	4485813	4308170	3525364	2187041	177	168800	4585111	46.43	48868	14252	56103.3	32	96	0.00	3 + 0 part
GCF_017566075.1	1097	59	44	42	37	32	5315025	5066140	5033282	5017775	4914963	4727137	59	527003	5066140	46.17	188248	61266	208010.8	10	29	0.00	2 + 1 part
GCF_018289175.1	4	4	4	2	2	2	5339045	5339045	5339045	5323856	5323856	5323856	4	5225614	5339045	46.58	5225614	5225614	5116423.1	1	1	0.00	13 + 0 part
GCF_018289375.1	3	3	3	3	3	3	5069972	5069972	5069972	5069972	5069972	5069972	3	4905795	5069972	46.28	4905795	4905795	4749750.8	1	1	0.00	12 + 0 part
GCF_018291785.1	3	3	3	2	2	2	5471617	5471617	5471617	5462673	5462673	5462673	3	5364439	5471617	46.39	5364439	5364439	5261138.7	1	1	0.00	12 + 0 part
GCF_018292165.1	2	2	2	2	2	1	4920161	4920161	4920161	4920161	4920161	4874733	2	4874733	4920161	46.20	4874733	4874733	4830143.9	1	1	0.00	12 + 0 part
GCF_018785825.1	157	76	53	48	43	33	5043987	5008835	4953809	4919144	4817345	4481980	76	289772	5008835	46.29	144229	45758	155626.2	12	34	13.04	1 + 1 part
GCF_019052455.1	58	54	48	41	36	28	4847425	4845351	4831588	4783116	4688434	4368935	54	526526	4845351	46.38	168930	53962	196965.4	10	28	0.00	4 + 0 part
GCF_019127755.1	92	79	57	50	41	31	5002980	4995314	4941935	4900446	4727729	4387577	79	411891	4995314	46.34	172935	43051	169960.5	11	34	0.00	5 + 0 part
GCF_019127825.1	70	57	46	41	31	29	4834282	4827276	4805574	4768037	4602874	4529230	57	328033	4827276	46.50	213778	61082	187428.1	10	26	0.00	3 + 0 part
GCF_019128015.1	90	77	54	43	36	28	5002749	4995462	4938171	4871793	4732759	4463134	77	551514	4995462	46.34	193704	46504	217453.7	9	29	0.00	5 + 0 part
GCF_019128055.1	80	70	50	43	36	27	4925684	4920098	4870798	4829309	4689789	4379836	70	551514	4920098	46.45	194566	43173	230015.8	8	29	0.00	4 + 0 part
GCF_019128275.1	67	58	47	42	30	26	4833201	4827909	4805553	4768016	4566315	4401282	58	487246	4827909	46.50	214407	59699	210004.6	9	25	0.00	3 + 0 part
GCF_019128355.1	68	59	45	39	29	25	4791633	4786456	4756299	4709356	4531948	4367259	59	487785	4786456	46.52	219785	57374	221716.5	9	24	0.00	3 + 0 part
GCF_019128475.1	71	60	47	42	32	29	4833318	4827221	4799560	4762022	4595662	4478012	60	328033	4827221	46.50	213875	61082	184188.3	10	27	0.00	3 + 0 part
GCF_019128575.1	66	58	47	42	32	30	4833908	4829345	4806246	4768709	4603282	4529638	58	328033	4829345	46.50	190991	59699	183462.7	10	27	0.00	3 + 0 part
GCF_019128965.1	88	70	51	46	40	31	4671583	4661634	4616670	4581467	4470503	4124671	70	332476	4661634	46.51	146632	46773	153001.9	11	33	0.00	3 + 0 part
GCF_019128995.1	82	67	49	43	38	30	4668867	4660800	4618877	4576275	4482829	4175790	67	332476	4660800	46.51	152388	47955	160829.3	11	31	0.00	3 + 0 part
GCF_019129055.1	89	73	54	46	39	30	4668106	4659768	4615796	4560506	4431102	4080442	73	332476	4659768	46.52	146632	44216	156570.2	11	33	0.00	3 + 0 part
GCF_019129075.1	81	65	47	43	38	31	4668718	4660288	4619053	4588494	4496129	4228944	65	332476	4660288	46.52	152386	50451	160651.7	11	31	0.00	2 + 1 part
GCF_019129135.1	77	64	49	45	38	29	4668325	4661379	4625102	4598279	4472773	4121609	64	332476	4661379	46.51	152386	44527	160888.8	11	31	0.00	3 + 0 part
GCF_019129195.1	85	68	48	44	39	32	4669021	4659762	4615836	4585264	4492899	4225713	68	336706	4659762	46.52	146625	50450	158874.6	11	32	0.00	2 + 1 part
GCF_019129315.1	84	66	48	43	38	30	4669810	4659915	4618245	4582627	4489181	4175222	66	332476	4659915	46.52	152386	47955	160950.7	11	31	0.00	3 + 0 part
GCF_019129335.1	85	71	52	46	40	30	4667499	4660208	4618122	4575992	4461682	4082433	71	333450	4660208	46.52	125812	44153	156389.2	11	33	0.00	1 + 2 part
GCF_019129685.1	98	70	46	37	26	21	4531263	4515809	4454811	4392939	4204290	4047629	70	639885	4515809	46.22	219113	39876	262050.7	7	22	0.00	3 + 0 part
GCF_019130175.1	121	102	77	65	48	34	5044612	5034673	4959074	4884734	4593823	4092328	102	334470	5034673	46.26	114997	28761	133460.8	14	46	0.00	4 + 0 part
GCF_019130195.1	117	100	76	67	50	35	4947224	4937623	4871980	4815774	4540393	4003112	100	244989	4937623	46.33	107114	29089	120256.9	15	47	0.00	4 + 0 part
GCF_019130215.1	108	92	71	60	45	31	4947330	4938964	4876218	4805987	4553058	4068947	92	334470	4938964	46.33	125158	29089	140816.1	13	42	0.00	4 + 0 part
GCF_019130575.1	104	85	68	57	43	28	4831978	4821827	4768301	4697994	4458991	3914507	85	334470	4821827	46.48	128380	31073	146422.8	12	39	0.00	3 + 0 part
GCF_019130605.1	104	87	68	57	43	28	4831995	4823258	4766946	4697756	4458751	3914257	87	334470	4823258	46.48	128381	31075	146350.4	12	39	0.00	3 + 0 part
GCF_019130685.1	106	89	70	59	45	29	4832031	4823361	4767386	4698910	4459905	3887989	89	242646	4823361	46.47	125158	30510	135981.2	13	41	0.00	3 + 0 part
GCF_019131575.1	83	64	49	38	29	23	5086306	5079777	5044341	4965720	4805559	4603963	64	593853	5079777	46.41	177372	87119	262110.2	8	23	0.00	3 + 0 part
GCF_019132075.1	90	62	50	39	30	24	5090400	5080884	5054075	4977459	4824349	4629400	62	456598	5080884	46.41	178250	77645	242211.0	8	24	0.00	3 + 0 part
GCF_019132285.1	75	52	38	31	25	19	4942867	4934044	4899493	4851285	4761403	4530661	52	659221	4934044	46.03	295492	68824	339351.9	6	18	0.00	4 + 0 part
GCF_019132605.1	134	92	67	57	43	29	5192921	5172742	5110765	5041644	4810055	4347408	92	478594	5172742	45.88	145332	30994	203154.8	10	38	0.00	3 + 0 part
GCF_019132675.1	145	98	71	59	44	31	5194035	5171220	5102442	5015702	4776416	4340285	98	400347	5171220	45.88	130241	30239	170510.2	12	40	0.00	3 + 0 part
GCF_019733555.1	74	70	53	44	38	31	4640962	4637994	4600533	4537213	4434354	4164338	70	289306	4637994	46.19	149509	49790	154385.7	11	32	0.00	3 + 0 part
GCF_020555515.1	76	55	47	39	29	22	5097464	5089902	5072934	5018163	4854207	4622951	55	594056	5089902	46.41	195681	59307	273725.9	7	22	0.00	4 + 0 part
GCF_020555625.1	82	53	45	36	28	24	5101239	5090265	5070240	5013861	4880732	4765474	53	594056	5090265	46.41	195681	79920	275376.4	7	22	0.00	4 + 0 part
GCF_020558155.1	160	76	60	48	36	29	5120572	5088567	5049953	4957637	4779802	4506728	76	447731	5088567	46.54	174183	42641	201098.0	10	31	0.00	3 + 0 part
GCF_020558575.1	110	67	46	41	34	24	4849867	4833032	4792878	4752319	4644694	4284247	67	423552	4833032	46.08	206985	43471	202355.3	9	26	0.00	3 + 0 part
GCF_020560265.1	131	70	43	37	31	22	4946371	4922867	4864817	4827218	4728777	4417379	70	860081	4922867	46.47	189457	45404	331562.6	6	23	0.00	4 + 0 part
GCF_020563215.1	215	106	74	63	44	27	5197210	5156161	5087667	5009983	4688929	4083233	106	400281	5156161	45.89	152743	25270	177732.6	10	43	0.00	3 + 0 part
GCF_021409445.1	31	26	25	21	20	16	4341168	4339279	4337795	4308514	4285663	4142227	26	1098084	4339279	46.44	550304	71914	520051.6	3	13	0.02	4 + 0 part
GCF_021409465.1	30	27	22	20	19	19	4281266	4280318	4268944	4254609	4244467	4244467	27	653661	4280318	46.27	413230	94682	378712.3	4	14	0.05	4 + 0 part
GCF_021409485.1	38	34	31	28	26	24	4593578	4591688	4579541	4558306	4518643	4434617	34	661053	4591688	46.22	244286	93929	283770.5	6	19	0.68	3 + 0 part
GCF_021409535.1	42	38	34	31	28	24	4635717	4633744	4621542	4599069	4538842	4390319	38	548204	4633744	46.49	207883	80898	257215.5	7	21	0.06	2 + 2 part
GCF_022138425.1	180	108	77	67	47	28	5323323	5293093	5228554	5154916	4815654	4111140	108	428967	5293093	45.86	136545	28592	174144.8	11	46	0.00	3 + 0 part
GCF_022138445.1	169	106	73	63	45	32	5123250	5097412	5031871	4962867	4670874	4206717	106	478550	5097412	45.95	132094	28740	161465.0	12	43	0.00	3 + 0 part
GCF_022834995.1	2	2	2	1	1	1	4839343	4839343	4839343	4833723	4833723	4833723	2	4833723	4839343	46.35	4833723	4833723	4828116.1	1	1	0.00	12 + 0 part
GCF_022835055.1	3	3	2	2	2	2	4687058	4687058	4682744	4682744	4682744	4682744	3	4531993	4687058	46.11	4531993	4531993	4386910.7	1	1	0.00	12 + 0 part
GCF_022835115.1	2	2	2	1	1	1	4839328	4839328	4839328	4833708	4833708	4833708	2	4833708	4839328	46.35	4833708	4833708	4828101.1	1	1	0.00	12 + 0 part
GCF_023668095.1	56	53	38	33	27	26	5251393	5249374	5212987	5174594	5069197	5019751	53	659544	5249374	46.34	262848	82122	266312.8	8	22	0.00	3 + 0 part
GCF_023668105.1	153	144	115	95	61	35	5161596	5155424	5073318	4933235	4390557	3436213	144	271979	5155424	46.42	73915	18435	91198.3	21	74	0.00	3 + 0 part
GCF_023668365.1	56	53	38	33	28	27	5252764	5250745	5213545	5175152	5084063	5034617	53	447420	5250745	46.34	232911	82122	230678.1	9	23	0.00	3 + 0 part
GCF_023668375.1	59	55	41	35	29	27	5246375	5243785	5212312	5168313	5056978	4958630	55	659438	5243785	46.34	232911	72092	259480.5	8	24	0.00	3 + 0 part
GCF_023668465.1	182	164	121	101	63	30	4598536	4584915	4467810	4321136	3671032	2504988	164	154689	4584915	46.42	55188	14808	63019.1	26	86	0.00	2 + 1 part
GCF_023668505.1	72	62	50	46	41	31	4935462	4928517	4898742	4876224	4792246	4445187	62	297373	4928517	46.35	146144	53917	156395.7	12	31	0.00	4 + 0 part
GCF_023668775.1	196	186	132	110	63	24	4574025	4566684	4415028	4250012	3445966	2015150	186	153840	4566684	46.49	45045	12979	57711.3	30	99	0.00	3 + 0 part
GCF_023669105.1	61	57	42	38	30	27	5236029	5233505	5196884	5165863	5038264	4925983	57	647973	5233505	46.51	275755	81087	257145.5	8	24	0.00	3 + 0 part
