Assembly	# contigs (>= 0 bp)	# contigs (>= 1000 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 0 bp)	Total length (>= 1000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	GC (%)	N50	N90	auN	L50	L90	# N's per 100 kbp	# predicted rRNA genes
GCF_005238165.1	39	32	27	23	18	14	2807629	2803345	2790301	2767005	2686105	2525721	32	428755	2803345	37.56	261372	62592	239054.9	5	14	6.39	3 + 0 part
GCF_005238175.1	44	34	28	24	17	16	2899623	2892955	2877513	2854920	2743019	2705889	34	457360	2892955	37.38	261372	62183	243015.6	5	15	6.19	3 + 0 part
GCF_005238195.1	55	44	33	29	20	17	2878479	2872169	2848535	2822942	2668888	2562556	44	428754	2872169	37.48	176676	40980	196310.7	6	18	6.27	3 + 0 part
GCF_005238215.1	70	43	33	30	20	17	2882745	2872501	2852409	2834235	2669072	2562748	43	429147	2872501	37.47	176676	41224	196397.6	6	18	6.27	3 + 0 part
GCF_005238235.1	66	39	30	27	20	17	2829494	2819617	2801181	2783007	2667260	2562555	39	428736	2819617	37.53	226805	60453	199654.0	5	17	6.38	3 + 0 part
GCF_005238245.1	61	42	32	29	19	17	2880800	2872509	2852417	2834243	2669052	2603952	42	429147	2872509	37.47	232541	60453	202896.9	5	17	6.23	3 + 0 part
GCF_005238255.1	60	39	29	26	19	18	2828615	2819863	2799617	2781443	2667542	2632705	39	295076	2819863	37.53	198116	62183	178621.1	6	17	6.38	3 + 0 part
GCF_005238315.1	68	44	33	30	20	17	2882277	2872883	2851270	2833096	2667905	2561416	44	429147	2872883	37.48	176676	40999	196262.9	6	18	6.27	3 + 0 part
GCF_005238325.1	70	46	35	32	20	16	2882202	2873172	2851804	2833630	2625503	2480893	46	429147	2873172	37.47	232322	36490	197178.7	5	19	6.26	3 + 0 part
GCF_005238335.1	64	39	31	28	18	17	2882776	2872758	2855936	2837762	2670725	2634235	39	429147	2872758	37.48	249308	60453	207769.6	5	17	6.27	3 + 0 part
GCF_005238345.1	65	39	29	25	18	17	2829547	2820097	2799719	2772031	2658130	2623293	39	428754	2820097	37.53	249092	62183	209893.3	5	16	6.38	3 + 0 part
GCF_005238355.1	56	42	31	28	18	17	2879852	2873615	2852090	2833916	2668725	2632235	42	429147	2873615	37.48	249092	60453	207381.2	5	17	6.23	3 + 0 part
GCF_005238415.1	46	32	27	25	19	17	2836496	2829573	2818673	2807400	2701870	2635555	32	429147	2829573	37.51	249092	63423	210786.7	5	16	6.36	3 + 0 part
GCF_005238425.1	71	42	32	28	19	17	2883197	2872525	2850767	2825174	2669274	2604174	42	429147	2872525	37.47	232742	60453	202940.6	5	17	6.48	3 + 0 part
GCF_005238435.1	52	42	31	27	18	17	2878084	2872086	2848452	2822859	2668805	2632315	42	429147	2872086	37.47	249092	60453	207521.7	5	17	6.27	3 + 0 part
GCF_005238455.1	74	52	34	24	17	16	2885479	2873805	2834395	2769841	2663213	2626723	52	361509	2873805	37.46	261371	60548	208313.7	5	16	17.29	3 + 0 part
GCF_005238525.1	57	46	33	29	19	17	2879308	2873835	2848160	2822567	2655383	2577660	46	429147	2873835	37.48	226567	41233	200300.7	5	18	6.26	3 + 0 part
GCF_005238535.1	76	58	37	27	18	16	2889077	2879546	2840090	2778392	2639532	2575546	58	359049	2879546	37.43	232558	36490	201649.3	5	17	16.70	3 + 0 part
GCF_005238585.1	48	38	29	25	21	17	2810516	2805509	2786868	2760080	2692144	2558572	38	319469	2805509	37.56	186469	62170	182880.6	6	17	6.42	3 + 0 part
GCF_005238605.1	49	36	28	24	20	17	2811813	2804745	2787537	2760749	2692813	2581622	36	319469	2804745	37.55	186469	62204	187379.5	6	17	6.42	3 + 0 part
GCF_005238615.1	45	35	27	23	19	17	2809172	2803488	2786280	2759432	2691496	2622361	35	319469	2803488	37.55	186046	62272	191320.8	6	16	6.42	3 + 0 part
GCF_005238635.1	46	36	28	24	19	17	2810275	2804710	2787502	2760714	2678520	2609385	36	319469	2804710	37.55	186469	62272	189030.4	6	16	6.38	3 + 0 part
GCF_005238685.1	63	43	33	30	20	18	2917517	2908921	2888829	2870655	2705957	2621630	43	428754	2908921	37.41	176676	60453	192560.3	6	18	6.19	3 + 0 part
GCF_005238695.1	53	43	31	27	18	17	2878335	2873250	2848183	2822590	2668535	2632045	43	429147	2873250	37.48	249092	60453	207384.0	5	17	6.23	3 + 0 part
GCF_005238705.1	66	42	32	29	19	17	2881808	2872128	2852036	2833862	2668671	2603301	42	428754	2872128	37.47	232283	60453	202770.1	5	17	6.27	3 + 0 part
GCF_005238715.1	61	44	34	30	20	17	2879206	2871483	2851391	2827524	2662333	2556436	44	429147	2871483	37.47	176214	40986	196079.7	6	18	6.27	3 + 0 part
GCF_005238775.1	63	42	34	31	21	16	2880749	2870891	2853435	2835131	2668912	2471910	42	428754	2870891	37.47	176676	39980	194988.5	6	19	6.55	3 + 0 part
GCF_005238795.1	79	55	35	25	18	16	2889931	2878076	2836737	2771662	2663631	2597300	55	361499	2878076	37.44	232288	60548	203307.1	5	16	16.68	3 + 0 part
GCF_005238845.1	66	47	37	32	23	18	2879790	2870334	2847427	2815386	2660324	2482977	47	260312	2870334	37.48	134454	35600	153922.0	7	21	6.58	3 + 0 part
GCF_005238885.1	44	36	27	23	19	17	2809870	2805689	2787048	2760260	2692324	2623189	36	319469	2805689	37.56	186469	62272	191260.5	6	16	6.42	3 + 0 part
GCF_005238895.1	49	35	27	23	19	17	2811364	2804719	2787511	2760723	2692787	2623652	35	319487	2804719	37.55	186469	62272	191420.1	6	16	6.45	3 + 0 part
GCF_005238935.1	54	40	30	26	21	17	2811255	2804622	2783468	2756680	2669014	2533061	40	319076	2804622	37.56	176676	61882	176907.6	6	17	6.42	3 + 0 part
GCF_005238955.1	49	37	28	24	20	18	2810664	2804427	2784436	2757648	2689712	2620577	37	319469	2804427	37.56	176679	62170	179502.1	6	17	6.70	3 + 0 part
GCF_006349345.1	2	2	2	2	2	2	2955738	2955738	2955738	2955738	2955738	2955738	2	2881081	2955738	37.36	2881081	2881081	2810195.4	1	1	0.00	12 + 0 part
GCF_007034685.1	32	26	21	20	18	14	2928338	2924950	2917275	2911092	2878180	2755936	26	659735	2924950	37.50	218789	67265	288835.0	5	13	1.74	0 + 2 part
GCF_007034765.1	31	21	17	14	13	10	2850529	2845101	2837397	2814708	2802311	2684560	21	890826	2845101	37.33	301644	63151	456895.4	3	9	10.72	1 + 2 part
GCF_007034845.1	32	25	21	20	18	14	2930781	2926847	2919961	2912753	2879787	2743664	25	659737	2926847	37.50	249285	67267	316468.4	4	13	4.41	1 + 1 part
GCF_007034965.1	29	17	14	13	12	9	2794898	2789288	2785408	2778907	2766512	2648982	17	835194	2789288	37.38	318734	133847	444989.5	3	7	14.38	1 + 1 part
GCF_007035085.1	29	19	16	14	12	10	2871953	2866942	2860276	2844904	2807096	2738748	19	889827	2866942	37.48	544681	62259	475872.9	2	8	7.32	0 + 2 part
GCF_007035185.1	13	8	6	5	5	5	2873694	2871209	2867627	2861126	2861126	2861126	8	1435291	2871209	37.48	563268	254813	925073.1	2	4	24.17	1 + 2 part
GCF_007035245.1	22	15	13	9	6	6	2872519	2869212	2865602	2833502	2779270	2779270	15	881255	2869212	37.49	514512	254834	557094.2	3	5	20.88	1 + 1 part
GCF_007035385.1	17	10	8	7	7	7	2874611	2871067	2868148	2861645	2861645	2861645	10	889949	2871067	37.48	480305	254834	559346.6	3	5	50.47	2 + 0 part
GCF_007035485.1	18	10	8	6	6	6	2873047	2868996	2866575	2851866	2851866	2851866	10	881086	2868996	37.48	563424	254804	581880.4	2	5	18.58	1 + 1 part
GCF_007035545.1	19	10	8	6	6	6	2872883	2868527	2865813	2851121	2851121	2851121	10	881086	2868527	37.48	562779	254848	581663.1	2	5	22.59	0 + 2 part
GCF_007035705.1	27	16	14	12	9	8	2873489	2868042	2865617	2850911	2803204	2768280	16	881203	2868042	37.48	361800	183283	496558.7	3	7	20.12	1 + 1 part
GCF_007035845.1	33	27	23	22	20	12	2928825	2926491	2919264	2912074	2879189	2594469	27	659737	2926491	37.50	249285	45379	314625.4	4	13	19.44	2 + 0 part
GCF_007035945.1	25	14	12	10	9	8	2873406	2868031	2865606	2851048	2835095	2787254	14	733617	2868031	37.48	424659	183283	440289.7	3	7	16.11	1 + 1 part
GCF_007036085.1	27	15	12	8	7	7	2874408	2868312	2864882	2833450	2820332	2820332	15	881085	2868312	37.48	480088	254804	552649.4	3	5	10.04	0 + 1 part
GCF_009891565.1	28	28	24	20	17	15	2906910	2906910	2896829	2871854	2828207	2753419	28	352711	2906910	37.29	238576	68566	225614.6	5	13	115.31	4 + 0 part
GCF_009891585.1	17	17	14	13	11	10	2917869	2917869	2913950	2905618	2864217	2819408	17	818435	2917869	37.29	379287	115404	462594.5	3	8	0.03	3 + 0 part
GCF_009891595.1	15	15	14	14	11	10	2922515	2922515	2920685	2920685	2853966	2809931	15	818855	2922515	37.29	381161	91039	462422.1	3	8	34.97	4 + 0 part
GCF_009891625.1	21	20	14	14	11	10	2924887	2923935	2914979	2914979	2850110	2806075	20	818806	2923935	37.33	383105	91063	461498.1	3	8	0.68	4 + 0 part
GCF_009891635.1	15	15	13	13	11	10	2926922	2926922	2923515	2923515	2879750	2853116	15	792019	2926922	37.30	382860	91069	467073.2	3	8	51.66	4 + 0 part
GCF_009891645.1	15	15	13	13	10	9	2922230	2922230	2918588	2918588	2853288	2807505	15	818935	2922230	37.28	379673	115845	464289.6	3	8	68.99	4 + 0 part
GCF_009891705.1	14	14	13	13	10	8	2925933	2925933	2924906	2924906	2859621	2788667	14	792289	2925933	37.29	565232	115845	505721.6	3	7	38.76	4 + 0 part
GCF_010103655.1	1	1	1	1	1	1	2933718	2933718	2933718	2933718	2933718	2933718	1	2933718	2933718	37.50	2933718	2933718	2933718.0	1	1	0.00	12 + 0 part
GCF_011009735.1	24	18	11	11	10	9	2894004	2890590	2876532	2876532	2861374	2813679	18	751000	2890590	37.24	386650	111880	475852.5	3	8	0.00	5 + 0 part
GCF_011009825.1	20	12	9	9	9	8	2929098	2926748	2919897	2919897	2919897	2881657	12	964420	2926748	37.25	502483	234186	535310.3	2	6	0.00	5 + 0 part
GCF_011193375.1	3	3	3	3	3	3	2971695	2971695	2971695	2971695	2971695	2971695	3	2833478	2971695	37.47	2833478	2833478	2705076.0	1	1	0.00	12 + 0 part
GCF_012843765.1	36	35	29	27	25	18	2948463	2947510	2938012	2922102	2885374	2625357	35	492311	2947510	37.41	143925	46893	200739.2	6	19	0.00	2 + 1 part
GCF_013248755.1	23	19	17	17	16	12	2801956	2800291	2795193	2795193	2775452	2626347	19	581369	2800291	37.56	258068	72802	289873.5	4	11	0.00	3 + 2 part
GCF_013248825.1	185	168	124	89	35	9	2798769	2789344	2659281	2389385	1527345	602062	168	109207	2789344	37.69	29241	8073	33991.0	31	103	0.00	5 + 0 part
GCF_014243435.1	16	16	16	15	12	10	2744259	2744259	2744259	2739037	2685079	2601535	16	686786	2744259	37.55	361554	115094	367616.5	3	9	9.80	3 + 0 part
GCF_014243495.1	12	12	12	11	10	9	2742168	2742168	2742168	2737047	2717548	2670861	12	850735	2742168	37.57	530379	132942	493576.0	2	6	2.12	3 + 0 part
GCF_014243515.1	40	40	23	20	16	14	3058640	3058640	3014376	2993580	2929294	2850189	40	938198	3058640	37.19	337383	61790	429042.6	3	13	2.42	3 + 0 part
GCF_014243525.1	41	41	21	19	17	16	3063411	3063411	3009446	2997195	2963279	2933951	41	768340	3063411	37.19	243989	64305	331252.5	4	14	3.43	3 + 0 part
GCF_014243545.1	50	50	30	26	22	18	3064001	3064001	3008812	2981418	2912676	2756227	50	422207	3064001	37.08	185592	48907	197197.8	6	19	4.99	3 + 0 part
GCF_014243565.1	45	45	25	22	18	17	3064363	3064363	3014541	2996101	2917922	2869602	45	438485	3064363	37.09	183159	63040	206403.1	6	16	2.28	3 + 0 part
GCF_014243575.1	43	43	24	22	18	15	3057822	3057822	3014163	3002037	2926181	2820644	43	437732	3057822	37.19	207991	62642	251592.4	5	14	8.70	3 + 0 part
GCF_014243615.1	55	55	31	25	19	15	3137766	3137766	3078847	3039117	2928990	2782639	55	597302	3137766	37.08	311307	49797	277377.0	4	16	8.83	3 + 0 part
GCF_014353075.1	68	53	39	33	29	17	2775071	2764966	2737202	2699011	2623405	2214761	53	264442	2764966	37.69	128905	30446	136462.1	8	25	6.91	3 + 0 part
GCF_014353085.1	68	53	37	31	27	18	2777627	2767384	2736251	2698089	2622837	2321006	53	397249	2767384	37.71	144722	33134	156734.1	7	23	4.05	3 + 0 part
GCF_014353145.1	45	37	27	25	23	14	2648326	2642425	2624333	2610085	2572647	2252231	37	541576	2642425	37.76	233180	38173	230076.8	4	18	0.76	1 + 1 part
GCF_014844235.1	2	2	2	2	2	2	2767094	2767094	2767094	2767094	2767094	2767094	2	2693441	2767094	37.70	2693441	2693441	2623708.9	1	1	0.04	12 + 0 part
GCF_014853555.1	43	43	34	27	19	14	2881764	2881764	2861556	2806349	2675252	2484519	43	431194	2881764	37.47	212296	34461	207472.6	5	17	0.00	1 + 2 part
GCF_014853565.1	17	17	13	12	12	12	2852187	2852187	2845654	2840464	2840464	2840464	17	1016452	2852187	37.53	273506	100890	503797.4	3	9	0.00	2 + 1 part
GCF_014853595.1	99	99	46	27	18	15	3138213	3138213	3019184	2890630	2744138	2631123	99	471119	3138213	37.27	268028	17743	243142.4	5	22	0.00	3 + 0 part
GCF_014853605.1	47	47	39	28	20	18	2883186	2883186	2868744	2794747	2675973	2613553	47	430403	2883186	37.30	204009	50060	192734.2	6	18	0.00	2 + 0 part
GCF_014853615.1	41	41	37	33	24	15	2818968	2818968	2809652	2779297	2629156	2304846	41	441634	2818968	37.37	156520	33306	183885.6	6	21	0.00	1 + 2 part
GCF_014853625.1	28	28	23	20	18	12	2793405	2793405	2784325	2759629	2736753	2503628	28	412996	2793405	37.48	238817	48239	236995.2	5	13	0.00	1 + 1 part
GCF_014853815.1	71	71	60	55	39	19	2835186	2835186	2812242	2774218	2482477	1850796	71	159118	2835186	37.49	82316	22329	79989.1	13	42	0.00	3 + 0 part
GCF_014853845.1	243	243	104	58	28	11	3002769	3002769	2656749	2337820	1912372	1339866	243	313363	3002769	37.31	38580	4285	90008.2	15	114	0.00	2 + 1 part
GCF_014854165.1	16	16	14	14	11	9	2880960	2880960	2878074	2878074	2823930	2748712	16	920156	2880960	37.32	274315	197162	449005.9	3	8	0.00	1 + 3 part
GCF_014854175.1	16	16	11	11	11	8	2620299	2620299	2614395	2614395	2614395	2510341	16	500713	2620299	37.70	397107	218293	356612.5	3	7	0.00	1 + 1 part
GCF_014854205.1	26	26	20	19	16	14	2972006	2972006	2963290	2954675	2905029	2820278	26	806336	2972006	37.13	243435	78333	376958.5	3	12	0.00	2 + 1 part
GCF_014854325.1	22	22	19	19	14	14	3014964	3014964	3007428	3007428	2915629	2915629	22	810895	3014964	37.17	265605	91797	369148.9	4	11	0.00	2 + 1 part
GCF_014854385.1	29	29	17	15	13	11	2975195	2975195	2951722	2937836	2899011	2814260	29	915784	2975195	37.20	321946	90935	456590.6	3	9	0.00	5 + 1 part
GCF_014854945.1	96	94	45	33	25	16	3045951	3044097	2938326	2853383	2721796	2412254	94	395555	3044097	37.45	169431	20367	164262.8	7	26	0.00	3 + 0 part
GCF_014855155.1	18	18	16	15	13	12	2891511	2891511	2886398	2881346	2840393	2796397	18	965199	2891511	37.33	261504	107636	449427.0	3	10	0.00	4 + 2 part
GCF_014855165.1	26	26	21	19	14	11	2906859	2906859	2898345	2886255	2812601	2691823	26	507805	2906859	37.25	336529	65475	297404.9	4	10	0.00	1 + 2 part
GCF_014855175.1	34	34	26	22	16	10	2931807	2931807	2911291	2884222	2778381	2533438	34	1046213	2931807	37.32	269800	44147	485128.7	3	13	0.00	1 + 3 part
GCF_014855215.1	23	23	20	18	14	10	2893396	2893396	2888303	2876309	2801273	2660652	23	636121	2893396	37.33	260581	107867	314416.6	4	10	0.00	5 + 1 part
GCF_014855235.1	15	14	12	11	10	9	2888752	2887772	2882690	2874325	2855804	2810719	14	919977	2887772	37.36	273886	196583	457650.8	3	8	0.00	6 + 0 part
GCF_014855245.1	25	25	15	14	13	11	2978326	2978326	2960612	2955566	2936811	2855063	25	805211	2978326	37.17	340774	111123	401942.2	3	9	0.00	5 + 1 part
GCF_014855265.1	13	13	10	10	9	8	2880164	2880164	2874460	2874460	2855939	2810854	13	920869	2880164	37.31	309592	218544	496588.2	3	7	0.00	2 + 1 part
GCF_014855285.1	23	23	19	18	15	14	2925152	2925152	2916289	2908787	2853883	2808893	23	426167	2925152	37.28	238617	89392	258251.6	5	12	0.00	3 + 0 part
GCF_014855315.1	34	34	21	16	12	11	3070623	3070623	3036006	3000074	2928811	2901987	34	811133	3070623	37.11	309592	112099	433994.5	3	10	0.00	2 + 1 part
GCF_014855335.1	34	34	25	20	17	12	3071177	3071177	3049391	3015772	2952368	2767692	34	784839	3071177	37.11	265605	61256	357482.7	4	12	0.00	3 + 0 part
GCF_014855345.1	24	24	22	21	17	14	2974538	2974538	2969456	2962506	2897200	2784158	24	510339	2974538	37.16	265605	62788	280890.7	4	13	0.00	3 + 0 part
GCF_014855355.1	32	32	24	21	15	10	3065441	3065441	3048832	3025994	2915280	2735044	32	811073	3065441	37.11	309592	44802	424900.8	3	11	0.00	2 + 1 part
GCF_014855375.1	32	32	24	21	16	15	3018328	3018328	3001102	2978264	2884089	2836713	32	725693	3018328	37.13	246551	62788	335175.1	4	14	0.00	3 + 0 part
GCF_014855415.1	25	25	15	13	12	9	2658714	2658714	2637059	2626393	2614584	2510851	25	455282	2658714	37.63	360189	129987	315398.1	4	8	0.00	1 + 0 part
GCF_014855435.1	15	15	11	10	9	8	2887151	2887151	2881915	2874674	2856153	2811068	15	920869	2887151	37.35	309805	218544	495448.4	3	7	0.00	5 + 0 part
GCF_014855445.1	42	42	27	19	13	10	2969611	2969611	2941738	2877150	2780281	2654784	42	858040	2969611	37.17	321944	47697	403664.1	3	11	0.00	2 + 1 part
GCF_015831565.1	24	21	18	18	14	13	3033803	3031480	3025359	3025359	2960143	2930405	21	716931	3031480	37.14	297397	70003	353479.3	4	10	0.00	5 + 0 part
GCF_015831575.1	24	21	17	15	15	14	3040012	3037689	3029817	3015078	3015078	2985340	21	716932	3037689	37.14	297404	70653	353416.2	4	10	0.00	5 + 0 part
GCF_015831585.1	27	23	19	17	14	13	3039180	3036244	3028334	3013489	2960090	2930352	23	716932	3036244	37.14	297404	70003	352904.9	4	10	0.00	5 + 0 part
GCF_016696825.1	1	1	1	1	1	1	3025655	3025655	3025655	3025655	3025655	3025655	1	3025655	3025655	37.19	3025655	3025655	3025655.0	1	1	3.31	12 + 0 part
GCF_017356365.1	15	15	13	12	11	8	2720842	2720842	2715667	2710560	2691731	2581350	15	1051984	2720842	37.57	395085	95293	558515.3	2	7	1.40	3 + 0 part
GCF_017356405.1	51	51	38	32	23	14	3097641	3097641	3066479	3026854	2908857	2564956	51	516371	3097641	36.88	153179	36580	250073.0	5	20	5.78	3 + 0 part
GCF_017356425.1	38	38	29	24	18	15	2809475	2809475	2786453	2751681	2636174	2517066	38	370017	2809475	37.53	151572	43476	191843.3	6	16	2.49	3 + 0 part
GCF_017356445.1	13	13	9	9	8	8	2966276	2966276	2957867	2957867	2939031	2939031	13	1473998	2966276	37.25	383558	132813	862035.0	2	6	6.81	3 + 1 part
GCF_017356605.1	31	31	23	23	21	16	3146532	3146532	3123319	3123319	3097810	2901369	31	340192	3146532	37.06	246164	60915	221301.9	6	15	3.18	3 + 1 part
GCF_018784985.1	81	54	43	35	28	19	2861977	2853072	2831365	2776825	2649390	2365197	54	261385	2853072	37.47	125539	28049	124049.6	9	26	5.68	3 + 0 part
GCF_018917475.1	63	51	32	28	24	19	3136419	3127444	3079918	3048736	2975760	2771137	51	343844	3127444	37.39	166167	49931	170354.0	7	20	0.00	5 + 0 part
GCF_018986755.2	7	7	5	5	4	3	3485032	3485032	3478601	3478601	3456994	3410533	7	3264821	3485032	37.03	3264821	3264821	3062333.7	1	1	0.00	12 + 0 part
GCF_019350975.1	121	33	28	26	21	14	2857195	2829009	2819488	2804461	2715534	2439641	33	488399	2829009	37.48	177777	42696	223537.6	5	17	0.00	3 + 0 part
GCF_019583515.1	38	29	25	24	21	15	2891492	2885919	2878303	2872047	2808445	2608032	29	525227	2885919	37.35	178626	51567	251394.4	5	15	0.00	5 + 0 part
GCF_019583595.1	58	37	15	15	12	10	3091250	3079265	3030668	3030668	2970762	2885001	37	794019	3079265	37.10	499535	59994	445135.4	3	9	0.00	5 + 0 part
GCF_019731285.1	20	18	16	16	12	12	2968368	2966955	2962076	2962076	2887855	2887855	18	600540	2966955	37.22	327245	90714	324592.6	4	10	25.95	3 + 1 part
GCF_019731385.1	41	36	26	20	15	14	2891859	2888432	2868165	2820188	2741600	2697558	36	621332	2888432	37.42	243942	55480	279264.5	5	13	27.39	0 + 1 part
GCF_019731475.1	18	17	14	9	8	7	2894750	2893953	2885529	2848276	2835717	2796703	17	722915	2893953	37.42	514519	183738	480794.4	3	6	16.83	0 + 0 part
GCF_019731515.1	17	15	12	8	7	6	2896949	2895570	2887146	2857762	2845203	2806189	15	879671	2895570	37.42	514601	251388	559798.6	3	5	13.47	0 + 0 part
GCF_019731615.1	29	28	16	14	10	9	2798028	2797092	2760565	2743247	2686720	2643722	28	729529	2797092	37.47	317396	123889	426946.9	3	8	7.15	1 + 1 part
GCF_020782955.1	26	20	17	15	13	12	2675500	2671933	2665521	2650676	2611130	2564633	20	430748	2671933	37.60	261318	95881	260340.0	4	11	0.00	3 + 0 part
GCF_020783075.1	144	104	76	64	39	21	3267333	3247047	3183288	3095380	2662339	2033032	104	202116	3247047	37.02	68684	18066	83812.6	14	52	0.00	3 + 0 part
GCF_021484825.1	2	2	2	2	2	2	2897690	2897690	2897690	2897690	2897690	2897690	2	2820154	2897690	37.58	2820154	2820154	2746767.4	1	1	0.00	12 + 0 part
GCF_022212845.1	2	2	2	2	2	2	3022333	3022333	3022333	3022333	3022333	3022333	2	2953563	3022333	37.34	2953563	2953563	2887922.6	1	1	0.00	12 + 0 part
GCF_022212865.1	3	3	3	3	3	2	3030020	3030020	3030020	3030020	3030020	3000955	3	2932185	3030020	37.33	2932185	2932185	2839348.6	1	1	0.00	12 + 0 part
GCF_022212885.1	3	3	3	3	3	3	3319769	3319769	3319769	3319769	3319769	3319769	3	3183027	3319769	37.20	3183027	3183027	3054781.4	1	1	0.00	12 + 0 part
GCF_022212905.1	3	3	3	3	3	2	3173000	3173000	3173000	3173000	3173000	3129085	3	2956343	3173000	37.28	2956343	2956343	2764491.7	1	1	0.00	12 + 0 part
GCF_022212925.1	2	2	2	2	2	1	2913888	2913888	2913888	2913888	2913888	2884087	2	2884087	2913888	37.39	2884087	2884087	2854895.6	1	1	0.00	12 + 0 part
GCF_022212945.1	2	2	2	2	2	1	2925843	2925843	2925843	2925843	2925843	2894791	2	2894791	2925843	37.37	2894791	2894791	2864398.1	1	1	0.00	12 + 0 part
GCF_022212965.1	2	2	2	2	2	2	3122825	3122825	3122825	3122825	3122825	3122825	2	3057040	3122825	37.43	3057040	3057040	2994026.6	1	1	0.00	12 + 0 part
GCF_022212985.1	3	3	3	3	3	2	3232837	3232837	3232837	3232837	3232837	3189098	3	3100133	3232837	37.18	3100133	3100133	2975916.4	1	1	0.00	12 + 0 part
GCF_022213005.1	2	2	2	2	2	2	3048139	3048139	3048139	3048139	3048139	3048139	2	2993281	3048139	37.35	2993281	2993281	2940397.6	1	1	0.00	12 + 0 part
GCF_022213025.1	2	2	2	2	2	2	2907851	2907851	2907851	2907851	2907851	2907851	2	2758107	2907851	37.60	2758107	2758107	2623785.6	1	1	0.00	12 + 0 part
GCF_022810805.1	3	3	3	2	2	2	2849504	2849504	2849504	2844154	2844154	2844154	3	2777589	2849504	37.54	2777589	2777589	2709054.0	1	1	0.00	12 + 0 part
GCF_023375245.1	2	2	2	2	2	2	2776930	2776930	2776930	2776930	2776930	2776930	2	2717320	2776930	37.61	2717320	2717320	2660269.2	1	1	0.00	12 + 0 part
GCF_023375265.1	3	3	3	3	3	1	2973662	2973662	2973662	2973662	2973662	2890864	3	2890864	2973662	37.47	2890864	2890864	2811564.8	1	1	0.00	12 + 0 part
GCF_023375465.1	4	4	3	3	3	2	2901051	2901051	2897889	2897889	2897889	2872565	4	2770661	2901051	37.49	2770661	2770661	2649935.5	1	1	0.00	12 + 0 part
GCF_023375485.1	4	4	3	2	2	1	3010740	3010740	3005915	3000793	3000793	2962928	4	2962928	3010740	37.43	2962928	2962928	2916367.9	1	1	0.00	12 + 0 part
GCF_023375505.1	1	1	1	1	1	1	2824042	2824042	2824042	2824042	2824042	2824042	1	2824042	2824042	37.66	2824042	2824042	2824042.0	1	1	0.00	12 + 0 part
GCF_023375525.1	2	2	2	2	1	1	2947230	2947230	2947230	2947230	2928268	2928268	2	2928268	2947230	37.37	2928268	2928268	2909550.0	1	1	0.00	12 + 0 part
GCF_023375545.1	3	3	3	2	2	2	2756141	2756141	2756141	2750998	2750998	2750998	3	2682983	2756141	37.62	2682983	2682983	2613454.9	1	1	0.00	12 + 0 part
GCF_023383395.1	38	30	22	18	14	9	3062037	3056204	3036844	3005179	2943742	2755922	30	645378	3056204	37.33	503495	58278	399621.9	3	9	0.00	5 + 0 part
GCF_024160685.1	17	16	12	11	9	8	2904416	2903589	2892346	2882752	2853895	2809970	16	876190	2903589	37.45	576429	257038	514484.9	2	6	0.55	3 + 0 part
GCF_024160745.1	17	16	12	11	10	9	2894565	2893738	2882367	2872991	2854832	2810907	16	576429	2893738	37.46	425981	257038	383799.1	3	7	0.31	3 + 0 part
GCF_024160795.1	18	17	10	9	8	7	2856278	2855451	2833100	2823810	2805651	2761726	17	580752	2855451	37.45	464590	277663	443378.1	3	6	0.84	3 + 0 part
GCF_024460895.1	52	20	17	17	17	13	2805643	2797800	2791898	2791898	2791898	2626841	20	562398	2797800	37.46	230633	58023	311479.5	4	12	0.00	2 + 1 part
GCF_025482075.1	29	25	17	16	15	10	2913341	2910882	2891017	2885865	2867249	2683242	25	577667	2910882	37.44	359290	78131	339835.0	4	9	0.00	1 + 0 part
GCF_025482785.1	48	46	32	24	20	12	3018603	3016677	2981185	2916414	2857170	2552617	46	545422	3016677	37.27	236044	36642	251339.7	5	16	0.00	3 + 1 part
GCF_027659765.1	59	48	34	30	27	21	2911347	2904332	2868668	2840922	2794202	2589908	48	415199	2904332	37.42	118836	39620	154156.2	8	22	5.16	3 + 0 part
GCF_027659835.1	111	94	63	51	37	21	2798289	2786250	2709923	2625433	2403292	1840803	94	142198	2786250	37.56	70925	18317	71751.7	14	42	5.38	3 + 0 part
GCF_027659975.1	109	95	60	50	36	21	2793427	2784234	2700769	2638180	2411684	1864121	95	142157	2784234	37.57	70917	18282	73992.4	14	41	6.82	3 + 0 part
GCF_027660075.1	47	40	29	25	18	15	3084634	3079406	3046565	3017169	2891696	2778488	40	572332	3079406	37.15	333174	52974	275217.7	4	15	3.90	3 + 0 part
GCF_027660405.1	52	49	32	28	21	12	2944368	2941898	2894525	2862419	2744063	2420776	49	656025	2941898	37.39	241344	34293	292002.9	4	18	3.06	3 + 0 part
GCF_027660545.1	45	41	25	21	16	12	2957088	2954007	2916003	2884507	2794340	2635917	41	784359	2954007	37.40	281671	45528	357018.3	4	13	4.74	3 + 0 part
