Assembly	# contigs (>= 0 bp)	# contigs (>= 1000 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 0 bp)	Total length (>= 1000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	GC (%)	N50	N90	auN	L50	L90	# N's per 100 kbp	# predicted rRNA genes
GCF_019126045.1	145	113	89	75	52	35	4622582	4606126	4552723	4462090	4099162	3491871	113	259857	4606126	42.23	87836	21136	98898.5	18	55	0.00	3 + 1 part
GCF_019126095.1	147	117	89	76	51	35	4624284	4608882	4544439	4459901	4056864	3488953	117	259857	4608882	42.23	87836	20137	98468.8	18	56	0.00	4 + 0 part
GCF_019126135.1	144	110	88	75	52	35	4622845	4605168	4553673	4469209	4100321	3493198	110	259857	4605168	42.23	87836	21531	98882.7	18	54	0.00	4 + 0 part
GCF_019126235.1	144	110	86	75	51	35	4622846	4605043	4550724	4479251	4085135	3503055	110	259857	4605043	42.23	87840	21532	99765.1	18	54	0.00	2 + 0 part
GCF_019126365.1	143	110	88	76	51	35	4622767	4606199	4558692	4480319	4075308	3493102	110	259857	4606199	42.23	87836	21136	98884.6	18	55	0.00	3 + 0 part
GCF_019126435.1	186	153	107	86	59	36	4567013	4548210	4446209	4297492	3847846	3100931	153	188697	4548210	42.24	68251	18290	76716.9	22	71	0.00	4 + 0 part
GCF_019126455.1	146	116	90	76	52	35	4622658	4607248	4548950	4458283	4081484	3474327	116	259857	4607248	42.23	87060	21136	98026.9	18	55	0.00	4 + 0 part
GCF_019126475.1	147	111	89	76	52	35	4622580	4603730	4555116	4471098	4096851	3489600	111	259857	4603730	42.23	87836	21116	98730.1	18	55	0.00	3 + 1 part
GCF_019126755.1	145	113	90	75	51	35	4623932	4607179	4559079	4463439	4077310	3495144	113	259857	4607179	42.23	87836	21531	98933.7	18	54	0.00	4 + 0 part
GCF_019127815.1	190	147	105	85	49	38	5481368	5458321	5359627	5207930	4587379	4165095	147	280380	5458321	42.30	105492	18794	113051.4	17	64	0.00	3 + 0 part
GCF_019127895.1	195	151	104	85	48	33	5487892	5464398	5355568	5214927	4588443	4043010	151	289330	5464398	42.31	117123	18794	122309.1	16	63	0.00	3 + 1 part
GCF_019128075.1	217	155	106	88	56	34	5248638	5216775	5099737	4973994	4487750	3655286	155	283620	5216775	42.29	79900	15910	102560.4	18	67	0.00	2 + 0 part
GCF_019128085.1	239	172	109	81	48	32	5544466	5508939	5358487	5150409	4572024	3997183	172	289330	5508939	42.49	114515	16038	127005.3	15	67	0.00	4 + 0 part
GCF_019128135.1	177	141	102	83	55	33	5185563	5168274	5075571	4942901	4543243	3683212	141	289064	5168274	42.49	87910	16496	109200.2	17	61	0.00	3 + 0 part
GCF_019128155.1	208	159	112	91	54	31	5065238	5041172	4931759	4776604	4207679	3322227	159	224390	5041172	42.31	77206	14783	95467.6	19	72	0.00	3 + 0 part
GCF_019128215.1	205	149	105	85	56	33	5325342	5298101	5194019	5044837	4597313	3706635	149	315363	5298101	42.40	84439	16496	112147.6	18	65	0.00	3 + 0 part
GCF_019128315.1	187	149	108	86	58	38	5176837	5157011	5059734	4905394	4472882	3730278	149	217825	5157011	42.42	81257	17712	89929.2	21	66	0.00	3 + 0 part
GCF_019128325.1	191	152	110	87	55	32	5066578	5048821	4950479	4784581	4303405	3464787	152	283655	5048821	42.29	91071	15245	101405.8	19	68	0.00	3 + 0 part
GCF_019128415.1	207	148	105	85	56	34	5249006	5218912	5118915	4977659	4542716	3713216	148	283619	5218912	42.29	95610	16468	104005.3	18	64	0.00	2 + 0 part
GCF_019128545.1	192	158	111	81	59	33	4984502	4967444	4850463	4634027	4297171	3326351	158	230482	4967444	42.23	75436	15732	90392.6	20	68	0.02	3 + 0 part
GCF_019128615.1	185	147	105	86	54	32	5067834	5050480	4957341	4817083	4320078	3517078	147	287694	5050480	42.29	92328	16468	104424.7	18	66	0.00	2 + 1 part
GCF_019128655.1	207	158	109	87	57	31	5244787	5220581	5108391	4949671	4483820	3498854	158	283654	5220581	42.36	90165	16386	102604.1	18	68	0.00	3 + 0 part
GCF_019128665.1	207	150	104	83	55	33	5236778	5208918	5093792	4941458	4521503	3669725	150	283654	5208918	42.35	95483	16468	106971.3	18	64	0.00	3 + 0 part
GCF_019128715.1	198	167	116	84	59	33	4950035	4934012	4802382	4569986	4194899	3243061	167	230231	4934012	42.25	74582	12979	87227.9	20	73	0.00	3 + 0 part
GCF_019128745.1	205	152	106	86	57	31	5245246	5218615	5113376	4967930	4523336	3527234	152	283655	5218615	42.36	90165	16515	105261.9	18	66	0.00	3 + 0 part
GCF_019128755.1	199	151	106	84	58	31	5244703	5220808	5118165	4960727	4565023	3515487	151	283654	5220808	42.36	90165	16543	105173.7	18	65	0.00	3 + 0 part
GCF_019128815.1	205	156	109	86	58	31	5244178	5219859	5112426	4945392	4509214	3489061	156	283655	5219859	42.36	84439	16386	104034.9	18	68	0.00	3 + 0 part
GCF_019129355.1	181	132	85	73	49	36	5582650	5556203	5446231	5362021	4972489	4515611	132	275471	5556203	42.51	119604	23445	125391.6	17	51	0.00	3 + 1 part
GCF_019129475.1	192	148	108	87	64	41	5227618	5204711	5107542	4948138	4569763	3761240	148	266441	5204711	42.13	76630	21672	89516.8	23	69	0.00	1 + 2 part
GCF_019129485.1	185	142	106	86	63	42	5223998	5201580	5114732	4965060	4580490	3843149	142	266441	5201580	42.13	76912	21672	90318.3	23	68	0.00	1 + 2 part
GCF_019129515.1	182	143	110	88	67	43	5250142	5228736	5152681	4990445	4645264	3851802	143	266441	5228736	42.14	77167	23253	87324.8	24	70	0.00	1 + 2 part
GCF_019129535.1	189	148	110	87	64	42	5245618	5224402	5134340	4961655	4585024	3850333	148	266441	5224402	42.14	78866	21672	89812.0	23	69	0.00	1 + 2 part
GCF_019129555.1	191	146	109	86	64	42	5246504	5223563	5134503	4961983	4592436	3849261	146	266441	5223563	42.14	78866	21920	89865.1	23	69	0.00	1 + 2 part
GCF_019129575.1	194	149	111	88	64	42	5245505	5222012	5134692	4965737	4561455	3827496	149	266441	5222012	42.14	77653	21728	89324.8	23	70	0.00	1 + 2 part
GCF_019129595.1	195	149	110	87	64	42	5246774	5223182	5135430	4962685	4571192	3834979	149	266441	5223182	42.14	77653	21693	89568.7	23	70	0.00	1 + 2 part
GCF_019129605.1	189	147	110	88	64	42	5245381	5223492	5134736	4969240	4570934	3827810	147	266441	5223492	42.14	77653	21672	89387.5	23	70	0.00	1 + 2 part
GCF_019129635.1	190	145	108	85	65	42	5245881	5222156	5134759	4963377	4628738	3857494	145	266441	5222156	42.14	78866	23967	90168.8	23	68	0.00	1 + 2 part
GCF_019129675.1	188	148	112	90	66	42	5133630	5113657	5028345	4860912	4459759	3650813	148	266441	5113657	42.10	75997	20252	83510.0	24	73	0.00	3 + 1 part
GCF_019129775.1	182	142	108	86	65	43	5247716	5226201	5145234	4980599	4628468	3885230	142	266642	5226201	42.14	78866	23253	87048.0	24	69	0.00	1 + 2 part
GCF_019129795.1	188	128	88	73	54	36	5001267	4971051	4870884	4760975	4455549	3811983	128	376346	4971051	42.26	93883	24482	113453.7	17	55	0.00	3 + 1 part
GCF_019129895.1	184	129	91	74	55	37	5000316	4972501	4870547	4748518	4440377	3796810	129	291700	4972501	42.26	92107	23703	102568.8	18	57	0.00	3 + 1 part
GCF_019129925.1	190	127	91	74	55	37	5001601	4969263	4872195	4747308	4440801	3797225	127	288527	4969263	42.25	92107	23703	102351.3	18	57	0.00	3 + 0 part
GCF_019129995.1	183	127	93	76	56	38	5001149	4973455	4882452	4757118	4445912	3797704	127	199997	4973455	42.26	90606	23703	95197.2	19	58	0.00	3 + 1 part
GCF_019130095.1	185	127	90	74	55	37	5000017	4970787	4872359	4756074	4441056	3797652	127	288527	4970787	42.26	92107	23703	102400.4	18	57	0.00	3 + 1 part
GCF_019130115.1	179	126	89	73	55	37	5000705	4974735	4872761	4756485	4461025	3817451	126	288785	4974735	42.26	92106	24482	103374.1	18	56	0.00	3 + 1 part
GCF_019130515.1	190	131	94	76	57	37	5000418	4970990	4876124	4746140	4446822	3714418	131	288527	4970990	42.26	87703	23703	99698.3	19	59	0.00	3 + 1 part
GCF_019130535.1	188	131	93	75	56	38	5000181	4972476	4870562	4739711	4440399	3790874	131	235477	4972476	42.26	90606	23703	96973.5	19	58	0.00	3 + 1 part
GCF_019130815.1	192	126	92	74	55	37	5002704	4969158	4876503	4745135	4443815	3799755	126	288527	4969158	42.25	92287	23703	102473.3	18	57	0.00	3 + 0 part
GCF_019130915.1	194	130	94	75	55	36	5000977	4967807	4873217	4735696	4422204	3743457	130	288527	4967807	42.25	92106	22890	102134.3	18	58	0.00	1 + 1 part
GCF_019130925.1	222	160	107	86	59	36	4994164	4961915	4824944	4670434	4264068	3476304	160	288491	4961915	42.29	77699	14039	90603.1	21	70	0.00	3 + 0 part
GCF_019131105.1	119	99	80	63	43	34	4990890	4981365	4939415	4811113	4497735	4180161	99	336632	4981365	42.10	123561	25001	132226.1	14	43	0.00	3 + 0 part
GCF_019131275.1	131	108	87	66	41	33	4905294	4893480	4841923	4691275	4282202	3976395	108	370469	4893480	42.12	105924	21253	136300.8	14	47	0.00	3 + 0 part
GCF_019131715.1	195	135	96	79	58	35	5240539	5213971	5118827	4994400	4637806	3807100	135	336827	5213971	42.54	92783	24096	111305.0	18	61	0.00	2 + 2 part
GCF_019131875.1	168	135	103	81	61	35	5135405	5120600	5042496	4876227	4540017	3603100	135	199986	5120600	42.14	87884	22926	92594.0	20	64	0.00	2 + 1 part
GCF_019132155.1	188	128	90	75	57	35	5239002	5211326	5119446	5012719	4716122	3909879	128	409520	5211326	42.53	93610	26103	122185.8	17	56	0.00	2 + 2 part
GCF_019132215.1	282	155	113	88	64	44	5799800	5743468	5653158	5469680	5093354	4371202	155	349299	5743468	42.56	81024	21404	105910.1	22	68	0.00	7 + 0 part
GCF_019132435.1	271	179	132	115	67	35	5425913	5388503	5265336	5140295	4329065	3120719	179	198601	5388503	41.97	63849	15138	70918.1	28	93	0.00	3 + 2 part
GCF_019802665.1	104	101	78	63	49	34	5026670	5024311	4970452	4867233	4633557	4104384	101	322841	5024311	42.29	107784	30414	140063.7	14	45	0.40	7 + 0 part
GCF_020538405.1	255	97	79	73	51	33	4651133	4606620	4570622	4530743	4175120	3500678	97	407930	4606620	42.23	92149	27302	119240.9	16	50	0.00	3 + 0 part
GCF_020539145.1	176	100	83	77	52	34	4629907	4603581	4569983	4530102	4136375	3461354	100	408217	4603581	42.23	87831	22899	113659.5	17	53	0.00	3 + 0 part
GCF_020554725.1	207	128	91	76	55	34	5228816	5199748	5114699	5005783	4638940	3843658	128	410223	5199748	42.53	93566	24736	126204.1	17	57	0.00	4 + 1 part
GCF_020558215.1	227	150	114	91	58	38	5127913	5094705	4996295	4833997	4271178	3530127	150	248005	5094705	42.36	68351	18314	89802.3	22	73	0.00	3 + 0 part
GCF_020558905.1	338	139	95	79	59	37	5257477	5196027	5085452	4972309	4635123	3814364	139	350871	5196027	42.53	85945	24736	109087.8	19	61	0.00	4 + 1 part
GCF_020559185.1	234	135	93	78	57	39	5232022	5197298	5098997	4991128	4631523	3972900	135	340456	5197298	42.53	88797	24736	106077.8	20	59	0.00	4 + 1 part
GCF_020560185.1	211	154	118	95	62	39	5568381	5547553	5469591	5303911	4756260	3888315	154	280225	5547553	42.45	75559	18572	96489.0	21	73	0.00	4 + 0 part
GCF_020560605.1	210	132	94	80	57	36	5221876	5189856	5106657	5002371	4613915	3818665	132	239396	5189856	42.53	92739	24536	103594.3	19	60	0.00	3 + 2 part
GCF_020560765.1	312	199	141	116	68	31	5297866	5249990	5115473	4934000	4145008	2809810	199	209634	5249990	41.87	56105	13883	68493.8	28	99	0.00	3 + 1 part
GCF_020560775.1	193	113	90	77	52	35	5050766	5017021	4963937	4876529	4454410	3823209	113	228608	5017021	42.21	95816	21114	106220.4	17	55	0.00	3 + 0 part
GCF_020560835.1	187	98	77	68	51	35	4834703	4799599	4740647	4683263	4399950	3824830	98	228543	4799599	41.90	103402	30039	110148.6	16	48	0.00	3 + 0 part
GCF_020562145.1	332	204	145	120	69	35	5371577	5319099	5184432	5004844	4168015	2918412	204	164534	5319099	41.95	58497	13677	62340.3	31	103	0.00	3 + 1 part
GCF_020563305.1	335	208	145	121	68	34	5367823	5313980	5167204	4994896	4122118	2859461	208	164534	5313980	41.95	56881	13677	62042.2	31	104	0.00	3 + 1 part
GCF_020563465.1	396	208	144	119	69	35	5379160	5312188	5169273	4991661	4182552	2914484	208	164534	5312188	41.95	56882	13677	62427.7	31	102	0.00	3 + 1 part
GCF_020563555.1	339	207	146	122	68	33	5372525	5319555	5175125	4995781	4115633	2794206	207	164534	5319555	41.95	55800	13546	61678.6	31	105	0.00	4 + 0 part
GCF_020563585.1	314	201	142	117	69	36	5365581	5318552	5172071	4991750	4198366	2974418	201	164534	5318552	41.95	58497	13883	62714.5	31	101	0.00	4 + 0 part
GCF_020563595.1	325	203	146	122	72	33	5370833	5319944	5187362	5015653	4204951	2754512	203	164534	5319944	41.96	53990	13993	61242.4	32	104	0.00	4 + 0 part
GCF_020827675.1	95	86	74	60	46	34	4985741	4981558	4952923	4855287	4618081	4154459	86	398738	4981558	42.35	112007	36568	140361.5	14	42	5.04	9 + 0 part
GCF_020827685.1	104	101	79	65	50	37	5190687	5188793	5137565	5042596	4813839	4299216	101	366318	5188793	42.59	104016	34868	130889.6	16	46	0.00	4 + 0 part
GCF_020827695.1	108	88	79	71	50	38	5040775	5030945	5016391	4962950	4626595	4180995	88	258756	5030945	42.41	111237	28814	119388.6	15	47	2.25	8 + 1 part
GCF_020827705.1	206	142	98	83	54	38	5084065	5053131	4934872	4823169	4335706	3757385	142	218497	5053131	42.21	87622	18015	91995.7	21	64	1.09	3 + 0 part
GCF_020827715.1	104	101	78	63	49	34	5026670	5024311	4970452	4867233	4633557	4104384	101	322841	5024311	42.29	107784	30414	140063.7	14	45	0.40	7 + 0 part
GCF_020827855.1	80	78	54	49	36	30	5087806	5085966	5035063	4996706	4745440	4500352	78	411794	5085966	42.21	154880	46421	183815.9	11	32	0.59	4 + 1 part
GCF_020827875.1	126	123	98	84	61	36	4958487	4956497	4896904	4802945	4449845	3527262	123	173724	4956497	42.17	83949	21358	87194.2	21	62	0.20	5 + 0 part
GCF_021890855.1	95	87	71	56	42	32	4560688	4554889	4520617	4412236	4178047	3808139	87	284996	4554889	41.96	124360	28949	129981.9	13	40	0.00	3 + 0 part
GCF_021890895.1	95	83	58	53	39	34	4847695	4839285	4786909	4755011	4528567	4331855	83	282127	4839285	41.56	133853	43961	149129.9	12	35	0.00	4 + 0 part
GCF_021890905.1	95	89	69	57	41	28	4661213	4657182	4611409	4528922	4281292	3750763	89	387545	4657182	42.12	119042	34665	159311.7	11	39	0.00	3 + 0 part
GCF_021890935.1	117	114	86	73	50	33	4898918	4896798	4815922	4714466	4343994	3744418	114	283402	4896798	42.23	99391	21874	109949.4	16	53	0.00	5 + 0 part
GCF_021890955.1	165	155	101	77	54	38	5395609	5387347	5271178	5099356	4729594	4092555	155	281755	5387347	42.63	91727	20968	111372.9	18	60	0.00	4 + 0 part
GCF_021890965.1	117	110	84	73	52	37	4706768	4700557	4637870	4558625	4220663	3677455	110	258622	4700557	42.23	92948	24058	99534.9	18	53	0.00	4 + 0 part
GCF_021890995.1	79	79	60	48	33	28	4617721	4617721	4564815	4471350	4239977	4080140	79	508769	4617721	42.05	152793	32196	186729.8	10	31	0.00	5 + 0 part
GCF_021891005.1	125	121	94	85	60	38	5195459	5192298	5118178	5050743	4644353	3827570	121	211034	5192298	42.36	93328	21916	94807.0	20	62	0.00	5 + 0 part
GCF_021891035.1	136	126	102	88	60	34	4971922	4964773	4894861	4789393	4356474	3480043	126	280352	4964773	42.48	79201	19018	100002.5	19	66	0.00	5 + 0 part
GCF_021891045.1	116	113	87	75	57	40	5403949	5401272	5333946	5245758	4963287	4364632	113	275529	5401272	42.66	106114	27117	116010.8	17	54	0.00	10 + 0 part
GCF_021891075.1	87	84	60	50	34	29	4627227	4625220	4565270	4487152	4244174	4084494	84	320413	4625220	42.06	152793	32196	160493.3	11	32	0.00	5 + 0 part
GCF_021891095.1	120	118	93	79	56	31	4918398	4917046	4854479	4746454	4356283	3428788	118	268819	4917046	42.30	102234	23467	101688.9	17	59	0.00	3 + 0 part
GCF_021891105.1	97	86	59	52	40	35	4915258	4907374	4849448	4802336	4602200	4405488	86	292424	4907374	41.65	133853	43961	148848.4	12	36	0.00	4 + 0 part
GCF_021891135.1	127	117	94	83	65	39	5198346	5190327	5134375	5054706	4754595	3763618	117	238202	5190327	42.38	76676	29310	91208.1	21	63	0.00	1 + 1 part
GCF_021891145.1	98	97	83	73	55	33	5121696	5120907	5084512	5015360	4706770	3922331	97	395842	5120907	42.17	96517	27945	138332.7	15	52	0.00	6 + 0 part
GCF_021891165.1	153	148	106	92	62	33	5146100	5142837	5043151	4949597	4474344	3382221	148	286499	5142837	42.41	77735	18097	92212.0	21	70	0.00	5 + 0 part
GCF_021891195.1	74	72	58	47	40	31	4783316	4781684	4744560	4672614	4559626	4196369	72	386137	4781684	42.25	139960	47103	170035.3	11	34	0.00	5 + 1 part
GCF_021891215.1	127	120	97	82	58	29	4993632	4987875	4915413	4805965	4368868	3347104	120	419498	4987875	42.12	90166	23370	121666.1	16	63	0.00	4 + 2 part
GCF_021891235.1	135	125	100	78	62	43	5280672	5272501	5208402	5052631	4804593	4063778	125	268430	5272501	42.42	81722	29442	97837.4	21	60	0.00	3 + 0 part
GCF_021891245.1	130	126	95	86	60	37	5219529	5216297	5134183	5061903	4629481	3777772	126	211034	5216297	42.37	93907	21916	94502.1	20	63	0.00	4 + 0 part
GCF_021891275.1	99	87	59	53	41	34	4923298	4914902	4852419	4812907	4611962	4338665	87	292424	4914902	41.64	131017	39595	148196.5	12	37	0.00	4 + 0 part
GCF_021891295.1	81	80	69	60	48	29	4876568	4875729	4851185	4783513	4576933	3886926	80	438062	4875729	41.81	127301	33503	156352.4	12	42	0.00	7 + 0 part
GCF_021891315.1	125	120	89	72	52	34	5211432	5207107	5128393	5010147	4697104	3994460	120	345694	5207107	42.34	108190	28100	124656.8	15	52	0.00	6 + 0 part
GCF_021891335.1	114	110	90	84	62	43	5012232	5008673	4955388	4908720	4528157	3828316	110	478636	5008673	42.05	72998	25684	111280.7	22	62	0.00	5 + 1 part
GCF_021891345.1	102	101	77	67	52	35	5188029	5187332	5117333	5046992	4804675	4148965	101	344775	5187332	42.30	99363	32552	140024.0	14	48	0.00	5 + 0 part
GCF_021891375.1	124	114	94	83	66	41	5194504	5186398	5136041	5052959	4762928	3831254	114	179373	5186398	42.38	76608	32221	87814.3	22	63	0.00	1 + 1 part
GCF_021891395.1	104	94	78	64	46	36	5111862	5104099	5070705	4968017	4647255	4285029	94	300568	5104099	42.61	108696	27873	127068.8	15	45	0.00	4 + 0 part
GCF_021891415.1	164	141	103	88	60	41	5165478	5148452	5040219	4933092	4450755	3749722	141	158657	5148452	42.14	81330	22692	81662.0	23	68	0.00	3 + 0 part
GCF_022135705.1	307	143	105	85	59	41	5212735	5155623	5064221	4924975	4498460	3854110	143	253764	5155623	42.47	76314	21129	96113.9	22	66	0.00	3 + 0 part
GCF_022135865.1	289	142	104	85	59	42	5209822	5155768	5059756	4926363	4502114	3878480	142	247938	5155768	42.47	78414	20222	90694.9	23	66	0.00	3 + 0 part
GCF_022135985.1	283	178	129	106	63	31	5316648	5279647	5159925	4991707	4296010	3125312	178	245783	5279647	42.09	65876	15390	84970.8	23	87	0.00	1 + 2 part
GCF_022137525.1	318	197	140	119	70	36	5369794	5318937	5182927	5028971	4229932	2968007	197	164534	5318937	41.95	56882	14216	62779.9	31	100	0.00	4 + 0 part
GCF_022137545.1	306	194	142	115	70	32	5342925	5293882	5168768	4975175	4239007	2853445	194	186713	5293882	41.94	55283	13677	67309.2	29	98	0.00	4 + 0 part
GCF_022137585.1	327	202	145	122	70	34	5368956	5316323	5176675	5012747	4165685	2836980	202	164534	5316323	41.95	56882	13677	61686.7	31	104	0.00	4 + 0 part
GCF_022138285.1	318	200	140	120	71	35	5360794	5310819	5164509	5017803	4227207	2906195	200	164534	5310819	41.95	56882	14216	62314.6	31	101	0.00	3 + 1 part
GCF_023668145.1	131	107	86	76	61	35	5128462	5112336	5061541	4987806	4724142	3775716	107	298029	5112336	42.29	98991	29786	102399.6	19	57	0.00	3 + 1 part
GCF_023668185.1	136	114	89	81	63	34	5181607	5166589	5100763	5039773	4732011	3639673	114	298029	5166589	42.22	88590	29786	99378.4	20	60	0.00	3 + 2 part
GCF_023668265.1	132	108	85	73	61	35	5114421	5098322	5033788	4942986	4728700	3763588	108	298029	5098322	42.11	96746	29966	102480.8	19	57	0.00	3 + 2 part
GCF_023668565.1	101	87	72	59	48	37	4851735	4842143	4806692	4710374	4521058	4129343	87	266403	4842143	42.10	105109	35046	113078.0	17	43	0.00	1 + 1 part
GCF_023668585.1	102	86	71	59	50	37	4851169	4840196	4804712	4717388	4564184	4085047	86	211987	4840196	42.10	103681	38215	108099.0	18	44	0.00	1 + 1 part
GCF_023668645.1	90	77	64	60	39	30	5392745	5383331	5351438	5325913	4965702	4627096	77	452304	5383331	42.45	147904	35658	191946.3	11	36	0.00	2 + 1 part
GCF_023668665.1	226	196	139	109	65	29	4861627	4839523	4710102	4486399	3757262	2457902	196	189666	4839523	42.30	52128	12201	62478.2	29	98	0.00	1 + 1 part
GCF_023668705.1	101	80	66	59	40	30	5441205	5426244	5392755	5344700	5022082	4670749	80	452349	5426244	42.44	161951	34463	193562.8	11	36	0.00	2 + 0 part
GCF_023668715.1	179	156	109	88	61	35	4793567	4777314	4661579	4511223	4088202	3173071	156	253600	4777314	42.09	75084	17229	79733.9	23	72	0.00	0 + 1 part
GCF_023668875.1	129	106	86	78	59	34	5138524	5123149	5072967	5015348	4676284	3788314	106	298029	5123149	42.28	102362	27890	105396.6	18	57	0.00	3 + 2 part
GCF_023669045.1	392	336	208	140	57	20	5041243	5000344	4661820	4189251	2877121	1552601	336	248982	5000344	42.30	32611	6387	46725.8	44	181	0.00	1 + 2 part
GCF_023669145.1	130	108	88	80	63	34	5149350	5135113	5087493	5029049	4736342	3672516	108	298029	5135113	42.28	96901	29966	101029.3	19	59	0.00	3 + 2 part
GCF_023669185.1	125	105	82	72	58	35	5074429	5061056	5004859	4930667	4679759	3833934	105	298029	5061056	42.18	102363	31441	105636.8	18	54	0.00	3 + 2 part
GCF_023669285.1	124	103	83	75	59	34	5138153	5124140	5077575	5019414	4733758	3824420	103	298029	5124140	42.28	105979	29966	107060.4	18	55	0.00	3 + 2 part
GCF_023669385.1	210	182	128	98	60	26	4743718	4724149	4585501	4374993	3691878	2399527	182	225877	4724149	42.08	53039	13512	67903.8	26	88	0.00	0 + 1 part
GCF_023669405.1	236	201	142	107	57	28	4703984	4678424	4528078	4276109	3469182	2401648	201	227447	4678424	42.03	53385	10800	62835.7	27	101	0.00	0 + 1 part
GCF_023669435.1	245	214	144	114	58	27	4743703	4723282	4541559	4326282	3448064	2357202	214	195997	4723282	42.12	49994	11166	61575.5	28	107	0.00	0 + 1 part
GCF_024022975.1	4	4	4	4	3	2	5129833	5129833	5129833	5129833	5118140	5078764	4	4986228	5129833	42.35	4986228	4986228	4848641.2	1	1	0.00	22 + 0 part
GCF_024047355.1	153	126	102	89	60	39	5691485	5672791	5614467	5515459	4981548	4247866	126	239777	5672791	42.72	95695	21816	104321.5	20	66	37.04	1 + 0 part
GCF_024047375.1	191	143	100	85	61	38	5110937	5080006	4989706	4871944	4447137	3598181	143	224846	5080006	41.90	78816	21748	87351.8	21	67	35.28	1 + 0 part
GCF_024460985.1	496	99	75	62	45	35	5184342	5079665	5022938	4931563	4644207	4223840	99	314839	5079665	42.21	118813	38328	141520.9	13	43	0.00	2 + 1 part
GCF_024461205.1	477	100	87	71	56	36	5136394	5047128	5014567	4905247	4658355	3934146	100	235315	5047128	42.42	95175	27013	112375.1	16	52	0.00	1 + 1 part
GCF_024461385.1	450	107	91	80	59	38	5111832	5030142	4996507	4919911	4560338	3807252	107	235315	5030142	42.45	87186	26276	99117.7	19	58	0.00	1 + 1 part
GCF_024463175.1	244	110	81	67	52	33	5288390	5244105	5171287	5074088	4822464	4137371	110	506664	5244105	42.55	113578	31294	159812.4	13	49	0.00	3 + 2 part
GCF_024463255.1	219	141	98	83	59	38	5227559	5195766	5087713	4980903	4575428	3789515	141	340456	5195766	42.53	82702	22303	101903.3	20	64	0.00	4 + 1 part
GCF_024463315.1	247	143	110	87	65	44	5754455	5706279	5626332	5466379	5098690	4336408	143	235024	5706279	42.56	81972	22795	99481.8	22	67	0.00	4 + 0 part
GCF_024463515.1	373	163	127	108	65	36	5448182	5376918	5278203	5139742	4398940	3304940	163	198601	5376918	41.96	68384	16583	76367.5	26	86	0.00	2 + 1 part
GCF_024463795.1	369	162	131	109	69	36	5446238	5375403	5296185	5132735	4467165	3207761	162	198601	5375403	41.97	67031	15987	72855.7	28	88	0.00	2 + 1 part
GCF_024463935.1	387	173	131	111	70	35	5433782	5361922	5246652	5105393	4418665	3134781	173	195546	5361922	41.92	64848	15880	71758.7	28	91	0.00	3 + 1 part
GCF_024464715.1	597	187	143	118	69	37	5442548	5328910	5211978	5027794	4226903	3040051	187	164925	5328910	41.97	57873	13993	63896.2	30	99	0.00	2 + 0 part
GCF_026242135.1	153	97	80	65	50	31	5004752	4970105	4934912	4828493	4579000	3889103	97	324244	4970105	42.28	118113	29218	131940.1	15	47	0.00	2 + 1 part
GCF_029076805.1	937	104	79	67	52	33	5506578	5243448	5190185	5102721	4840398	4155305	104	506664	5243448	42.55	114028	32554	158086.5	13	48	0.00	3 + 2 part
GCF_030541685.1	69	64	53	49	44	28	5033962	5030118	5001778	4974916	4903568	4290750	64	498819	5030118	42.19	164271	42206	188645.7	10	34	0.00	3 + 0 part
GCF_030545435.1	114	83	60	51	42	31	4717873	4696707	4642574	4577783	4434488	4042352	83	296639	4696707	42.14	161635	36362	152355.6	11	36	0.00	2 + 1 part
GCF_030545445.1	135	95	68	57	41	29	4770123	4743074	4677889	4600903	4341631	3920957	95	299409	4743074	42.13	161246	28926	151272.1	11	39	0.00	3 + 0 part
GCF_030545495.1	114	82	59	50	42	32	4716152	4694579	4641270	4576420	4449196	4065452	82	299409	4694579	42.15	129202	40835	147870.7	12	36	0.00	2 + 1 part
GCF_030546205.1	69	65	52	49	43	29	4965451	4962274	4927031	4903761	4802349	4272171	65	498819	4962274	42.20	163998	42206	183797.0	10	34	0.00	3 + 0 part
GCF_036419465.1	2	2	2	2	2	2	5383987	5383987	5383987	5383987	5383987	5383987	2	5293715	5383987	42.65	5293715	5293715	5206470.1	1	1	0.00	22 + 1 part
GCF_039063985.1	76	76	67	56	46	32	4663347	4663347	4643099	4565425	4402765	3883519	76	418925	4663347	42.03	106120	35919	150529.8	13	40	8.23	3 + 0 part
GCF_040187825.1	167	167	93	85	59	39	5459460	5459460	5296331	5243208	4765617	4034281	167	321002	5459460	42.46	81371	23175	113308.8	19	66	9.03	2 + 0 part
GCF_040187845.1	141	141	98	73	58	41	5382516	5382516	5287258	5112240	4901620	4236986	141	219216	5382516	42.65	95429	28940	97751.5	21	56	14.62	2 + 1 part
GCF_040227595.1	111	111	83	72	50	40	5089612	5089612	5025266	4946150	4600765	4241492	111	392174	5089612	42.35	89899	25453	126447.8	17	50	5.84	2 + 0 part
