bacterial_species	ID	source	species	gtdb_taxonomy	host_species	host_order	host_class	isolation_source	host	host_summary	country	locality	completeness	contamination	genome_size	GC	N50	contigs	collection_date	ncbi_biosample	mag_name	eha_number	gtdb_representative	mimag_high_quality	mimag_medium_quality	common_name	sample_name	external_id	submitter_id	env_broad	env_medium	env_local	env_local_context	host_status	disease	diagnosis	latitude	longitude	accession	host_type	country_simple	country_normalized	continent	ID_clean	host_disease	host_age	country_grouped
enterococcus_hirae	EHM054902	EHI	s__Enterococcus_B hirae	NA	Apodemus sylvaticus	Rodentia	Mammalia	host-associated	NA	NA	NA	NA	100	0.98	2721429	37	114934	34	NA	NA	EHA03613_bin.143.fa	EHA03613	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	animal	NA	None	NA	EHM054902	NA	NA	None
enterococcus_hirae	EHM031657	EHI	s__Enterococcus_B hirae	NA	Canis lupus	Carnivora	Mammalia	host-associated	NA	NA	NA	NA	99.93	0.42	2831882	37	148493	40	NA	NA	EHA01958_bin.112.fa	EHA01958	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	animal	NA	None	NA	EHM031657	NA	NA	None
enterococcus_hirae	EHM019092	EHI	s__Enterococcus_B hirae	NA	Podarcis muralis	Squamata	Reptilia	host-associated	NA	NA	NA	NA	99.62	0.2	2834271	36.8	98582	51	NA	NA	EHA00702_bin.16.fa	EHA00702	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	animal	NA	None	NA	EHM019092	NA	NA	None
enterococcus_hirae	GCF_014000825.1	NCBI	NA	NA	Homo sapiens	Primates	Mammalia	stool	Homo sapiens	NA	France: Villejuif	NA	99.23	0.08	2921736	36.5	NA	NA	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	human	France	France	Europe	GCF_014000825.1	NA	NA	NA
hafnia_paralvei	EHM034613	EHI	s__Hafnia paralvei	NA	Lissotriton helveticus	Urodela	Amphibia	host-associated	NA	NA	Spain	Irun	100	0.01	4727852	48	181676	57	NA	NA	EHA02338_bin.5.fa	EHA02338	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	animal	Spain	Spain	Europe	EHM034613	NA	NA	Spain
hafnia_paralvei	GCF_959028575.1	GTDB	NA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Hafnia;s__Hafnia paralvei	Homo sapiens	Primates	Mammalia	human feces metagenome	NA	NA	none	NA	100	0.03	4677881	48.05697280456685	138760	58	2020-04-03	SAMEA114096220	NA	NA	FALSE	NA	NA	NA	ERR10149246_bin.14_MetaWRAP_v1.3_MAG	SAMEA114096220	ERR10149246_bin.14_MetaWRAP_v1.3_MAG	Human digestive system	faeces	NA	colon	NA	NA	NA	0	0	RS_GCF_959028575.1	human	none	None	Asia	GCF_959028575.1	NA	NA	None
hafnia_paralvei	EHM034663	EHI	s__Hafnia paralvei	NA	Lissotriton helveticus	Urodela	Amphibia	host-associated	NA	NA	Spain	Eskoriatza	100	0.03	4978946	48	254463	106	NA	NA	EHA02355_bin.14.fa	EHA02355	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	animal	Spain	Spain	Europe	EHM034663	NA	NA	Spain
hafnia_paralvei	EHM034582	EHI	s__Hafnia paralvei	NA	Lissotriton helveticus	Urodela	Amphibia	host-associated	NA	NA	Spain	Eskoriatza	100	0.04	4812957	48	205045	66	NA	NA	EHA02328_bin.12.fa	EHA02328	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	animal	Spain	Spain	Europe	EHM034582	NA	NA	Spain
hafnia_paralvei	EHM035016	EHI	s__Hafnia paralvei	NA	Lissotriton helveticus	Urodela	Amphibia	host-associated	NA	NA	Spain	Eskoriatza	100	0.07	4509409	48	74245	110	NA	NA	EHA02364_bin.14.fa	EHA02364	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	animal	Spain	Spain	Europe	EHM035016	NA	NA	Spain
hafnia_paralvei	EHM035261	EHI	s__Hafnia paralvei	NA	Lissotriton helveticus	Urodela	Amphibia	host-associated	NA	NA	Spain	Eskoriatza	100	0.09	4757837	48	224320	42	NA	NA	EHA02344_bin.16.fa	EHA02344	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	animal	Spain	Spain	Europe	EHM035261	NA	NA	Spain
hafnia_paralvei	GCF_023096345.1	GTDB	NA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Hafnia;s__Hafnia paralvei	Mammuthus primigenius	Proboscidea	Mammalia	feces	Mammuthus primigenius	NA	Russia: Yakutia	NA	100	0.1	4718603	48.49231859514352	22863	370	2021-07-07	SAMN27277234	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	RS_GCF_023096345.1	animal	Russia	Russia	Europe	GCF_023096345.1	NA	NA	NA
hafnia_paralvei	EHM034518	EHI	s__Hafnia paralvei	NA	Lissotriton helveticus	Urodela	Amphibia	host-associated	NA	NA	Spain	Irun	100	0.15	4792154	48	300554	45	NA	NA	EHA02345_bin.5.fa	EHA02345	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	animal	Spain	Spain	Europe	EHM034518	NA	NA	Spain
hafnia_paralvei	EHM058631	EHI	s__Hafnia paralvei	NA	Lissotriton helveticus	Urodela	Amphibia	host-associated	NA	NA	Spain	Orio	100	0.19	4676728	48	212507	39	NA	NA	EHA04270_bin.6.fa	EHA04270	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	animal	Spain	Spain	Europe	EHM058631	NA	NA	Spain
hafnia_paralvei	GCF_958410475.1	GTDB	NA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Hafnia;s__Hafnia paralvei	Homo sapiens	Primates	Mammalia	human feces metagenome	NA	NA	none	NA	100	0.23	4579278	47.90929923887565	104223	73	not provided	SAMEA114060886	NA	NA	FALSE	NA	NA	NA	ERR9322425_bin.23_MetaWRAP_v1.3_MAG	SAMEA114060886	ERR9322425_bin.23_MetaWRAP_v1.3_MAG	Human digestive system	faeces	NA	colon	NA	NA	NA	NA	NA	RS_GCF_958410475.1	human	none	None	NA	GCF_958410475.1	NA	NA	None
lactococcus_lactis	EHM013277	EHI	s__Lactococcus lactis	NA	Podarcis muralis	Squamata	Reptilia	host-associated	NA	NA	France	Occitanie, Tourmalet	100	0	2305439	34.8	199102	16	NA	NA	EHA00364_bin.25.fa	EHA00364	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	animal	France	France	Europe	EHM013277	NA	NA	NA
lactococcus_lactis	RS_GCF_932750895.1	GTDB	NA	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	Mus musculus	Rodentia	Mammalia	gut content	NA	NA	none	NA	100	0.04	2582571	34.89003787311172	161421	70	2019-03-15	SAMEA13256549	NA	NA	FALSE	NA	NA	NA	Lactococcus_lactis_DSM110082	SAMEA13256549	Lactococcus_lactis_DSM110082	mouse gastrointestinal tract	gut content	mouse intestine	NA	NA	NA	NA	50.776389	6.043611	RS_GCF_932750895.1	animal	none	None	NA	GCF_932750895.1	NA	NA	None
lactococcus_lactis	EHM031001	EHI	s__Lactococcus lactis	NA	Canis lupus	Carnivora	Mammalia	host-associated	NA	NA	Greenland	Ittoqqortoormii	100	0.06	2262278	35	82765	41	NA	NA	EHA01905_bin.2.fa	EHA01905	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	animal	Greenland	Greenland	Americas	EHM031001	NA	NA	NA
lactococcus_lactis	EHM031160	EHI	s__Lactococcus lactis	NA	Canis lupus	Carnivora	Mammalia	host-associated	NA	NA	Greenland	Ittoqqortoormii	100	0.06	2263829	35	134814	28	NA	NA	EHA01900_bin.1.fa	EHA01900	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	animal	Greenland	Greenland	Americas	EHM031160	NA	NA	NA
lactococcus_lactis	EHM031128	EHI	s__Lactococcus lactis	NA	Canis lupus	Carnivora	Mammalia	host-associated	NA	NA	Greenland	Ittoqqortoormii	100	0.07	2270986	35	195018	26	NA	NA	EHA01928_bin.8.fa	EHA01928	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	animal	Greenland	Greenland	Americas	EHM031128	NA	NA	NA
lactococcus_lactis	EHM045845	EHI	s__Lactococcus lactis	NA	Plecotus auritus	Chiroptera	Mammalia	host-associated	NA	NA	France	NORMANDIE	100	0.07	2298823	35	44538	86	NA	NA	EHA03117_bin.25.fa	EHA03117	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	animal	France	France	Europe	EHM045845	NA	NA	NA
lactococcus_lactis	EHM046343	EHI	s__Lactococcus lactis	NA	Plecotus auritus	Chiroptera	Mammalia	host-associated	NA	NA	France	AUVERGNE-RHONE-ALPES	100	0.08	2487774	35	291327	17	NA	NA	EHA03124_bin.17.fa	EHA03124	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	animal	France	France	Europe	EHM046343	NA	NA	NA
lactococcus_lactis	RS_GCF_020553675.1	GTDB	NA	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	Homo sapiens	Primates	Mammalia	fecal sample	Homo sapiens	NA	USA: New York	NA	100	0.1	2470174	34.9105771496259	77832	102	NA	SAMN22165187	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	not applicable	NA	NA	NA	NA	NA	NA	NA	NA	RS_GCF_020553675.1	human	USA	United States	Americas	GCF_020553675.1	NA	NA	United States
lactococcus_lactis	RS_GCF_027661125.1	GTDB	NA	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	Homo sapiens	Primates	Mammalia	fecal material [ENVO:00002003]	Homo sapiens	NA	China: Shenzhen	NA	100	0.12	2343593	34.85681783172815	322920	23	2014-02-01	SAMN31808596	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	microbial community [PCO:1000004]	fecal material [ENVO:00002003]	fecal material [ENVO:00002003]	NA	NA	NA	NA	NA	NA	RS_GCF_027661125.1	human	China	China	Asia	GCF_027661125.1	NA	NA	China
lactococcus_lactis	EHM031663	EHI	s__Lactococcus lactis	NA	Canis lupus	Carnivora	Mammalia	host-associated	NA	NA	Greenland	Ittoqqortoormii	100	0.12	2313944	35	199338	29	NA	NA	EHA01958_bin.118.fa	EHA01958	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	animal	Greenland	Greenland	Americas	EHM031663	NA	NA	NA
parabacteroides_goldsteinii	EHM050943	EHI	s__Parabacteroides goldsteinii	NA	Podarcis milensis	Squamata	Reptilia	host-associated	NA	NA	Greece	Polyaigos	99.97	0.38	6761326	43	142794	97	NA	NA	EHA03411_bin.19.fa	EHA03411	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	animal	Greece	Greece	Europe	EHM050943	NA	NA	NA
parabacteroides_goldsteinii	GCF_027688775.1	GTDB	NA	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides goldsteinii	Homo sapiens	Primates	Mammalia	fecal material [ENVO:00002003]	Homo sapiens	NA	China: Shenzhen	NA	99.96	0.6	6561326	43.60095813552533	140119	155	2014-02-01	SAMN31807686	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	microbial community [PCO:1000004]	fecal material [ENVO:00002003]	fecal material [ENVO:00002003]	NA	NA	NA	NA	NA	NA	RS_GCF_027688775.1	human	China	China	Asia	GCF_027688775.1	NA	NA	China
parabacteroides_goldsteinii	GCF_902375575.1	GTDB	NA	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides goldsteinii	Homo sapiens	Primates	Mammalia	human gut	NA	NA	none	NA	99.94	0.61	6486757	43.35282983957222	511428	33	NA	SAMEA5850992	NA	NA	FALSE	NA	NA	Parabacteroides goldsteinii	MGYG-HGUT-01489	SAMEA5850992	MGYG-HGUT-01489	human-associated habitat	NA	human gut	NA	NA	NA	NA	NA	NA	RS_GCF_902375575.1	human	none	None	NA	GCF_902375575.1	NA	NA	None
parabacteroides_goldsteinii	GCF_948766295.1	GTDB	NA	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides goldsteinii	Mus musculus	Rodentia	Mammalia	feces	NA	NA	none	NA	99.55	0.87	6402457	43.33837775091656	108261	92	not provided	SAMEA112431580	NA	NA	FALSE	NA	NA	NA	MGBC161409	SAMEA112431580	MGBC161409	mouse gut	Faeces	NA	mouse-associated habitat	NA	NA	NA	48.21313	16.36069	RS_GCF_948766295.1	animal	none	None	NA	GCF_948766295.1	NA	NA	None
parabacteroides_goldsteinii	GCF_948560525.1	GTDB	NA	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides goldsteinii	Mus musculus	Rodentia	Mammalia	feces	NA	NA	none	NA	99.39	0.97	6075216	43.42573328837776	41942	287	not provided	SAMEA112382011	NA	NA	FALSE	NA	NA	NA	MGBC108181	SAMEA112382011	MGBC108181	mouse gut	Faeces	NA	mouse-associated habitat	NA	NA	NA	22.55545	114.05433	RS_GCF_948560525.1	animal	none	None	Europe	GCF_948560525.1	NA	NA	None
phocaeicola_vulgatus	GCF_024047355.1	NCBI	NA	NA	Homo sapiens	Primates	Mammalia	feces	Homo sapiens	NA	USA: Boston, Massachusetts	NA	100	0.01	5691485	42.5	NA	NA	2009-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	human	USA	United States	Americas	GCF_024047355.1	NA	NA	United States
phocaeicola_vulgatus	GCF_024047375.1	NCBI	NA	NA	Homo sapiens	Primates	Mammalia	feces	Homo sapiens	NA	USA: Boston, Massachusetts	NA	100	0.01	5110937	42	NA	NA	2009-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	human	USA	United States	Americas	GCF_024047375.1	NA	NA	United States
phocaeicola_vulgatus	GCF_003466945.1	NCBI	NA	NA	Homo sapiens	Primates	Mammalia	feces	Homo sapiens	NA	China: Shenzhen	NA	100	0.02	5155765	42	NA	NA	2014-01-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	human	China	China	Asia	GCF_003466945.1	NA	NA	China
phocaeicola_vulgatus	GCF_003459535.1	NCBI	NA	NA	Homo sapiens	Primates	Mammalia	feces	Homo sapiens	NA	China: Shenzhen	NA	100	0.06	4853285	42	NA	NA	2013-12-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	human	China	China	Asia	GCF_003459535.1	NA	NA	China
phocaeicola_vulgatus	GCF_021891395.1	NCBI	NA	NA	Homo sapiens	Primates	Mammalia	feces	Homo sapiens	NA	China: Delingha	NA	100	0.09	5111862	42.5	NA	NA	2018-10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	human	China	China	Asia	GCF_021891395.1	NA	NA	China
phocaeicola_vulgatus	GCF_023668145.1	NCBI	NA	NA	Homo sapiens	Primates	Mammalia	feces	Homo sapiens	NA	Slovenia	NA	100	0.09	5128462	42.5	NA	NA	2021-07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	human	Slovenia	Slovenia	Europe	GCF_023668145.1	NA	NA	Slovenia
phocaeicola_vulgatus	GCF_023668185.1	NCBI	NA	NA	Homo sapiens	Primates	Mammalia	feces	Homo sapiens	NA	Slovenia	NA	100	0.09	5181607	42	NA	NA	2021-07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	human	Slovenia	Slovenia	Europe	GCF_023668185.1	NA	NA	Slovenia
phocaeicola_vulgatus	GCF_023668875.1	NCBI	NA	NA	Homo sapiens	Primates	Mammalia	feces	Homo sapiens	NA	Slovenia	NA	100	0.09	5138524	42.5	NA	NA	2020-06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	human	Slovenia	Slovenia	Europe	GCF_023668875.1	NA	NA	Slovenia
phocaeicola_vulgatus	GCF_023669145.1	NCBI	NA	NA	Homo sapiens	Primates	Mammalia	feces	Homo sapiens	NA	Slovenia	NA	100	0.09	5149350	42.5	NA	NA	2020-06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	human	Slovenia	Slovenia	Europe	GCF_023669145.1	NA	NA	Slovenia
phocaeicola_vulgatus	GCF_023669285.1	NCBI	NA	NA	Homo sapiens	Primates	Mammalia	feces	Homo sapiens	NA	Slovenia	NA	100	0.09	5138153	42.5	NA	NA	2020-06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	human	Slovenia	Slovenia	Europe	GCF_023669285.1	NA	NA	Slovenia
